,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
2340,Seeking Mavis Beacon,"Seeking Mavis Beacon is a 2024 American documentary film directed by Jazmin Jones,[3] which premiered at the Sundance Film Festival.[4] The film is distributed by Neon[5] and is Jones' directorial debut.[3]",Jazmin Jones,Jazmin Jones,Guetty Felin,"Jazmin Jones, Olivia McKayla Ross",Yeelen Cohen,"Jon Fine, Jazmin Jones, Yeelen Cohen","January 20, 2024(Sundance)",United States,English
2341,Seeruwen,"The film marked 25th cinema direction by Sudesh Wasantha Pieris, who previously made Husma in 2019.[9] Cinematographer is Gamini Moragollagama and editor is Anura Bandara. Sarath Samarawickrama is the Art Director, Chamathka Peiris is the assistant director as well as made background vocals and Tharaka Adhikari is the makeup artist.[6] Sound design handled by Sasika Ruwan Marasinghe, whereas color combination done by Ananda Bandara. Production design made by Tushani Veerakkodi. Music Director is Keshan Perera, where Achala Solomon is the lyricist.[5][1]",Sudesh Wasantha Pieris,Sudesh Wasantha Pieris,"Nilkamal Films, [, 2, ]","Jackson Anthony, Dasun Pathirana, Buddhika Jayaratne, Dishni Rajapakshe, Semini Iddamalgoda",Gamini Moragollagama,Anura Bandara,12 July 2024,Sri Lanka,Sinhala
2342,Seetharam Sitralu,"Seetharam Sitralu is a 2024 Indian Telugu-language Comedy drama film written and directed by  D.Naga Sasidhar Reddy. The film stars Lakshmana Murthy Ratana and Akella Raghavendra.[1]The film was produced by P.Partha Saradhi, D.Nagendra Reddy, Krishna Chandra Vijayabattu under the banner of Raising Hands Productions.[2]",D.Naga Sasidhar Reddy,D.Naga Sasidhar Reddy,"P.Partha Saradhi, D.Nagendra Reddy, Krishna Chandra Vijayabattu","Lakshmana Murthy Ratana, Akella Raghavendra",Arun Kumar Parvathaneni,Praneeth Kumar,30 August 2024,India,Telugu
2343,Seguridad,"The film premiered on April 6, 2024, at the Miami International Film Festival,[3] and had its Canadian premiere on April 29 at the Hot Docs Canadian International Documentary Festival.[1]",Tamara Segura,Tamara Segura,"Annette Clarke, Rohan Fernando",,Deymi D'Atri,"Andrea Henriquez, Tamara Segura","April 6, 2024(Miami)",Canada,"English, Spanish"
2344,Seize Them!,"Seize Them! is a 2024 British comedy film made by Entertainment Film Distributors, DJ Films and Stigma Films, directed by Curtis Vowell, written by Andy Riley, and produced by Damian Jones and Matthew James Wilkinson. It stars Nicola Coughlan and Aimee Lou Wood with a  cast that includes Jessica Hynes,  Nick Frost, Lolly Adefope, James Acaster and Ben Ashenden.",Curtis Vowell,,"Damian Jones, Matthew James Wilkinson","Aimee Lou Wood, Nicola Coughlan, Lolly Adefope, Nick Frost, Jessica Hynes",Ashley Rowe,Richard Shaw,5 April 2024,United Kingdom,English
2345,Self,"Self is a 2024 American animated short film written and directed by Searit Kahsay Huluf, produced by Pixar Animation Studios, and distributed by Walt Disney Studios Motion Pictures. The eleventh short film in the SparkShorts series, the short film, which combines stop motion with computer animation, was released on February 2, 2024, on Disney+.",Searit Kahsay Huluf,Searit Kahsay Huluf,Eric Rosales,,,Will Starling,"February 2, 2024",United States,English
2346,Self Driver,"Self Driver is a Canadian thriller film, directed by Michael Pierro and released in 2024.[1] Pierro's directorial debut, the film stars Nathanael Chadwick as a driver for a ridesharing app, who is invited to join a new startup competitor that promises much, much more money but draws him into grave danger with its increasingly extreme demands.[2]",Michael Pierro,Michael Pierro,"Kire Paputts, Michael Pierro",Nathanael Chadwick,Michael Pierro,Michael Pierro,"April 18, 2024(Fantaspoa)",Canada,English
2347,Send Kelp!,The film premiered at the 39th Santa Barbara International Film Festival.[3],Blake McWilliam,Blake McWilliam,Blake McWilliam,Frances Ward,Aaron Munson,Krystal Moss,February 2024(SBIFF),Canada,English
2348,Sense and Sensibility,Sense and Sensibility is a 2024 American historical romance television film based on the novel of the same name by Jane Austen.,,,,,,,,,
2349,Separated,"Separated is a 2024 American documentary film, directed and produced by Errol Morris. It is based upon Separated: Inside an American Tragedy by Jacob Soboroff. It stars Gabriela Cartol and Diego Armando Lara Lagunes, in fictional reenactments. The film explores the Trump administration family separation policy.",Errol Morris,,"Errol Morris, Robert Fernandez, Molly O'Brien, Steven Hathaway","Gabriela Cartol, Diego Armando Lara Lagunes",,Steven Hathaway,"August 29, 2024(Venice)",United States,"English, Spanish"
2350,September 5,"September 5 is a 2024 German historical drama thriller film directed, co-written, and produced by Tim Fehlbaum. The ensemble cast includes Peter Sarsgaard, John Magaro, Ben Chaplin, and Leonie Benesch. The film chronicles the Munich massacre of 1972 from the perspective of the ABC Sports crew and their coverage of the events.[4]",Tim Fehlbaum,"Moritz Binder, Tim Fehlbaum, Alex David, [, a, ]","Philipp Trauer, Thomas Wöbke, Tim Fehlbaum, Sean Penn, John Ira Palmer, John Wildermuth, Mark Nolting","Peter Sarsgaard, John Magaro, Ben Chaplin, Leonie Benesch",Markus Förderer,Hansjörg Weißbrich,"August 29, 2024(Venice)",Germany,"English, German"
2351,September Says,"September Says is a 2024 internationally co-produced horror drama film, written and directed by Ariane Labed, in her directorial debut. It is based upon the novel Sisters by Daisy Johnson. It stars Mia Tharia, Rakhee Thakrar and Pascale Kann.",Ariane Labed,,"Ed Guiney, Andrew Lowe, Chelsea Morgan Hoffmann, Lara Hickey, Romanna Lobach","Mia Tharia, Rakhee Thakrar, Pascale Kann",Balthazar Lab,Bettina Böhler,21 May 2024(Cannes),"France, Germany, Greece, Ireland, United Kingdom",English
2352,Serpent's Path,"A French-language remake of Kurosawa's 1998 film of the same name, Serpent's Path screened at the 2024 San Sebastián International Film Festival.[2]",Kiyoshi Kurosawa,,,"Damien Bonnard, Ko Shibasaki",Alex Kavyrchine,Thomas Marchand,14 June 2024(Japan)1,"France, Belgium, Luxembourg, Japan",French
2353,Sevappi,"Sevappi is a 2024 Indian Tamil-language drama written and directed by M S Raaja.[1] The film was produced by Rajeshwar Kalisamy and Prasanna Balachandran under the banner of Erumugal Network. The film stars Rishikanth and Poornima Ravi in the lead roles with Shravan Athvethan, Dilli, Sebastin Antony, Rajamani, Thanesh Venkat, Thirunavukkarasu and Mimmο in the supporting roles. A. Praveen Kumar composed the music of the film. Manoharan M handled the cinematography and Vachu Lakshmin edited the film.",M S Raaja,,"Rajeshwar Kalisamy, Prasanna Balachandran","Rishikanth, Poornima Ravi, Shravan Athvethan",Manoharan M,Vachu Lakshmin,12 January 2024,India,Tamil
2354,Seventy Thirty,"The film was released in Iranian cinemas on 27 November 2024 and grossed over 360 billion tomans, becoming the highest-grossing film in the history of Iranian cinema.[5]",Bahram Afshari,Hamzeh Salehi,Seyed Ebrahim Aamerian,"Bahram Afshari, Hootan Shakiba, Sadaf Espahbodi, Elahe Hesari, Nahid Moslemi, Hossein Pakdel",Rouzbeh Rayga,Hassan Ayoubi,27 November 2024,Iran,Persian
2355,The Severed Sun,"The Severed Sun is a 2024 British horror film that marks the feature debut of Dean Puckett. It is produced by Rebecca Wolff of Grasp the Nettle Films and Jude Goldrei of Lunar Lander Films. It stars Emma Appleton, Toby Stephens and Lewis Gribben.",Dean Puckett,,"Rebecca Wolff, Jude Goldrei","Emma Appleton, Lewis Gribben, Toby Stephens, Barney Harris",Ian Forbes,Paco Sweetman,"September 22, 2024(Fantastic Fest)",United Kingdom,English
2356,Sew Torn,"Sew Torn is a 2024 crime thriller film written, directed and edited by Freddy Macdonald. In the US-Swiss co-production, which is based on a short film of the same name, Eve Connolly plays a seamstress on the verge of bankruptcy. The film tells the story of how she comes upon a drug deal gone bad and how her choices at the scene of the crime lead to drastically different outcomes along the way. Sew Torn premiered at the South by Southwest Film Festival and was shown at the Locarno Film Festival on the Piazza Grande in 2024.[2][3]",Freddy Macdonald,"Freddy Macdonald, Fred Macdonald","Fred Macdonald, Barry Navidi, Sebastian Klinger, Diamantis Zavitsanos, Socratis Zavitsanos, Timothy Ross, Alexander Stratigenas","Eve Connolly, Calum Worthy, John Lynch, K Callan, Ron Cook, Thomas Douglas, Caroline Goodall, Werner Biermeier, Veronika Herren-Wenger, Petra Wright",Sebastian Klinger,Freddy Macdonald,"March 11, 2024(SXSW)","United States, Switzerland",English
2357,Sex,"Sex is a 2024 Norwegian romantic drama film written and directed by Dag Johan Haugerud. The film, starring Jan Gunnar Røise and Thorbjørn Harr, is the first instalment in Haugerud's Sex, Dreams, Love trilogy. It follows two men in heterosexual marriages whose unexpected experiences challenge their perceptions of sexuality, gender and identity.[3]",Dag Johan Haugerud,Dag Johan Haugerud,"Yngve Sæther, Hege Hauff Hvattum","Jan Gunnar Røise, Thorbjørn Harr, Siri Forberg, Birgitte Larsen, Theo Dahl, Nasrin Khusrawi, Anne Marie Ottersen, Vetle Bergan, Iver Innset",Cecilie Semec,Jens Christian Fodstad,17 February 2024(Berlinale),Norway,Norwegian
2358,The Shadow Scholars,"The Shadow Scholars investigates the global, multi-billion dollar industry of academic ghostwriting, where highly educated but underemployed Kenyans write essays and theses for students worldwide. Following Oxford professor Patricia Kingori, the film uncovers this hidden economy, revealing the profound consequences of outsourced education for both the underpaid Kenyan writers, who support themselves with this work, and for the students and institutions that benefit from it.",Eloise King,,"Tabitha Breese, Eloise King, Bona Orakwue, Anna Smith Tenser",,,,2024(BFI London Film Festival)1,United Kingdom,"English, Swahili"
2359,The Shadow Strays,"The film had its world premiere on 10 September 2024 at the 2024 Toronto International Film Festival. It received the most nominations at the 2025 Indonesian Film Festival, alongside The Siege at Thorn High, with twelve each.[2]",Timo Tjahjanto,Timo Tjahjanto,"Timo Tjahjanto, Wicky V. Olindo, Anne P. Ralie","Aurora Ribero, Hana Malasan, Taskya Namya, Agra Piliang, Andri Mashadi, Chew Kin Wah",Batara Goempar,Dinda Amanda,10 September 2024(Toronto),Indonesia,"Indonesian, English, Japanese"
2360,Shadowland,"The documentary was originally planned to be about filmmaker and occultist Richard Stanley and other members of an esoteric community, called ""The Zone"" (in direct reference to the Tarkovsky film Stalker), in the French Occitania. The region attracts people who seek supernatural encounters and hope to find the Holy Grail.[3]",Otso Tiainen,,Kalle Kinnunen,,"Peter Flinckenberg, ,, Max Smeds","Mikko Sippola, ,, Jussi Heikkinen",2024,Finland,"English, French, Russian"
2361,Shadows,"15-year old teenage mother Ahlam has fled her homeland of Iraq. She tells her story, through a figurative journey in an airport, and faces the shadows standing in her way to freedom.",Rand Beiruty,,"Idris Lettifi, Moussa Lettifi, Jude Kawwa",,,,2024,"Jordan, France","German, Arabic"
2362,Shahkot,"Shahkot is a 2024 Indian Punjabi-language film directed by Rajiv Dhingra and produced by Anirudh Mohta. It features Guru Randhawa, Isha Talwar, Raj Babbar, and Gurshabad Singh.[1][2][3]",Rajiv Dhingra,,Anirudh Mohta,"Guru Randhawa, Isha Talwar",,,4 October 2024(India),India,Punjabi
2363,Shaitaan,"Shaitaan (transl. Devil) is a 2024 Indian Hindi-language  supernatural psychological horror film directed by Vikas Bahl and produced by Devgn Films, Jio Studios, and Panorama Studios.[5] It stars Ajay Devgn, R. Madhavan, Jyothika, Janki Bodiwala, and Anngad Raaj.[6][7]",Vikas Bahl,Aamil Keeyan Khan,"Ajay Devgn, Vikas Bahl, Jyoti Deshpande, Abhishek Pathak, Kumar Mangat Pathak","Ajay Devgn, R. Madhavan, Jyothika, Janki Bodiwala, Anngad Raaj",Sudhakar Reddy Yakkanti,Sandeep Francis,8 March 2024,India,Hindi
2364,Shaka: A Story of Aloha,Shaka: A Story of Aloha is a 2024 American documentary film directed by Alexander Bocchieri and produced/written by Steve Sue. The film explores the origins and meanings of the shaka gesture and traces its contemporary use in Hawaiʻi and beyond.[1][2],Alexander Bocchieri,Steve Sue,Steve Sue,"Steve Sue, Kekela Miller, Brook Mahealani Lee, Kenneth S. Hara, Frank De Lima, Fred Hemmings, Henry Kapono, Moana Jones Wong, Peter Townend, Ian Cairns",,,"May 2, 2024(VC Film Fest)",United States,English
2365,Shakhahaari,"Shakhahaari (transl. Vegetarian) is a 2024 Indian Kannada-language murder mystery film written and directed by debutant Sandeep Sunkad. The film features Rangayana Raghu, Gopalkrishna Deshpande, Vinay UJ and Nidhi Hegde in the lead roles. The film's score and soundtrack is composed by Mayur Ambekallu while Vishwajith Rao handled the cinematography and editing by Shashank Narayana. The film was shot extensively in Malenadu capturing the picturesque landscapes.",Sandeep Sunkad,Sandeep Sunkad,"Rajesh Keelambi, Ranjini Prasanna","Rangayana Raghu, Gopalkrishna Deshpande, Vinay UJ, Nidhi Hegde",Vishwajith Rao,Shashank Narayana,16 February 2024,India,Kannada
2366,Shaktiman,"Shaktiman (subtitled onscreen Baba, Tu Hou Shaktos Superhero transl. Father, you can be a superhero) is a 2024 Indian Marathi-language  family film written, directed and produced by Prakash Kunte, from a dialogues by Pranav Apte. The film stars Adinath Kothare, Spruha Joshi, Priyadarshan Jadhav, Ishan Kunte in the lead roles.[1]",Prakash Kunte,"Pranav Apte (, Dialogue, )",Prakash Kunte,"Adinath Kothare, Spruha Joshi, Priyadarshan Jadhav, Ishan Kunte",Gaurav Ponkshe,Mayur Hardas,24 May 2024(Maharashtra),India,Marathi
2367,Shambhala,"Shambhala is a 2024 drama film directed by Min Bahadur Bham from a screenplay written by Bham and Abinash Bikram Shah. Starring Thinley Lhamo, Tenzin Dalha and Sonam Topden.[1][2][3] Shambhala is the most expensive movie of Nepal made on the budget रू15 crore (US$1.1 million). It was selected in the Competition at the 74th Berlin International Film Festival, where it competed for the Golden Bear. Set in Nepal’s Upper Dolpo, the film follows Pema, a pregnant woman from a Tibetan-speaking Buddhist Himalayan community, as she searches for her missing husband. A task which she has to do amidst being pregnant under challenging precarious circumstances.",Min Bahadur Bham,"Min Bahadur Bham, Abinash Bikram Shah","Debaki Rai, Justine O., Bibhakar Sunder Shakya, Shuk Fong Chong, Verona Meier, Catherine Dussart, Zeynep Koray","Thinley Lhamo, Sonam Topden, Tenzin Dalha",Aziz Zhambakiyiv,"Kiran Shrestha, Liao Ching-sung",23 February 2024(Berlinale),"Nepal, France, Norway, Hong Kong, China, Turkey, Taiwan, United States, Qatar","Tibetan, Nepali"
2368,The Shameless,The Shameless is a 2024 Hindi-language romantic crime drama film directed and written by Konstantin Bojanov.[1] It premiered at the 2024 Cannes Film Festival.,Konstantin Bojanov,Konstantin Bojanov,,"Anasuya Sengupta, Omara Shetty",Gabriel Lobos,Tom Lin,17 May 2024(Cannes),"India, Switzerland, France, Bulgaria, Taiwan",Hindi
2369,Sharathulu Varthisthai,"Sharathulu Varthisthai (transl. Conditions Apply) is a 2024 Indian Telugu-language family drama film, written and directed by Kumaraswamy (Akshara). It stars Chaitanya Rao Madadi, Bhoomi Shetty, Nanda Kishore, Santosh Yadav, Devaraj Palamuru and Venky Monkey in the main roles. The music is composed by Arun Chiluveru and Suresh Bobili (Pannendu Gunjala). The film was released to negative reviews although the cast's performance was praised.",Kumara Swamy,Kumara Swamy,"Srilatha, Nagarjuna Samala, Sharada, Sreesh Kumar Gunda, Vijaya, Dr Krishnakanth Chittajallu","Chaitanya Rao Madadi, Bhoomi Shetty, Nanda Kishore, Santosh Yadav, Deva Raj Palamuru","Praveen Vanamali, Shekar Pochampally","Ch.Vamshi Krishna, Gajjala Rakshith Kumar",15 March 2024,India,Telugu
2370,Sharmajee Ki Beti,"Sharmajee Ki Beti is a 2024 Hindi-language comedy, drama film written and directed by Tahira Kashyap Khurrana, in her directorial debut, under Applause Entertainment and Ellipsis Entertainment, for Amazon Prime Video. It stars Sakshi Tanwar, Divya Dutta, Saiyami Kher, Parvin Dabas, Sharib Hashmi in prime roles.[1][2] It was released on 28 June 2024[3][4][5] on Amazon Prime.[6]",Tahira Kashyap Khurrana,Tahira Kashyap Khurrana,"Atul Kasbekar, Sameer Nair, Deepak Segal","Sakshi Tanwar, Divya Dutta, Saiyami Kher, Parvin Dabas, Sharib Hashmi","Rakesh Haridas, Daljeet Singh",Antara Lahiri,28 June 2024,India,Hindi
2371,Sharp Corner,"A family — consisting of husband Josh, wife Rachel, and 6-year-old son Max — moves into a new house. One night, a car swerves off the road and crashes into a tree in their front yard, unsettling the family and Josh in particular.",Jason Buxton,Jason Buxton,"Paul Barkin, Jason Buxton, Jason Levangie, Susan Mullen, Marc Tetreault","Ben Foster, Cobie Smulders",Guy Godfree,Jorge Weisz,"September 6, 2024(TIFF)","Canada, Ireland",English
2372,Dolgobindo Babur Chashmah,"Shastri (/ˈʃɑːstri/) is a 2024 Indian Bengali-language fantasy action comedy film directed by Pathikrit Basu. Produced by Soham Chakraborty, Nispal Singh and Bajrang Lal Churiwala under the banners of Surinder Films, Soham's Entertainment and Creative Solutions Pvt Ltd respectively, the film is based on Debarati Mukhopadhyay's short story Dolgobindo Babur Chashmah.[2][3] It stars Mithun Chakraborty in the titular role,[4][5] alongside an ensemble cast consisting of Soham Chakraborty, Debashree Roy, Rajatava Dutta, Anirban Chakraborty, Saswata Chatterjee, Kaushik Sen, Sauraseni Maitra and Ayush Das in pivotal roles. Delved into the theme of astrology versus science, the film plots Parimal, a factory worker, gets the power to see the future, changing his life's trajectory after facing massive hardships due to the sudden loss of his job. [6] The film marked the comeback of Debasree Roy in Bengali cinema after a long hiatus.",Pathikrit Basu,,"Nispal Singh, Soham Chakraborty, Bajrang Lal Churiwala","Mithun Chakraborty, Soham Chakraborty, Debashree Roy, Rajatava Dutta, Anirban Chakraborty, Saswata Chatterjee, Kaushik Sen, Sauraseni Maitra",Gopi Bhagat,MD Kalam,8 October 2024,India,Bengali
2373,Shawn Mendes: For Friends and Family Only (A Live Concert Film),,"Connor Brashier, Anthony Wilson",,Adam Bodey,Shawn Mendes,Jordan Pollack,,"November 14, 2024",United States,English
2374,She Taught Love,"She Taught Love is a 2024 American romantic drama film directed by Nate Edwards. It tells the story of an actor who goes on a self-destructive path and meets the love of his life at a department store. The film was released on Hulu on September 27, 2024, to positive reviews from critics.[1][2][3]",Nate Edwards,Darrell Britt-Gibson,"Sanjay M Sharma, Milan Chakraborty, Hadley Klein, Peter Van Auker","Darrell Britt-Gibson, Taissa Farmiga, Arsema Thomas, D'Arcy Carden",Justin Derry,Monica Salazar,"September 27, 2024",United States,English
2375,She's Got No Name,"Set in a bustling alleyway during the Japanese occupation of Shanghai in the 1940s, the film centres on a wife, Zhan Zhou, who was being charged with the bloody dismemberment of her husband – a killing that seems impossible for her to have committed alone. The murder thrusts Zhan into the spotlight and the court of public opinion, forcing her towards a fate intertwined with that of her own country.",Peter Chan,,Peter Chan,"Zhang Ziyi, Lei Jiayin, Eric Wang, Mei Ting, Yang Mi, Da Peng, Li Xian, Fan Wei, Jackson Yee, Zhao Liying",Jake Pollock,"Zhang Yibo, William Chang","May 24, 2024(Cannes)","China, Hong Kong","Mandarin, Shanghainese"
2376,Sheepdog,"Sheepdog is a 2024 American drama film directed, produced, and written by Steven Grayhm. The film's story follows a United States Army combat veteran Calvin Cole who is court ordered into treatment and into the care of a VA trauma therapist in-training, and things spiral out of control when Calvin's father-in-law and retired Vietnam Veteran steps in, having been released from prison",Steven Grayhm,Steven Grayhm,"Joe Newcomb, Lynn d'Angona, P. Colin Kane, Ric Smith, Steven Grayhm","Steven Grayhm, Vondie Curtis-Hall",Evans Brown,Brent McReynolds,"September 20, 2024(Boston)",United States,English
2377,Sheeshmahal,"Sheeshmahal[3] is a 2024 Indian anthology film, based on India's International Children's Film Festival,[4] and directed by Camp Sasi.[5] The film is jointly produced by Million Dreams Creations and Avanti Chitranaalayam. Vivek Sagar[6] has composed music for the film with Piyush Mishra[7] and Rahul Ram of Indian Ocean (band)[8] as lyricist and singers. The film also depicts majority of Hyderabad city and its culture before the metro lookover. Although the film was shot in 2013, and had a few private screening events, the film was theatrically released on 14 February 2024.[9] The film features segments in Telugu and English.","Camp Sasi, [, 1, ]",Rohit–Sasi,Snehal Jangala,"Rahul Ramakrishna, Master Sai, Pramila Boddeti, Feroze Ahmed",Gnana Shekar V. S.,Avanti Ruya,"February 14, 2024",India,
2378,Shelby Oaks,"Shelby Oaks is a 2024 American supernatural horror mystery film produced, written, and directed by Chris Stuckmann in his feature directorial debut, with Mike Flanagan as an executive producer. It stars Camille Sullivan, Brendan Sexton III, Keith David, Sarah Durn, Derek Mears, Emily Bennett, Charlie Talbert, Robin Bartlett, and Michael Beach. It follows a woman (Sullivan) determined to find her sister (Durn), who went missing while investigating the mysterious abandoned town of Shelby Oaks.",Chris Stuckmann,Chris Stuckmann,"Aaron B. Koontz, Cameron Burns, Ashleigh Snead, Chris Stuckmann","Camille Sullivan, Brendan Sexton III, Keith David, Sarah Durn, Derek Mears, Emily Bennett, Charlie Talbert, Robin Bartlett, Michael Beach",Andrew Scott Baird,"Patrick Lawrence, Brett W. Bachman","July 20, 2024(Fantasia)",United States,English
2379,Shell,"Shell is a 2024 American black comedy body horror film[2] directed by Max Minghella, written by Jack Stanley, and starring Elisabeth Moss, Kate Hudson, Kaia Gerber and Elizabeth Berkley.",Max Minghella,Jack Stanley,"Fred Berger, Max Minghella, Brian Kavanaugh-Jones, Elisabeth Moss, Lindsay McManus, Alicia Van Couvering, Norman Golightly, Hal Sadoff","Elisabeth Moss, Kate Hudson, Arian Moayed, Este Haim, Elizabeth Berkley, Kaia Gerber",Drew Daniels,Gardner Gould,"September 12, 2024(TIFF)",United States,English
2380,The Shepherd and the Bear,"The Shepherd and the Bear is a 2024 internationally co-produced documentary film, directed and produced by Max Keegan. It follows an aging shepherd in the Pyrenees, struggling to find a successor as bears prey on his flock.",Max Keegan,,"Max Keegan, Jesse Moss, Amanda McBaine, Elizabeth Woodward",,"Max Keegan, Clement Beauvois",Sabine Emiliani,"September 15, 2024(CIFF)","United States, United Kingdom, France",English
2381,Shepherds,"The cast also includes Solène Rigot, Younes Boucif, Bruno Raffaelli, Véronique Ruggia, Michel Benizri, Guilaine Londez and David Ayala.[1]",Sophie Deraspe,,"Luc Déry, Kim McCraw, Élaine Hébert, Caroline Bonmarchand, Xenia Sulyma, Sébastien Perret","Félix-Antoine Duval, Solène Rigot",Vincent Gonneville,Stéphane Lafleur,"September 7, 2024(TIFF)","Canada, France",French
2382,Sheriff: Narko Integriti,"Sheriff: Narko Integriti (also known as Sheriff) is a 2024 Malaysian Malay-language action thriller film directed and screenplay by Syafiq Yusof based on story by his father, Yusof Haslam who also produced the film with co-produced and distributed by Skop Productions and Astro Shaw. Starring Zul Ariffin as the titular character, and co-starring Syafiq Kyle, Aaron Aziz, Elizabeth Tan and Azira Shafinaz.",Syafiq Yusof,"Nazifdin Nasrudin, Syafiq Yusof","Yusof Haslam, Raja Jastina Arshad","Zul Ariffin, Syafiq Kyle, Aaron Aziz, Elizabeth Tan, Azira Shafinaz",Rahimi Maidin,"Izaq Yuzaini, Nazifdin Nasrudin, Syafiq Yusof","18 April 2024(Malaysia, Brunei & Singapore)",Malaysia,"Malay, English, Mandarin"
2383,Shesh Bazi,"The film's soundtrack is composed by Emon Saha, Shahriar Rafat and Avijit Jitu. All the songs released on YouTube by Tiger Media and BDFilm Buzz.[4]",Mehedi Hasan,Parbez Sumon,Syed Mohammad Sohel,"Symon Sadik, Shirin Shila, Rashed Mamun Apu, Mahamudul Hasan Mithu, Saberi Alam",Moshiur Rahman,Touhid Hossain Chowdhury,"January 19, 2024",Bangladesh,Bangla
2384,Shinda Shinda No Papa,"Shinda Shinda No Papa is a 2024 Indian-Punjabi-language comedy film directed by Amarpreet GS Chhabra.[1] The film stars Gippy Grewal who co-produced the film as well, Hina Khan (in her Punjabi debut) and Grewal's son Shinda Grewal.[2] it was final film of Jaswinder Bhalla before his death.",Amarpreet GS Chhabra,"Nikhil Mehrotra, Sharan Sharma","Gippy Grewal, Ravneet Kaur Grewal, Siddharth Anand Kumar","Gippy Grewal, Hina Khan, Shinda Grewal",Sukh Kamboj,Mukesh Thakur,10 May 2024,India,Punjabi
2385,Shirley,"Shirley is a 2024 American biographical drama film written and directed by John Ridley. The film stars Regina King in the title role, alongside Lance Reddick, Lucas Hedges, Brian Stokes Mitchell, Christina Jackson, Michael Cherrie, André Holland, and Terrence Howard.",John Ridley,John Ridley,"Regina King, Reina King, Anikah McLaren, Elizabeth Haggard, John Ridley","Regina King, Lance Reddick, Lucas Hedges, Brian Stokes Mitchell, Christina Jackson, Michael Cherrie, André Holland, Terrence Howard",Ramsey Nickell,JoAnne Yarrow,"March 15, 2024(United States)",United States,English
2386,Shivam Bhaje,Shivam Bhaje is a 2024 Indian Telugu-language crime thriller film written and directed by Apsar.[1] It stars Ashwin Babu and Digangana Suryavanshi in lead roles.,Apsar,Apsar,Maheswara Reddy Mooli,"Ashwin Babu, Digangana Suryavanshi","Dasaradhi Shivendra, Anith Madadi",Chota K Prasad,1 August 2024,India,Telugu
2387,Shivrayancha Chhava,"Shivrayancha Chhava is a 2024 Indian Marathi-language historical drama film written and directed by Digpal Lanjekar and produced by Malhar Picture Company. The film stars Bhushan Patil, Chinmay Mandlekar, Mrinal Kulkarni, Ayesha Madhukar, Sameer Dharmadhikari, and Rahul Dev. The film revolves around chhatrapati Sambhaji maharaj, the son of chhatrapati Shivaji maharaj and the second Chhatrapati of the Maratha Empire, who ruled from 1681 to 1689.[3]",Digpal Lanjekar,Digpal Lanjekar,"Vaibhav Bhor, Kishore Patkar, Madhu, [, 1, ]","Bhushan Patil, Chinmay Mandlekar, Mrinal Kulkarni, Trupti Toradmal, Sameer Dharmadhikari, Rahul Dev",Priyanka Mayekar,"Sagar Shinde, Vinay Shinde",16 February 2024,India,Marathi
2388,Shontaan,"Shontaan (Bengali pronunciation: [ʃon.tan]; transl. Offspring) is a 2024 Indian Bengali-language action-legal drama film directed by Raj Chakraborty.[2][3] Produced by Shrikant Mohta and Mahendra Soni under the banner of Shree Venkatesh Films, the film stars Mithun Chakraborty, Ritwick Chakraborty and Anashua Majumdar in lead roles, while Sohini Sengupta, Biswajit Chakraborty and Ahona Dutta play other pivotal roles, with Kharaj Mukherjee and Subhashree Ganguly in extended appearances. It revolves around a poignant courtroom battle between Saradindu and his self-centric son Indranil.[4]",Raj Chakraborty,,SVF,"Mithun Chakraborty, Anashua Majumdar, Ritwick Chakraborty, Subhashree Ganguly, Kharaj Mukherjee",Manas Ganguly,MD. Kalam,20 December 2024,India,Bengali
2389,Shook,"An expansion of his 2018 short film of the same name, which starred Raymond Ablack as Ashish and Sugith Varughese as his father, the film is based in part on Wala's own experiences after his real father was diagnosed with Parkinson's disease.[3]",Amar Wala,,"Karen Harnisch, Amar Wala","Saamer Usmani, Bernard White, Amy Forsyth, Pamela Mala Sinha",Peter Hadfield,,"September 7, 2024(TIFF)",Canada,"English, Hindi"
2390,Shri Swapankumarer Badami Hyenar Kobole,"Shri Swapankumarer Badami Hyenar Kobole (Bengali pronunciation: [ʃri ʃɔponkumarer badami hyenar kobole]) is a 2024 Indian Bengali-language black comedy action thriller film directed by Debaloy Bhattacharya, and produced by Hoichoi Studios.[1][2][3] It is based on the adventures of Dipak Chatterjee,[4] a fictional detective lost in time.[5][6][7][8] The movie released to positive reviews from the critics.",Debaloy Bhattacharya,,,"Abir Chatterjee, Paran Bandopadhyay, Goutam Halder",Ramyadeep Saha,Sanglap Bhowmick,12 January 2024,India,Bengali
2391,The Shrouds,"The Shrouds (French: Les Linceuls) is a 2024 body horror drama film[6] written and directed by David Cronenberg, and starring Diane Kruger, Vincent Cassel, Guy Pearce, and Sandrine Holt. The film is a co-production between Canada and France. Cronenberg has said that the film was made in response to the death of his wife of 43 years, Carolyn Zeifman, from cancer.[7]",David Cronenberg,David Cronenberg,"Saïd Ben Saïd, Martin Katz, Anthony Vaccarello","Vincent Cassel, Diane Kruger, Guy Pearce, Sandrine Holt",Douglas Koch,Christopher Donaldson,"May 20, 2024(Cannes)","France, Canada","English, [, 2, ]"
