,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
2749,Ultraviolence,"Francisco is a renowned editor in the audiovisual medium, he agrees to work on a new film where he ends up becoming obsessed with the story of the protagonist - who is kidnapped by a man in the basement of her house - and wants to change the ending so that she can be saved from its fateful outcome. As the film's director and producer refuse his changes, Francisco accepts the help of Eva, the post-production assistant, to achieve his goal of preventing Lina's death. However, when they are discovered, Francisco will have to become the villain of his own story.[5]",Marco Vélez Esquivia,Marco Vélez Esquivia,"Marco Vélez Esquivia, Oscar Alejandro Zapata","Santiago Cottone, Ana Isabel Castillo, Isabela Cordoba Torres, David Moncada, Marcela Robledo, Raúl Ocampo",Nora Lengua Puche,Lina Ortiz,"October 25, 2022(Fantasmagoría)",Colombia,Spanish
2750,Umami,"Due to the closure of cinemas during the pandemic, the film's commercial theatrical release was delayed until February 2023. The film was shown in festivals and released worldwide in its original version of 103 minutes except in France where a shorter version (92 minutes) was reviewed and released.",Slony Sow,Slony Sow,,"Gérard Depardieu, Sandrine Bonnaire, Pierre Richard, Rod Paradot, Bastien Bouillon",,,28 January 2022(Premiers Plans Angers),"France, Japan","French, Japanese"
2751,The Umbrella Men,"The Umbrella Men is a 2022 South African crime comedy film directed by John Barker. It was released through eVOD in South Africa on 14 June 2022.[1] It screened at the Toronto International Film Festival (TIFF) that September, where it competed in the Contemporary World Cinema category.[2] It was awarded Best Film at London's Film Africa Fest.[3]",John Barker,"John Barker, Lev David, Philip Roberts","John Barker, Dan Jawitz, Thembalethu Mfebe, Joel Phiri, Tshepiso Chikapa Phiri",,Motheo Moeng,Saki Bergh,14 June 2022(eVOD),South Africa,"English, Afrikaans"
2752,Umma,"Umma[Note 1] (Korean: 엄마; RR: Eomma) is a 2022 American supernatural horror film written and directed by Iris K. Shim. The film stars Sandra Oh, Fivel Stewart, MeeWha Alana Lee, Tom Yi, Odeya Rush, and Dermot Mulroney. Sam Raimi serves as a producer on the film. The film follows Amanda (Oh), a single mother who lives with her daughter in an isolated farm being haunted by her mother's ghost.",Iris K. Shim,Iris K. Shim,"Sam Raimi, Zainab Azizi","Sandra Oh, Fivel Stewart, Dermot Mulroney, Odeya Rush, MeeWha Alana Lee, Tom Yi",Matt Flannery,"Louis Cioffi, Kevin Greutert","March 15, 2022(Koreatown)",United States,"English, Korean"
2753,The Unbearable Weight of Massive Talent,"The Unbearable Weight of Massive Talent is a 2022 American action comedy film directed by Tom Gormican, who co-wrote the screenplay with Kevin Etten. It stars Nicolas Cage as a fictionalized version of himself, along with a supporting cast including Pedro Pascal, Sharon Horgan, Ike Barinholtz, Alessandra Mastronardi, Jacob Scipio, Neil Patrick Harris, Tiffany Haddish and Caroline Boulton.",Tom Gormican,"Tom Gormican, Kevin Etten","Nicolas Cage, Mike Nilon, Kristin Burr, Kevin Turen","Nicolas Cage, Pedro Pascal, Sharon Horgan, Ike Barinholtz, Alessandra Mastronardi, Jacob Scipio, Neil Patrick Harris, Tiffany Haddish",Nigel Bluck,Melissa Bretherton,"March 12, 2022(SXSW)",United States,"English, Spanish"
2754,Uncharted,"Uncharted is a 2022 American action adventure film based on the video game franchise developed by Naughty Dog and published by Sony Interactive Entertainment. Directed by Ruben Fleischer from a screenplay by Rafe Lee Judkins, Art Marcum, and Matt Holloway, it stars Tom Holland as Nathan Drake and Mark Wahlberg as Victor Sullivan, with Sophia Ali, Tati Gabrielle (in her film debut appearance), and Antonio Banderas starring in supporting roles. In the film, Drake is recruited by Sullivan in a race against corrupt billionaire Santiago Moncada (Banderas) and mercenary leader Jo Braddock (Gabrielle) to locate the fabled treasure of the Magellan expedition.",Ruben Fleischer,,"Charles Roven, Avi Arad, Alex Gartner, Ari Arad","Tom Holland, Mark Wahlberg, Sophia Ali, Tati Gabrielle, Antonio Banderas",Chung-hoon Chung,"Chris Lebenzon, Richard Pearson","February 7, 2022(Barcelona)",United States,English
2755,The Uncle,"Set in Yugoslavia during the late 1980s, the film opens with a Croatian family, Father, mother and their adolescent son, hastily preparing for a Christmas Eve dinner where they'll be joined by their Uncle, who is coming to visit from Germany. The family is initially delighted with Uncle's arrival, but their relationship with him appears to be strained. He brings the entire family gifts — Father gets a box of cigarettes, Mother gets a perfume and their Son gets a hunting rifle. They sit down to eat dinner, which is suddenly interrupted by the ringing of a mobile phone, implying a different time period than initially assumed. They spend their evening decorating the Christmas tree, dancing, watching TV and eating biscuits, all of which go wrong in different ways. Finally, the family and Uncle go to bed late at night.","David Kapac, Andrija Mardešić","David Kapac, Andrija Mardešić","Ivan Kelava, Rea Rajčić, Milan Stojanović, Bojan Tišljar, Tina Tišljar, Tomislav Vujić","Miki Manojlović, Goran Bogdan, Ivana Roščić, Roko Sikavica",Miloš Jaćimović,Tomislav Stojanović,1 December 2022,"Croatia, Serbia",Croatian
2756,Unconformity,"Unconformity is a 2022 drama film directed by Jonathan DiMaio starring Jack Mulhern, and Alex Oliver.",Jonathan DiMaio,Jonathan DiMaio,,,,,"June 30, 2022",United States,English
2757,Under Her Control,"Under Her Control[4] (Spanish: La jefa, lit. 'The Boss') is a 2022 Spanish drama film directed by Fran Torres in his feature length debut, starring Aitana Sánchez-Gijón and Cumelén Sanz.",Fran Torres,,,"Aitana Sánchez-Gijón, Cumelén Sanz, Alex Pastrana, Vanessa Rasero, Pedro Casablanc",,,29 April 2022,Spain,Spanish
2758,Under the Amalfi Sun,The film is a sequel to the 2020 film Under the Riccione Sun.[1],Martina Pastori,"Enrico Vanzina, Caterina Salvadori, Ciro Zecca","Mattia Guerra, Stefano Massenzi, Andrea Occhipinti","Lorenzo Zurzolo, Ludovica Martino, Isabella Ferrari, Luca Ward, Davide Calgaro",Edoardo Carlo Bolli,Gianluca Scarpa,13 July 2022,Italy,Italian
2759,Under Wraps 2,"Under Wraps 2 is a 2022 American family teen horror Disney Channel Original Movie directed by Alex Zamm and written by Josh A. Cagan, which is a sequel to the 2021 film, Under Wraps. The film stars Malachi Barton, Christian J. Simon, Sophia Hammons, Phil Wright, Melanie Brook, Jordan Conley, Rryla McIntosh, and T.J. Storm. It premiered on September 25, 2022, on Disney Channel.[1]",,,,,,,,,
2760,The Unexpected,"The Unexpected is a 2022 American drama short film written and directed by Remi Adeleke. The film stars Kerry Lynne McHugh, Justin Garza, John Wilcox, Raelin Searcy, and Jorge M. Roman.",Remi Adeleke,Remi Adeleke,"Khalid Abdulqaadir, Bradley Boyce, Corey McCartney","Kerry Lynne McHugh, Justin Garza, John Wilcox, Raelin Searcy, Jorge M. Roman, Santiago Vasquez, Charisse Taylor",Lucas Falco Cohen,Caleb Vetter,"September 30, 2022(YouTube)",United States,English
2761,Unfinished Affairs,Unfinished Affairs (Spanish: La maniobra de la tortuga)[1] is a 2022 Spanish-Argentine neo-noir police thriller film directed by Juan Miguel del Castillo [es] which stars Fred Adenis and Natalia de Molina. It is an adaptation of the novel La maniobra de la tortuga by Benito Olmo.,Juan Miguel del Castillo,,,"Fred Adenis, Natalia de Molina, Ignacio Mateos, Mona Martínez, Carlos Manuel Díaz, Gerardo de Pablos",,,24 March 2022(Málaga),"Spain, Argentina",Spanish
2762,Unhuman,"Unhuman (stylized as unHUMAN[2]) is a 2022 American comedy horror film directed by Marcus Dunstan, and written by Dunstan and Patrick Melton. The film stars an ensemble cast, featuring Brianne Tju, Benjamin Wadsworth, Uriah Shelton, Ali Gallo, and Peter Giles. Jason Blum serves as an executive producer through his Blumhouse Television banner.",Marcus Dunstan,"Patrick Melton, Marcus Dunstan","Paige Pemberton, Paul Uddo","Brianne Tju, Benjamin Wadsworth, Uriah Shelton, Ali Gallo, Peter Giles",Lyn Moncrief,"Andrew Wesman, [, 1, ]","June 3, 2022",United States,English
2763,Unicorn Wars,"Unicorn Wars is a 2022 adult-animated dystopian psychological body horror comedy splatter war film[3] written and directed by Alberto Vázquez. The plot is set against the backdrop of a conflict between anthropomorphized teddy bears and wild unicorns, following two bear siblings deployed in a military mission to a magical forest.",Alberto Vázquez,Alberto Vázquez,"Chelo Loureiro, Iván Miñambres, Nicolas Schmerkin","Jon Goiri, Jaione Insausti",,"Iñigo Gómez, Estanis Bañuelos",16 June 2022(Annecy),"Spain, France",Spanish
2764,The Unknown Country,"The Unknown Country is a 2022 American drama film directed by Morrisa Maltz, from a screenplay by Maltz and a story by Maltz, Lily Gladstone, Lainey Bearkiller Shangreaux, and Vanara Taing. It stars Gladstone and Raymond Lee.",Morrisa Maltz,,"Katherine Harper, Laura Heberton","Lily Gladstone, Raymond Lee",Andrew Hajek,Vanara Taing,"March 13, 2022(SXSW)",United States,English
2765,Unloved: Huronia's Forgotten Children,"The film premiered at the 2022 Hot Docs Canadian International Documentary Festival, where it was named the third-place winner of the Rogers Audience Award.[3] It was broadcast on the Documentary Channel and CBC Gem later in the year.[1]",Barri Cohen,Barri Cohen,Craig Baines,,James Kinistino,Sarah Peddie,"May 4, 2022(Hot Docs)",Canada,English
2766,The Unmaking of a College,"The Unmaking of a College is a 2022 documentary film. The film covers the planned closure of Hampshire College and the subsequent movement by students, alumni, and professors that saved the school.[1][2][3]",Amy Goldstein,,,,,,2022,United States,English
2767,Unpaused: Naya Safar,"Unpaused: Naya Safar is a 2022 Indian Hindi-language anthology film consisting of five short segments directed by Nupur Asthana, Ayappa KM, Ruchir Arun, Shikha Makan, and Nagraj Manjule. It premiered on 21 January 2022 on Amazon Prime Video.[1][2]","Nupur Asthana, Ayappa KM, Ruchir Arun, Shikha Makan, Nagraj Manjule","Nupur Asthana, Samina Motlekar, Shubham, Ayappa KM, Ruchir Arun, Abhinandan Sridhar, Shikha Makan, Nagraj Manjule, Sudhir Kulkarni","Pranati Nagarsheth, Anand Menon, Shujaat Saudagar, Vikesh Bhutani, Paramvir Singh, Ashwini Sidwani","Shreya Dhanwanthary, Priyanshu Painyuli, Geetanjali Kulkarni, Saqib Saleem, Ashish Verma, Sam Mohan, Darshana Rajendran, Lakshvir Singh Saran, Neena Kulkarni, Nagraj Manjule","Rounak Ameriya, Soumik Mukherjee, Aniruddha Patankar, Paramvir Singh, Harshvardhan Waghdhare",Omkar Uttam Sakpal,21 January 2022,India,Hindi
2768,Unplugging,"Unplugging is a 2022 American comedy film directed by Debra Neil-Fisher, in her directorial debut, from a screenplay by Brad Morris and Matt Walsh. It stars Walsh, Eva Longoria, Lea Thompson, Keith David, Nicole Byer, and Al Madrigal. It was released on April 22, 2022, by Vertical Entertainment.",Debra Neil-Fisher,"Brad Morris, Matt Walsh","William Santor, John Griffith, Doug Murray, Brad Morris, Matt Walsh, Debbie Liebling, Carissa Buffel, Kevin Matusow","Eva Longoria, Matt Walsh, Nicole Byer, Al Madrigal, Lea Thompson, Keith David",Federico Cantini,David Clark,"April 22, 2022",United States,English
2769,Unrest,"New technologies are transforming a 19th-century watchmaking town in Switzerland. Josephine, a young factory worker, produces the unrest wheel, swinging in the heart of the mechanical watch. Exposed to new ways of organizing money, time and labour, she gets involved with the local movement of the anarchist watchmakers, where she meets Russian traveller Pyotr Kropotkin.[5][6][7]",Cyril Schäublin,,,,,,14 February 2022(Berlinale),Switzerland,"Swiss, ,, German"
2770,Unrivaled: Sewanee 1899,Unrivaled: Sewanee 1899 is a documentary film and book that chronicles Sewanee: the University of the South's undefeated 1899 football team.[1][2],David Crews; Norman Jetmundsen,Norman Jetmundsen,David Crews; Norman Jetmundsen,,,Matthew Graves,2022,United States,English
2771,Until Branches Bend,"The cast also includes Alexandra Roberts, Quelemia Sparrow, Lochlyn Munro, Antoine DesRochers, Cole Sparrow-Crawford, Paul Kular, Janet Walmsley, Dave Kenneth MacKinnon, Michelle Brezinski, Charlie Hannah, Justin Lacey, Bhavkhandan Singh Rakhra, Michael Charrois, Leanne Merrett, Fabian Gujral, John Collins, and Glenda Klassen.",Sophie Jarvis,Sophie Jarvis,"Tyler Hagan, Sara Blake, Magali Gillon-Krizaj, Michela Pini, Olga Lamontanara","Grace Glowicki, Lochlyn Munro",Jeremy Cox,Kane Stewart,"September 10, 2022(TIFF)",Canada,English
2772,Until Tomorrow,"Fereshteh, a university student living in Tehran, works at a print shop while secretly raising her newborn child. When her parents unexpectedly announce a visit, she panics: they do not know about the baby, and revealing the truth could have severe social and familial consequences. With only a few hours to spare, she turns to her close friend Atefeh for help.",Ali Asgari,"Ali Asgari, Alireza Khatami",,Sadaf Asgari,Ashkan Ashkani,Ehsan Vaseghi,12 February 2022(BIFF),Iran,Persian
2773,Untold Herstory,,Zero Chou,,Pasuya Yao,,,,28 October 2022,Taiwan,"Mandarin, Taiwanese Hokkien, Japanese, Shandong Mandarin, Hakka, Cantonese, English"
2774,Untold: Operation Flagrant Foul,"Untold: Operation Flagrant Foul is a 2022 American Netflix original documentary film directed by David Terry Fine.[1]  The film was released on August 30, 2022.[2]",David Terry Fine,,,Tim Donaghy,,,"August 30, 2022",United States,English
2775,Untold: The Girlfriend Who Didn't Exist,"Untold: The Girlfriend Who Didn't Exist is a 2022 American sports documentary film directed by Tony Vainuku and Ryan Duffy.[1] The film was released by Netflix on August 16, 2022, as part of the second volume of films in the Untold series.[2]","Tony Vainuku, Ryan Duffy",,,Manti Te'o,,Nate Gross,"August 16, 2022",United States,English
2776,Untold: The Race of the Century,"Untold: The Race of the Century is a 2022 American Netflix original documentary film directed by Chapman Way and Maclain Way.[1] The film was released on September 6, 2022.[2]","Chapman Way, Maclain Way",,,,,,"September 6, 2022",United States,English
2777,Untold: The Rise and Fall of AND1,Untold: The Rise and Fall of AND1 is a 2022 American Netflix original documentary film directed by Kevin Wilson Jr.[1],Kevin Wilson Jr.,,,"Seth Berger, Jay Coen Gilbert, Tom Austin, Grayson Boucher, Philip Champion, Waliyy Dixon, Shane Woney, Rafer Alston",Corey C. Waters,Will Butler,"August 23, 2022",United States,English
2778,Untrapped: The Story of Lil Baby,"The Untrapped: The Story of Lil Baby is a 2022 documentary film centered on rapper Lil Baby, directed by Karam Gill. It premiered at the Tribeca Film Festival on June 11, 2022, and was released on Amazon Prime Video on August 26, 2022.",Karam Gill,,"Dominique Jones, Pierre Thomas, Kevin Lee, Karam Gill, Daniel Malikyar, Andrew Primavera, Blase Biello",Lil Baby,Joshua Charow,Joshua Whitaker,"June 11, 2022(Tribeca)",United States,English
2779,Upacharapoorvam Gunda Jayan,Upacharapoorvam Gunda Jayan (transl. Courtesy goon Jayan) is a 2022 Indian Malayalam-language comedy drama film directed by Arun Vaiga.[1] The film stars Saiju Kurup and  Siju Wilson in the lead roles.[2][3][4][5] Sharaf U Dheen was earlier reported to have been chosen as one of the leads in the film but was replaced by Shabareesh Varma.[6] The film was released after the delay of a few years.[7] This was the first film to be distributed by Dulquer Salmaan's Wayfarer Films.[1],Arun Vaiga,Rajesh Varma,"Sebab K S, Dulquer Salmaan","Saiju Kurup, Siju Willson",Eldo Isaac,Kiran Das,25 February 2022,India,Malayalam
2780,Upon Entry,The plot concerns the unpleasant vetting and questioning procedures that the couple Diego (a Venezuelan urbanist) and Elena (a contemporary dancer from Barcelona) suffers at the Newark Airport upon moving from Barcelona to the United States to start off a new life.[1][2],"Alejandro Rojas, Juan Sebastián Vásquez",,"Carles Torras, Carlos Juárez, Xosé Zapata, Sergio Adrià, Alba Sotorra","Alberto Ammann, Bruna Cusí, Ben Temple, Laura Gómez",Juan Sebastián Vásquez,Emanuele Tiziani,November 2022(PÖFF),Spain,"Spanish, English, Catalan"
2781,Urban Myths,"Urban Myths (Korean: 서울괴담; Hanja: 서울怪談; RR: Seoul goedam) is a 2022 South Korean anthology horror film, consisting of ten stories directed by debutant director Hong Won-ki, featuring Kim Do-yoon, Lee Yul-eum, Lee Young-jin and Lee Su-min. The omnibus film presents stories where horror is felt in familiar everyday life places like noise between floors, old furniture, mannequins, tunnel and social media. It was released theatrically on April 27, 2022.[2]",Hong Won-ki,Kang Ji-yoon,,"Kim Do-yoon, Lee Yul-eum, Lee Su-min, Arin, Jeong Won-chang, Exy, Seol-ah, Lee Min-hyuk, Lee Young-jin, Seo Ji-soo, Shownu, Bong Jae-hyun, AleXa, Ju Hak-nyeon",,Han Young-kyu,"April 27, 2022",South Korea,Korean
2782,The Uruguayan,The film was financed through crowdfunding.[4][5],,,,,,,,,
2783,Urvasivo Rakshasivo,"Urvasivo Rakshasivo  is a 2022 Indian Telugu-language romantic comedy film written and directed by Rakesh Sashii and produced by GA2 Pictures and Shri Tirumala Production.[1] A remake of the 2018 Tamil language film Pyaar Prema Kaadhal,[2] the film stars Allu Sirish, Anu Emmanuel, and Vennela Kishore.[3] The music was composed by Achu Rajamani and Anup Rubens, with cinematography handled by Tanveer Mir and editing by Karthika Srinivas, respectively.",Rakesh Sashii,Rakesh Sashii,"Tammareddy Bharadwaja, Dheeraj Mogilineni, Vijay M.","Allu Sirish, Anu Emmanuel, Vennela Kishore, Sunil",Tanveer Mir,Karthika Srinivas,4 November 2022,India,Telugu
2784,Utama,"An elderly Quechua-speaking couple lives in the Altiplano, the arid high plateau of the Andes, and the sick Virginio, knowing that he is about to die, spends his last days hiding this condition from his wife Sisa. A long life together has marked the life of the Quechua couple.",Alejandro Loayza Grisi,Alejandro Loayza Grisi,"Santiago Loayza Grisi, Marcos Loayza, Federico Moreira","Luisa Quispe, José Calcina, Santos Choque",Barbara Alvarez,Fernando Epstein,"January 22, 2022(Sundance)","Bolivia, Uruguay, France","Quechua, Spanish"
2785,Uunchai,"Uunchai (transl. Altitude) is a 2022 Indian Hindi-language adventure drama film directed by Sooraj Barjatya, written by Abhishek Dixit on the basis of an original story by Sunil Gandhi, and produced jointly by Rajshri Productions, Boundless Media and Mahaveer Jain Films.[2] The 60th film produced by Rajshri, stars an ensemble cast of Amitabh Bachchan, Anupam Kher, Boman Irani, Parineeti Chopra, Neena Gupta and Sarika with Danny Denzongpa and Nafisa Ali appear in cameos.[4][5]",Sooraj R. Barjatya,Abhishek Dixit,"Kamal Kumar Barjatya, Mahaveer Jain, Late Rajkumar Barjatya, Natasha Malpani Oswal, Ajit Kumar Barjatya","Amitabh Bachchan, Anupam Kher, Boman Irani, Parineeti Chopra, Neena Gupta, Sarika",Manoj Kumar Khatoi,Shweta Venkat Matthew,11 November 20221,India,Hindi
2786,V/H/S/99,"V/H/S/99 is a 2022 American found footage horror anthology film produced by Studio71 and Bloody Disgusting.[1] The sequel to V/H/S/94 (2021), it is the fifth installment in the V/H/S franchise. Set in 1999, the film features five found footage segments written and directed by Maggie Levin, Johannes Roberts, Flying Lotus, Tyler MacIntyre, and Vanessa and Joseph Winter.","Maggie Levin (""Shredding""), Johannes Roberts, (""Suicide Bid""), Flying Lotus, (""Ozzy's Dungeon""), Tyler MacIntyre (""The Gawkers""), Vanessa & Joseph Winter (""To Hell and Back"")","Maggie Levin (""Shredding""), Johannes Roberts (""Suicide Bid""), Zoe Cooper (""Ozzy's Dungeon""), Flying Lotus (""Ozzy's Dungeon""), Tyler MacIntyre (""The Gawkers""), Chris Lee Hill (""The Gawkers""), Vanessa & Joseph Winter (""To Hell and Back"")","Josh Goldbloom, Brad Miska, David Bruckner, Radio Silence, Chad Villella",,,,"September 16, 2022(TIFF)",United States,English
2787,Vaahlam Jaao Ne,"Vaahlam Jaao Ne(Gujarati: વ્હાલમ જાઓ ને) is a 2022 Gujarati Comedy Drama film directed by Hardik Gajjar and Written by Rahul Patel. It stars Pratik Gandhi, Deeksha Joshi, Sanjay Goradia, Ojas Rawal, Tiku Talsania and Jayesh More.[1]",Hardik Gajjar,Rahul Patel,"Jyoti Deshpande, Gajjar Parth, Hardik Gajjar","Pratik Gandhi, Deeksha Joshi, Sanjay Goradia, Tiku Talsania, Ojas Rawal, Jayesh More, Kinjal Pandya, Binda Rawal, Kavin Dave, Pratap Sachdev",Hrishikesh Gandhi,Kanu Prajapati,4 November 2022,India,Gujarati
2788,Vaaitha,"Vaaitha is a 2022 Indian Tamil-language drama film written and directed by Mahivarman C. S. The film features Mu Ramaswamy, Nassar and Pugazh Mahendran, and was released on 27 May 2022.[1]",Mahivarman C. S,Mahivarman C. S,K. Vinothkumar,"Mu Ramaswamy, Nassar, Pugazh Mahendran",R. J. Sethumurugavel Angharagan,Naresh Gunaseelan,27 May 2022,India,Tamil
2789,Vaashi,Vaashi is a 2022 Indian Malayalam-language courtroom drama film[2] written and directed by Vishnu G Raghav and produced by G. Suresh Kumar and co-produced by Menaka Suresh and Revathy Suresh. The film stars Tovino Thomas and Keerthy Suresh[3] in the lead roles. The music is composed by Kailas Menon[4] with cinematography by Neil D'Cunha and editing by Arju Benn. The film released theatrically on 17 June 2022.[5][6],Vishnu G Raghav,Vishnu G Raghav,G. Suresh Kumar,"Tovino Thomas, Keerthy Suresh",Neil D'Cunha,Arju Benn,17 June 2022,India,Malayalam
2790,Vadh,"Vadh (transl. Execution) is a 2022 Indian Hindi-language crime drama[1] film written and directed by Jaspal Singh Sandhu, Rajiv Barnwal and produced by Luv Films.[2][3] Vadh was  theatrically released on 9 December 2022.[4][5] It was featured at the 54th IFFI Indian panorama section.[6]","Jaspal Singh Sandhu, Rajiv Barnwal","Jaspal Singh Sandhu, Rajiv Barnwal","Luv Ranjan, Ankur Garg, Neeraj Ruhil, Nymphea Saraf Sandhu, Subhav Sharma","Sanjay Mishra, Neena Gupta, Manav Vij, Saurabh Sachdeva",Sapan Narula,Bharat S Rawat,9 December 2022,India,Hindi
2791,"Valentino, Be Your Own Hero or Villain","Gonzalo is a telenovela actor whose life is complicated by his demons turned into an alter ego named Valentino, making an appearance. The wedding of a famous producer, Valentino shows up to land the role of his career.[2][3]","Alfonso Pineda Ulloa, Alejandro Ricaño","Alfonso Pineda Ulloa, Juan Avila, Camila Soto, Tania Tinajero","Maria Ayub, Vianney Barragan, Tania Benítez, Bruce Boren, Ricardo Costianovsky, Tomás Darcyl, Fernanda Figueroa Flores, Karina Juarez, Mariana Oropeza Borja, Tanya Paleta, Inna Payán, Luis Salinas","David Chocarro, Dulce María",,,2022,Mexico,Spanish
2792,The Valet,"The Valet is a 2022 American romantic comedy film directed by Richard Wong and written by Bob Fisher and Rob Greenberg. It is a remake of the French film The Valet (2006) by Francis Veber. It stars Eugenio Derbez and Samara Weaving, with Max Greenfield, Betsy Brandt, Marisol Nichols, Amaury Nolasco, Carmen Salinas, Noemi Gonzalez, Armando Hernández, Carlos Santos, Ravi Patel, and John Pirruccello in supporting roles. The film is dedicated to Salinas, who died in 2021. The plot follows a parking valet (Derbez) who is hired to date an actress (Weaving) trying to cover up an affair. The film was released on Hulu on May 20, 2022. It received generally positive reviews from critics.",Richard Wong,,"Eugenio Derbez, Ben Odell","Eugenio Derbez, Samara Weaving",Mateo Londono,Sandra Montiel,"May 20, 2022",United States,English
2793,Valimai,"Valimai (transl. Strength)[7] is a 2022 Indian Tamil-language action thriller film written and directed by H. Vinoth. It is produced by Boney Kapoor under Bayview Projects LLP in association with Zee Studios, as co-producer and distributor. The film stars Ajith Kumar, Karthikeya, Huma Qureshi and Gurbani Judge. The film score is composed by Ghibran and the songs are composed by Yuvan Shankar Raja. The cinematography is performed by Nirav Shah and the editing handled by Vijay Velukutty. It revolves around Arjun, a police officer, who is assigned to track down a group of outlaw bikers following their involvement in heinous crimes.",H. Vinoth,H. Vinoth,Boney Kapoor,"Ajith Kumar, Karthikeya, Huma Qureshi, Gurbani Judge",Nirav Shah,Vijay Velukutty,24 February 2022,India,Tamil
2794,Vandits,"The film's cast also includes Francesco Antonio, Victoria Turko and Jesse Camacho as Sheldon's accomplices Veeny, Jessie and Guy, Enrico Colantoni as the bingo hall owner Ned, Jann Arden as Blanche the snack counter lady, and Robb Wells as Ramone, an employee of the bingo hall with anger management issues.[2]",Stuart Stone,"Stuart Stone, Adam Rodness",Adam Rodness,"Tony Nappo, Francesco Antonio, Victoria Turko, Jesse Camacho",Marc Forand,"Nathan Boone, Thom Smalley","November 4, 2022",Canada,English
2795,Varaal,"Varaal is a 2022 Indian Malayalam-language political drama film written by Anoop Menon and directed by Kannan Thamarakulam. The film stars an ensemble cast including Anoop Menon, Prakash Raj, Sunny Wayne, Madhuri Braganza, Priyanka Nair, Sai Kumar, Jayakrishnan, Suresh Krishna, Shankar Ramakrishnan, Hareesh Peradi, Gowri Nandha, Kollam Tulasi, Renji Panicker, Senthil Krishna, Nandu and Sohan Seenulal. It is produced by PA Sebastian under the banner of Time Ads Entertainment.",Kannan Thamarakulam,Anoop Menon,PA Sebastian,"Anoop Menon, Prakash Raj, Sunny Wayne, Madhuri Braganza, Priyanka Nair, Gowri Nandha, Renji Panicker, Shankar Ramakrishnan",Ravi K. Chandran,Ayoob Khan,14 October 2022,India,Malayalam
2796,Varalaru Mukkiyam,"Varalaru Mukkiyam (transl. History is important) is a 2022 Indian Tamil-language romantic comedy drama film written and directed by Santhosh Rajan in his directorial debut and produced by R. B. Choudary  through the company Super Good Films. The film stars  his son Jiiva, Kashmira Pardeshi and Pragya Nagra in lead roles. The film's music and score were composed by Shaan Rahman with cinematography handled by Sakthi Saravanan and editing done by N. B. Srikanth.[1]",Santhosh Rajan,Santhosh Rajan,R. B. Choudary,"Jiiva, Kashmira Pardeshi, Pragya Nagra",Sakthi Saravanan,N. B. Srikanth,9 December 2022,India,Tamil
2797,Varayan,"Varayan is a 2022 Indian Malayalam-language action drama film directed by Jijo Joseph.[1] The film was written by Danny, and it was produced by Premachandran A. G. It stars Siju Wilson and Leona Lishoy in lead roles. The film was released worldwide on 20 May 2022.[2][3][4][5]",Jijo Joseph,Danny Capuchin,Premachandran A. G.,"Siju Wilson, Leona Lishoy, Maniyanpilla Raju",Rajeesh Raman,Johnkutty,20 May 2022,India,Malayalam
2798,Vasil,"The plot follows the relation of friendship developed between Vasil (an intelligent and charismatic Bulgarian immigrant, as well as skilled player of bridge and chess) and Alfredo, a retired and widowed gruffy architect who welcomes the former into his house, amazement of Luisa (Alfredo's daughter as well as translator and bibliophile) notwithstanding.[1][2][3][4]",Avelina Prat,Avelina Prat,,"Ivan Barnev, Karra Elejalde, Alexandra Jiménez, Sue Flack, Susi Sánchez",Santiago Racaj,,October 2022(Warsaw),"Spain, Bulgaria",Spanish
2799,Vattam,"Vattam (transl. Circle) is a 2022 Indian Tamil-language action drama film[1] directed by Kamalakannan.[2] The film stars Sibi Sathyaraj, Andrea Jeremiah, Athulya Ravi and Shyam Prasad.[3] Principal photography of the film commenced in around July 2018.[4] The film was released on 29 July 2022 on Disney+ Hotstar.[citation needed]",Kamalakannan,Shrinivas Kaviinayam,"S. R. Prakashbabu, S. R. Prabhu","Sibi Sathyaraj, Andrea Jeremiah, Athulya Ravi",Mathesh Manickam,Ruben,29 July 2022,India,Tamil
2800,Vazhakku,"Vazhakku (transl. Quarrel) is a 2022 Indian Malayalam-language film directed and edited by Sanal Kumar Sasidharan starring Tovino Thomas, Kani Kusruti, Sudev Nair, and Azees Nedumangad. The film is about a lawyer named Siddharthan who is going through a divorce. He meets a woman named Sathi and her daughter, who are also going through marital problems. The two families are going through their difficult times.[1]",Sanal Kumar Sasidharan,Sanal Kumar Sasidharan,"Parrot Mount Pictures, Tovino Thomas Productions","Tovino Thomas, Kani Kusruti, Sudev Nair, Azees Nedumangad",Chandru Selvaraj,Sanal Kumar Sasidharan,29 July 2022,India,Malayalam
2801,Vazhiye,Vazhiye (transl. The Trail) is a 2022 Indian Malayalam-language found footage horror film written and directed by Nirmal Baby Varghese after Thariode.[3][4][5] This movie is an experimental movie made in found footage style and it is the first found footage movie in Malayalam.[3][6][7] Produced by Baby Chaithanya under the banner of Casablanca Film Factory.[8][9][10][11] The film marked the debut of Hollywood music director Evan Evans in Indian cinema.[4][12][13][14],Nirmal Baby Varghese,Nirmal Baby Varghese,Baby Chaithanya,,"Midhun Eravil, [, 1, ]",Nirmal Baby Varghese,11 June 2022,India,Malayalam
