,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
1735,Red River Road,"Red River Road is a 2020 American horror thriller film directed by Paul Schuyler, starring Schuyler, Jade Schuyler, Shaw Schuyler and Quinn Schuyler.",Paul Schuyler,Paul Schuyler,"Jady Schuyler, Paul Schuyler","Paul Schuyler, Jade Schuyler, Shaw Schuyler, Quinn Schuyler",Paul Schuyler,Paul Schuyler,1 October 2020,United States,English
1736,The Red Scroll,"Nina is an ordinary 13-year-old girl, full of personal conflicts. One day, after finding a mysterious red scroll, she is transported to the fantastical universe of Tellurian. In this mysterious world analogous to Earth, inhabited by several fantastic creatures, Nina has to overcome several challenges in search of a mysterious object to return home.",,,,,,,,,
1737,"Red, White and Blue","The film premiered at the 2020 New York Film Festival, which was held virtually, shown alongside two other films from Steve McQueen's Small Axe series, Mangrove and Lovers Rock.[2]",Steve McQueen,"Steve McQueen, Courttia Newland",,,,,24 September 2020(New York Film Festival),United Kingdom,English
1738,Redemption of a Rogue,Redemption of a Rogue is a 2020 Irish black comedy film directed and written by Philip Doherty.[1][2],Philip Doherty,Philip Doherty,"Emma Foley, Tamryn Reinecke","Aaron Monaghan, Aisling O'Mara, Kieran Roche, Liz Fitzgibbon, Kevin McGahern, Charlie Bonner, Pat McCabe, Shane Connaughton",Burschi Wojnar,Allyn Quigley,11 July 2020(Galway Film Fleadh),Ireland,English
1739,Redwood Massacre: Annihilation,The film was released to VOD and DVD on 20 October 2020.[2],David Ryan Keith,David Ryan Keith,"Stephen Durham, Eric Easley, HemDee Kiwanuka","Danielle Harris, Damien Puckler, Gary Kasper, Jon Campling, Tevy Poe, Benjamin Selway, Stephanie Lynn Styles",David Ryan Keith,David Ryan Keith,20 October 2020,United States,English
1740,Relic,"Relic is a 2020 psychological horror film directed by Natalie Erika James from a screenplay by James and Christian White. The film stars Emily Mortimer, Robyn Nevin, and Bella Heathcote.",Natalie Erika James,"Natalie Erika James, Christian White","Jake Gyllenhaal, Riva Marker, Anna McLeish, Sarah Shaw","Emily Mortimer, Robyn Nevin, Bella Heathcote",Charlie Sarroff,"Denise Haratzis, Sean Lahiff",25 January 2020(Sundance),"Australia, [, 2, ], United States, [, 2, ]",English
1741,The Renovation,"The film is a Finnish remake of the 2018 Norwegian film Norske byggeklosser,[2] which in turn is a remake of the 1972 film of the same name.[3] Director Taneli Mustonen says he got the idea for the film while presenting his Bodom film at the South by Southwest Film Festival in Austin, Texas, where he met Norwegians who were excited about the Norske Byggeklosser they produced. He later reached an agreement to direct the Finnish version. The house to be renovated in the film is located in Viljandi, Estonia.[4] In addition to Estonia, the film was shot in Vihti, Finland.[2]",Taneli Mustonen,"Taneli Mustonen, Aleksi Hyvärinen","Aleksi Hyvärinen, Jukka Helle, Markus Selin","Sami Hedberg, Kiti Kokkonen",Anssi Leino,Aleksi Raij,19 February 2020,Finland,Finnish
1742,Rent-A-Pal,"Rent-A-Pal is a 2020 American thriller film[3] written and directed by Jon Stevenson and stars Wil Wheaton, Brian Landis Folkins, Kathleen Brady, Amy Rutledge, and Adrian Egolf. The film follows a bachelor who buys a strange VHS tape featuring a charismatic man whom he interacts.[4]",Jon Stevenson,Jon Stevenson,"Jon Stevenson, Jimmy Weber, Annie Elizabeth Baker, Robert B. Martin Jr., Brandon Fryman, Brian Landis Folkins","Wil Wheaton, Brian Landis Folkins, Kathleen Brady, Amy Rutledge, Adrian Egolf",Scott Park,Jon Stevenson,"September 11, 2020",United States,English
1743,The Rental,"The Rental is a 2020 American horror film co-written, produced and directed by Dave Franco, in his feature directorial debut. Franco co-wrote the screenplay with Joe Swanberg from a story by Franco, Swanberg, and Mike Demski. It stars Dan Stevens, Alison Brie, Sheila Vand, Jeremy Allen White, and Toby Huss, and follows two couples who begin to suspect they are being watched in the house they rented.",Dave Franco,,"Dave Franco, Elizabeth Haggard, Teddy Schwarzman, Ben Stillman, Joe Swanberg, Christopher Storer","Dan Stevens, Alison Brie, Sheila Vand, Jeremy Allen White, Toby Huss",Christian Sprenger,Kyle Reiter,"June 18, 2020(Vineland Drive-In)",United States,English
1744,The Rescue,"The Rescue (Chinese: 紧急救援) is a 2020 Chinese action film directed by Dante Lam.[4] The film follows the personal and professional lives of members from the China Rescue & Salvage, which is under the Chinese Ministry of Transport.  The film stars Eddie Peng, Wang Yanlin, Xin Zhilei, Lan Yingying, Wang Yutian, and Xu Yang. The film was initially scheduled to be released in China on 25 January 2020, but was delayed due to COVID-19 pandemic.[5] The Rescue is the third film in a series of films directed by Dante Lam that pays tribute to Chinese public personnel, including 2016's Operation Mekong (the police) and 2018's Operation Red Sea (the navy).  The film has received financial and production backing and assistance from the Chinese Ministry of Transport.[6]",Dante Lam,"Maria Wong, Tan Yuli, Yaqing Zhi",Candy Leung,"Eddie Peng, Wang Yanlin, Xin Zhilei, Lan Yingying, Wang Yutian, Xu Yang",Peter Pau,Chi-Hung Choi,18 December 2020,China,Mandarin
1745,Residue,"The film premiered at the 77th edition of the Venice Film Festival, in the Giornate degli Autori sidebar.[3][4] Gerima was awarded the John Cassavetes Award at the 36th Independent Spirit Awards.[5]",Merawi Gerima,,Merawi Gerima,,Mark Jeevaratnam,Merawi Gerima,2020,United States,English
1746,Resistance,"Resistance is a 2020 biographical drama film written and directed by Jonathan Jakubowicz, inspired by the life of Marcel Marceau. It stars Jesse Eisenberg as Marceau, with Clémence Poésy, Matthias Schweighöfer, Alicia von Rittberg, Félix Moati, Géza Röhrig, Karl Markovics, Vica Kerekes, Bella Ramsey, Ed Harris and Édgar Ramírez.",Jonathan Jakubowicz,,"Claudine Jakubowicz, Dan Maag, Thorsten Schumacher, Carlos García de Paredes, Patrick Zorer, Jonathan Jakubowicz","Jesse Eisenberg, Clémence Poésy, Matthias Schweighöfer, Félix Moati, Géza Röhrig, Karl Markovics, Vica Kerekes, Bella Ramsey, Ed Harris, Édgar Ramírez, Alicia von Rittberg",M.I. Littin-Menz,Alexander Berner,"March 8, 2020(Miami Film Festival)","United States, United Kingdom, Germany",English
1747,The Restoration,"The real estate boom is making a lot of people rich. But Tato, a charismatic and immature fifty-year-old, has lost everything. He has returned to live with his eccentric mother, Rosa, who humiliates him every chance she gets in the hope of keeping him inside her decrepit mansion. Desperate for financial independence, Tato sells the house without his mother's consent. To make her believe that she still lives inside her old room, Tato places her in a vaguely similar space, covered with plastic curtains to create the illusion that the house is being restored for its historical value. How long and at what price will Tato be able to maintain this impossible farce?[3]",Alonso Llosa,Alonso Llosa,"Sherman A. Brown, J.Y. Chun, Carolina Denegri, David Figueroa García, Olga Goister, Gill Holland, Mauro Mueller, Gustavo Rosa","Paul Vega, Attilia Boschetti, Delfina Paredes, Pietro Sibille, Muki Sabogal",Sean Webley,,January 2020(SBIFF),Peru,Spanish
1748,The Retreat,"The Retreat is a 2020 American horror film written and directed by Bruce Wemple.[1] Set in the Adirondack High Peaks of upstate New York, the film stars Grant Schumacher as Gus, a man who, during a winter backpacking trip with his friend Adam (Dylan Grunn), finds himself tormented by a wendigo.[1][2][3]",Bruce Wemple,Bruce Wemple,,"Grant Schumacher, Dylan Grunn, Chris Cimperman",,,"November 10, 2020",United States,English
1749,Reunion,"Reunion is a 2020 New Zealand horror film written and directed by Jake Mahaffy and stars Julia Ormond, Emma Draper, John Bach, Cohen Holloway and Nancy Brunning.[2]",Jake Mahaffy,Jake Mahaffy,"Georgina Conder, Ainsley Gardiner, Nadia Maxwell, Mike S. Ryan","Julia Ormond, Emma Draper, John Bach, Cohen Holloway, Nancy Brunning",Adam Luxton,Jonathan Woodford-Robinson,October 2020(Nighstream),New Zealand,English
1750,Revue Starlight: Rondo Rondo Rondo,"Revue Starlight (少女☆歌劇 レヴュースタァライト, Shōjo Kageki Revyū Sutāraito; lit. Girls' Musical Revue Starlight) is a Japanese media franchise created in 2017 by Bushiroad, Nelke Planning and Kinema Citrus. It primarily consists of a series of musicals, debuting between 22 and 24 September 2017 at the AiiA 2.5 Theater Tokyo;[2] a 12-episode anime television series directed by Tomohiro Furukawa which aired between July and September 2018; and two animated films, released on 7 August 2020, and 4 June 2021, which abridged and continued the story of the anime. It has received three manga adaptations, all of which began serialization in January 2018.[3] A smartphone game titled Shōjo Kageki Revue Starlight: Re LIVE, developed by Ateam, launched in October 2018.[4] Six years after the game's launch, the game ended service for all servers in September 2024.[5] A visual novel game titled Shōjo☆Kageki Revue Starlight Stage Musical Impression Drama: Distant El Dorado was launched on 8 August 2024 for the Nintendo Switch and PC via Steam. The visual novel is a sequel to the franchise's second animated film, Revue Starlight: The Movie.[6] A new anime sequel has been announced.",,,,,,,,,
1751,The Rhythm Section,"The Rhythm Section is a 2020 action thriller film directed by Reed Morano, with a screenplay by Mark Burnell based on his novel of the same name.[3] Starring Blake Lively, Jude Law and Sterling K. Brown, it follows a grieving woman who seeks revenge after discovering that the plane crash that killed her family was a terrorist attack.",Reed Morano,,"Barbara Broccoli, Michael G. Wilson","Blake Lively, Jude Law, Sterling K. Brown",Sean Bobbitt,Joan Sobel,"January 31, 2020(United States)","United Kingdom, United States",English
1752,Rich in Love,"Rich in Love (Portuguese: Ricos de Amor) is a 2020 Brazilian romantic comedy film directed by Bruno Garotti and Anita Barbosa, written by Bruno Garotti and Sylvio Gonçalves and starring Danilo Mesquita, Giovanna Lancellotti and Fernanda Paes Leme.[1][2]","Bruno Garotti, Anita Barbosa","Bruno Garotti, Sylvio Gonçalves",,"Danilo Mesquita, Giovanna Lancellotti, Fernanda Paes Leme",,,30 April 2020,Brazil,Portuguese
1753,Ricky Rapper and the Wrong Vincent,The film had relatively positive reviews.[3][4][5][6][7],Maria Sid,"Sinikka Nopola, Tiina Nopola, Josefina Rautiainen","Risto Salomaa, Jukka Helle, Markus Selin, Sinikka Nopola, Tiina Nopola","Silmu Ståhlberg, Lumi Kallio, Jenni Kokander, Ylermi Rajamaa, Minka Kuustonen",Robert Nordström,Joona Louhivuori,"October 9, 2020",Finland,Finnish
1754,Riders of Justice,"Mathilde loses her mother in a train collision and her father, Markus, a soldier serving in Afghanistan, comes home to look after his young daughter. Mathilde and Markus find it difficult to come to terms with the tragedy, causing strain in their relationship, with Markus rejecting counselling. Markus is approached by a man named Otto (who was on the same train with Markus's wife) who informs him that the collision wasn't accidental, but rather a murder to eliminate a key witness about to give evidence against the leader of the ""Riders of Justice"" motorbike-criminal gang.",Anders Thomas Jensen,Anders Thomas Jensen,"Sidsel Hybschmann, Sisse Graum Jørgensen","Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann, Nicolas Bro",Kasper Tuxen,"Anders Albjerg Kristiansen, Nicolaj Monberg","November 19, 2020",Denmark,"Danish, Estonian"
1755,Riding with Sugar,"Riding with Sugar is a South African drama film directed, written and produced by Sunu Gonera. The film stars Charles Mnene, Hakeem Kae-Kazim, Simona Brown, Hlayani Junior Mabasa, Paballo Koza and Neo Munhenga.[1]",Sunu Gonera,Sunu Gonera,"Sunu Gonera, Helena Spring, Anna Walton","Charles Mnene, Hakeem Kae-Kazim, Simona Brown, Hlayani Junior Mabasa, Paballo Koza, Neo Munhenga, Shelley Nicole, Brendon Daniels",Rory O’Grady,Gordon Midgley,27 November 2020,South Africa,English
1756,Rifkin's Festival,"Rifkin's Festival is a 2020 comedy film written and directed by Woody Allen. Starring Wallace Shawn, Elena Anaya, Louis Garrel, Gina Gershon, Sergi López and Christoph Waltz, it follows a couple who fall in love while in town attending the San Sebastián International Film Festival.[3]",Woody Allen,Woody Allen,"Letty Aronson, Erika Aronson, Jaume Roures","Elena Anaya, Louis Garrel, Gina Gershon, Sergi López, Wallace Shawn, Christoph Waltz",Vittorio Storaro,Alisa Lepselter,"September 18, 2020(Zinemaldia)","Spain, United States, Italy",English
1757,Rise of the Saints,"Rise of the Saints is a 2020 Nigerian action fantasy film directed by Samuel O. Olateru and produced by Bolanle Olasunde.[1][2] The film, which tells the story of the Yoruba legend Queen Moremi Ajasoro, stars Deyemi Okanlawon and Rachel Oniga in the lead roles, while Tina Mba, Peter Fatomilola, and Teleola Kuponiyi play supporting roles.[3][4][5][6]",Samuel O. Olateru,Tamara Aihie,Bolanle Olasunde,"Deyemi Okanlawon, Rachel Oniga, Tina Mba, Peter Fatomilola",,,9 October 2020,Nigeria,English
1758,Rising High,"It was released on April 17, 2020, by Netflix.",Cüneyt Kaya,Cüneyt Kaya,,"David Kross, Frederick Lau, Janina Uhse",,,"April 17, 2020",Germany,German
1759,Rising Phoenix,"The documentary film tells the backstories of several Paralympic athletes. The film's title was inspired by Bebe Vio, who was nicknamed ""Rising Phoenix"" when she was young. Vio tells of how she loved fencing as a child, and had her arms and legs amputated after contracting meningitis at 11 years old. Jonnie Peacock similarly lost a leg to meningitis as a child. Other Paralympians featured include Jean-Baptiste Alaize, Matt Stutzman, Ntando Mahlangu, Tatyana McFadden, Cui Zhe, Ryley Batt, and Ellie Cole.[2]","Ian Bonhôte, Peter Ettedgui",,"John Battsek, Greg Nugent","Jean-Baptiste Alaize, Ryley Batt, Ellie Cole, Philip Craven, Xavier Gonzalez, Eva Loeffler, Ntando Mahlangu, Tatyana McFadden, Andrew Parsons, Jonnie Peacock, Matt Stutzman, Prince Harry, Bebe Vio, Cui Zhe",,,"August 26, 2020(Netflix)",United Kingdom,English
1760,River Bank,River Bank (French: Un monde ailleurs) is a 2020 French-American thriller drama film directed by Étienne Faure.[1],Étienne Faure,Étienne Faure,"Stéphane Gizard, Étienne Faure","Paul Bartel, Émile Berling, Alain-Fabien Delon",Thomas Migevant,"Étienne Faure, Alexis Mallard",7 October 2020,"France, United States",French
1761,River Tales,"River Tales (Spanish: Cuentos del río) is a 2020 Luxembourgish documentary film directed by Julie Schroell. It was selected as the Luxembourgish entry for the Best International Feature Film at the 93rd Academy Awards, but it was not nominated.[1][2]",Julie Schroell,Julie Schroell,,,Frank Pineda,Damian Plandolit,5 March 2020,Luxembourg,Spanish
1762,Road to Roma,"Road to Roma was released on February 11, 2020.[3]","Andres Clariond, Gabriel Nuncio",Pedro G. García,,Alfonso Cuarón,,,"February 11, 2020",Mexico,"Spanish, Mixtec"
1763,The Roads Not Taken,"The Roads Not Taken is a 2020 drama film written and directed by Sally Potter. The film stars Javier Bardem, Elle Fanning, Salma Hayek and Laura Linney.",Sally Potter,Sally Potter,Christopher Sheppard,"Javier Bardem, Elle Fanning, Laura Linney, Salma Hayek","Robbie Ryan, [, 1, ]","Sally Potter, Jason Rayton, Emilie Orsini",26 February 2020(Berlin),"United States, United Kingdom, Sweden",English
1764,Roald & Beatrix: The Tail of the Curious Mouse,"Roald & Beatrix: The Tail of the Curious Mouse is a Sky original made-for-television drama film[3][4][5] inspired by the true story of a six-year-old Roald Dahl meeting his idol Beatrix Potter. It was written by Abigail Wilson and directed by David Kerr and stars Dawn French as Potter, Rob Brydon as William Heelis and Jessica Hynes as Sofie Dahl.",,,,,,,,,
1765,Robin's Wish,"Robin's Wish is a 2020 American documentary film directed by Tylor Norwood.[1] The film offers a look into the life and final days of Robin Williams, and how his struggles with diffuse Lewy body disease impacted his acting career and contributed to his death by suicide.[2] The film was produced by Ben Sinclair, executive produced by physician and journalist, Shoshana R. Ungerleider and released digitally and on-demand on September 1, 2020.[3]",Tylor Norwood,,"Ben Sinclair, Tylor Norwood, Shoshana R. Ungerleider",,Tylor Norwood,Scott Fitzloff,"September 1, 2020",United States,English
1766,Roe v. Wade,"Roe v. Wade is a 2020 American political legal drama film[3] produced, written and directed by Nick Loeb and Cathy Allyn. It serves as a dramatization of the 1973 landmark decision of the same name, rendered by the U.S. Supreme Court on the issue of the constitutionality of laws that criminalized or restricted access to abortions.","Nick Loeb, Cathy Allyn","Nick Loeb, Cathy Allyn","Nick Loeb, Cathy Allyn","Nick Loeb, Stacey Dash, Jamie Kennedy, Joey Lawrence, Greer Grammer, Justine Wachsberger",Alan McIntyre Smith,Jeffrey Canavan,October 2020(Vienna),United States,English
1767,Rogue,"Rogue is a 2020 American action thriller film directed by M. J. Bassett, who wrote the screenplay with her daughter Isabella, and starring Megan Fox and Philip Winchester. It tells the story of a mercenary on a rescue mission whose team gets trapped in Africa and must fight to survive against both the local insurgents and a bloodthirsty lioness. The film was released on August 28, 2020.",M. J. Bassett,"M. J. Bassett, Isabel Bassett","Kyle Ambrose, Delon Bakker, M. J. Bassett, Molly Hassell","Megan Fox, Philip Winchester",Brendan Barnes,"Andrew MacRitchie, David Wigram","August 28, 2020",United States,English
1768,Rogue City,"When a heavily armed Marseille anti-gang squad led by Richard Vronski escorts gang patriarch Paul Maranzano between prisons, he asks to  visit his wife in the hospital, who has terminal cancer. At her request, Maranzano suffocates her with a pillow to end her suffering. He thanks Vronski for his help.",Olivier Marchal,Olivier Marchal,"Adrian Politowski, Sidonie Dumas","Lannick Gautry, Stanislas Merhar, Kaaris, David Belle",,,"October 30, 2020",France,"French, [, a, ]"
1769,Romance on the Menu,Romance on the Menu is a 2020 Australian romantic comedy film and the directorial debut of Rosie Lourde.[1] It stars Tim Ross and Cindy Busby and was produced by The Steve Jaggi Company.[2][3],Rosie Lourde,"Alison Spuck McNeeley, Casie Tabanou, Joey Vieira","Steve Jaggi, Spencer McLaren","Cindy Busby, Tim Ross, Naomi Sequeira",Jason Hargreaves,"Charlotte Cutting, Adrian Powers",24 September 2020,Australia,English
1770,Romantic Guide to Lost Places,"Romantic Guide to Lost Places (Italian: Guida romantica a posti perduti) is a 2020 Italian-American drama film, co-written and directed by Giorgia Farina.",Giorgia Farina,"Giorgia Farina, Carlo Salsa, Heidrun Schleef","Anastasia Michelagnoli, Rita Rognoni","Clive Owen, Jasmine Trinca, Irène Jacob, Andrea Carpenzano",Timo Salminen,Paola Freddi,"September 8, 2020(Venice)","Italy, United States",Italian
1771,Romulo & Julita,"The classic impossible love story of Romeo and Juliet, in the middle of a war between two motorcycle taxi companies in the picturesque town of Berona.[5]",Daniel Martín Rodríguez,"Gonzalo Rodríguez Risco, Pablo Carrillo","Kike GarcÍa, Daniel Martín Rodríguez","Mónica Sánchez, Miguel Iza Deza, Pietro Sibille, Mayella Lloclla",César Fe,"José Luis Membrillo, Sandro Ventura","February 27, 2020",Peru,Spanish
1772,Rookada Panchi,"The official trailer was released on 20 February 2020.[11] The premiere was held on the 23 September 2020 at the Savoy Primiere Cinema.[12] Initially planned to be released on 17 September,[13] it was delayed and was officially released on 24 September 2020.[14][15] On 8 September 2020, the songs of the film composed by Rohana Weerasinghe was released at 4 pm at the Savoy Premier Hall, Wellawatte.[16]","Kalpana Ariyawansa, Vindana Ariyawansa, [, 1, ]","Kalpana Ariyawansa, Vindana Ariyawansa",East West Entertainment,"Kushenya Fonseka, Jackson Anthony, Dilhani Ekanayake, Dhananjaya Siriwardena",Jaan Shenberger,Kalpana Ariyawansa,24 September 2020,Sri Lanka,Sinhala
1773,Rooting for Roona,"Rooting for Roona is a 2020 Indian documentary short film created, and directed by Pavitra Challam and Akshay Shankar.[1] The film is based on the story of a girl named Roona Begum born with hydrocephalus.[2] The film is produced by Curley Street and was released on Netflix on 15 October 2020.[3]","Pavitra Chalam, Akshay Shankar",,,,Sujit Anand,Jyolsna Panicker,15 October 2020,India,"Bengali, English"
1774,Rosa's Wedding,The film was nominated for eight Goya Awards and nine Feroz Awards.[3][4],Icíar Bollaín,"Icíar Bollaín, Alicia Luna","Lina Badenes, Fernanda Del Nido, Cristina Zumárraga","Candela Peña, Sergi López, Nathalie Poza, Ramón Barea, Paula Usero","Sergi Gallardo, Beatriz Sastre",Nacho Ruiz Capillas,21 August 2020(Málaga),Spain,Spanish
1775,The Rose Family,"The film was criticized by Lise Ravary of the Montreal Gazette for purportedly romanticizing the FLQ;[3] although Félix Rose denied this, and stated that ""the idea was not to minimize what they did, on the contrary, it was to put it in context, to allow us to understand what led to it.""[4]",Félix Rose,,"Marco Frascarelli, Colette Loumède",,Eric Piccoli,Michel Giroux,"August 14, 2020",Canada,French
1776,Rose Island,It was released on Netflix on 9 December 2020.,Sydney Sibilia,"Sydney Sibilia, Francesca Manieri",Matteo Rovere,"Elio Germano, Matilda De Angelis, Leonardo Lidi, Fabrizio Bentivoglio, Luca Zingaretti, François Cluzet",Valerio Azzali,Gianni Vezzosi,9 December 2020,Italy,Italian
1777,The Rose Maker,"The Rose Maker (French: La fine fleur) is a 2020 French comedy film, directed by Pierre Pinaud [fr].[3] The film stars Catherine Frot as Ève Vernet, a formerly successful rose grower on the verge of bankruptcy, who hires three workers with no horticultural skills and must train them to help save her business.[4]","Pierre Pinaud, [, fr, ]","Fadette Drouard, Philippe Le Guay, Pierre Pinaud","Stéphanie Carreras, Philippe Pujo",Catherine Frot,"Guillaume Deffontaines, [, fr, ;, de, ]","Valérie Deseine, Loïc Lallemand",29 August 2020(Angoulême),France,French
1778,Rose Stone Star,"In February 2019, it was announced documentary filmmaker Marcello Sannino will direct his first feature and production will take around five weeks in Portici and Naples. Parallelo 41, Bronx Film and PFA Films will produce in collaboration with Rai Cinema. The film received a contribution from the Region of Campania and is supported by the Regione Campania Film Commission in collaboration with the Municipality of Portici.[4][5]",Marcello Sannino,"Marcello Sannino, Giorgio Caruso, Guido Lombardi, Massimiliano Virgilio",,"Ivana Lotito, Ludovica Nasti, Fabrizio Rongione, Imma Piro",Alessandro Abate,Giogiò Franchini,January 2020(IFFR),Italy,Italian
1779,Route to Paradise,"Route to Paradise is a 2020 British short documentary film written, produced and directed by Thomas Gardner.[1] The film follows a team of archaeologists from Staffordshire University as they attempt to uncover the former Calgarth Estate near Windermere, the site where 300 Jewish children were relocated to after being liberated from Nazi Germany's concentration camps during the Holocaust.[2]",Thomas Gardner,Thomas Gardner,"Trevor Avery, Thomas Gardner",,"Thomas Gardner, Dylan Kirby-Smith",,17 May 2020,United Kingdom,"English, German"
1780,Royalty Free: The Music of Kevin MacLeod,"Royalty Free: The Music of Kevin MacLeod is a 2020 American documentary film about the composer Kevin MacLeod. The film documents the life of Kevin MacLeod and how he became one of the most-heard composers in the world, with his work ending up in millions of videos and thousands of films. The film deals with the digital audio revolution and the question of its relationship to technological unemployment.[1][2][3]",Ryan Camarda,,"Ryan Camarda, Ari M. Greenberg","Kevin MacLeod, Hank Green, Derek Muller, Thomas Ridgewell, Steven Williams, Jack Vale",,,"October 17, 2020(Julien Dubuque International Film Festival)",United States,English
1781,"Rumba Rules, New Genealogies","The film premiered in November 2020 at the International Documentary Film Festival Amsterdam,[3] and had its Canadian premiere in September 2021.[4]","Sammy Baloji, David Nadeau-Bernatchez",Sammy Baloji,Rosa Spaliviero,,Kiripi Katembo Siku,David Nadeau-Bernatchez,"November 24, 2020(IDFA)","Canada, Belgium, Democratic Republic of the Congo",Lingala
1782,Searching,"Run (referred to on-screen as Run.) is a 2020 American psychological horror thriller film directed by Aneesh Chaganty, and written by Chaganty and Sev Ohanian. The film stars Kiera Allen as disabled teenager Chloe Sherman, who begins to suspect that her mother, Diane (Sarah Paulson), has been keeping a dark secret about her upbringing. The film has connections to other films by Chaganty and Ohanian and is the second installment in the filmmaking duo's Searching film series.",Aneesh Chaganty,"Aneesh Chaganty, Sev Ohanian","Natalie Qasabian, Sev Ohanian","Sarah Paulson, Kiera Allen",Hillary Spera,"Nick Johnson, Will Merrick","October 8, 2020(Nightstream)1",United States,English
1783,Run,"Run is a 2020 Indian Telugu-language psychological thriller film directed by Lakshmikanth Chenna, starring Navdeep and Pujita Ponnada. Produced by Y. Rajeev Reddy and Sai Baba Jagarlamudi under First Frame Entertainments banner, the film was released on Aha on 29 May 2020.[1] The film is reported to be the first Telugu direct-to-OTT release film and is one of the most streamed films on Aha.[2]",Lakshmikanth Chenna,Sahana Dutta,"Yeduguru Rajeev Reddy, Saibabu Jagarlamudi","Navdeep, Pujita Ponnada",Sajeesh Rajendran,Ramakrishna Arram,29 May 2020,India,Telugu
1784,Run Hide Fight,"Run Hide Fight is a 2020 American action thriller film written and directed by Kyle Rankin. The film stars Isabel May, Radha Mitchell, Thomas Jane, Eli Brown, Olly Sholotan, Britton Sear, Cyrus Arnold, Catherine Davis, Treat Williams, and Barbara Crampton. It follows a teen girl who goes to save a group of hostages at her high school from a quartet of school shooters. The film's title derives from the ""Run. Hide. Fight."" procedure one can use during the event of an active shooter.[3][4]",Kyle Rankin,Kyle Rankin,"Amanda Presmyk, Dallas Sonnier","Isabel May, Radha Mitchell, Thomas Jane, Eli Brown, Olly Sholotan, Britton Sear, Cyrus Arnold, Catherine Davis, Treat Williams, Barbara Crampton",Darin Moran,Matthew Lorentz,"September 10, 2020(Venice)",United States,English
1785,Run Sweetheart Run,"Run Sweetheart Run is a 2020 American supernatural horror film directed by Shana Feste from a screenplay by Feste, Keith Josef Adkins and Kellee Terrell. The film stars Ella Balinska, Pilou Asbæk, Dayo Okeniyi, Betsy Brandt, Ava Grey, Lamar Johnson, Jess Gabor, Clark Gregg, and Shohreh Aghdashloo. Shot as a single-take film, it follows Cherie (Balinska), a single mother who is set up on a blind date by her boss with a wealthy client, Ethan (Asbæk). After an initially charming dinner, Ethan reveals himself to be a supernatural, bloodthirsty monster who hunts her through Los Angeles in a relentless, night-long game of survival.",Shana Feste,"Shana Feste, Keith Josef Adkins, Kellee Terrell, [, 1, ]","Jason Blum, Effie T. Brown, Shana Feste, Brian Kavanaugh-Jones","Ella Balinska, Pilou Asbæk, Dayo Okeniyi, Betsy Brandt, Ava Grey, Lamar Johnson, Jess Gabor, Clark Gregg, Shohreh Aghdashloo",Bartosz Nalazek,Dominic LaPerriere,"January 27, 2020(Sundance)",United States,English
1786,Run Uje Run,"Run Uje Run (Swedish: Spring Uje spring) is a 2020 Swedish comedy-drama film directed by Henrik Schyffert and written by and starring Uje Brandelius [sv]. It won three Guldbagge Awards, including Best Film. The story follows a pop star with Parkinson's disease.",Henrik Schyffert,"Uje Brandelius, [, sv, ]","Anna-Klara Carlsten, Tomas Michaelsson",Uje Brandelius,Frida Wendel,Adi Omanovic,26 January 2020(Göteborg Film Festival),Sweden,Swedish
1787,Runt,"Runt is a 2020 American drama thriller film directed by William Coakley from a screenplay by Coakley, Armand Constantine, and Christian van Gregg.[3] It stars Cameron Boyce in his final film role, alongside Nicole Elizabeth Berger, Aramis Knight, Jason Patric, Cyrus Arnold, Tichina Arnold, Brianna Hildebrand and Aydin Etehadi.",William Coakley,"William Coakley, Armand Constantine, Christian van Gregg","Carl Rumbaugh, Gregory Thomas","Cameron Boyce, Nicole Elizabeth Berger, Aramis Knight, Jason Patric, Cyrus Arnold, Carson Boatman, Javier Bolanos, Tichina Arnold, Brianna Hildebrand",John T. Connor,Richard Byard,"February 29, 2020(Mammoth Film Festival)12",United States,English
1788,Rupsha Nodir Banke,"Rupsha Nodir Banke (lit. 'Quiet Flows The River Rupsha') is a 2020 Bangladeshi biographical full-length film. This Bangladesh government-funded film is written and directed by Ekushey Padak-winning[2] filmmaker Tanvir Mokammel.[3] The main thrust of the film is the involvement of events in the historical life of a supporter of left-wing politics at different ages. In the political biography of the main character of the film called Manabratan Mukhopadhyay, various historical events that happened in Bangladesh from 1930 to 1971 are presented. Khairul Alam Sabuj, Tawsif Saadman Turjo and Zahid Hasan Sobhan have acted according to the age of Manabratan Mukhopadhyay.",Tanvir Mokammel,Tanvir Mokammel,Sazzad Khan,"Jahid Hasan Shovon, Khairul Alam Sabuj, Tawsif Saadman Turjo, Ramendu Majumdar, Naziba Bashar, Chitralekha Guho, Jhuna Chowdhury, Afzal Kabir, Razib Salehin",Mahfuzur Rahman Khan,Mahadev Shi,11 December 2020(Bangladesh),Bangladesh,Bengali
