,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
3118,Three Wise Men,"Three Wise Men is a 2016 Nigerian comedy drama film, produced and directed by Opa Williams and Pat Ogbere Imobhio respectively.[1] The film premiered to a select audience on December 4, 2016 with several notable film practitioners in attendance.[2] The film tells a story of the social adventures of three elderly men, who seek to have fun after getting their pension from the government.",Pat Ogbere Imobhio,,Opa Williams,"Richard Mofe Damijo, Victor Olaotan, Zack Orji",,,"December 4, 2016",Nigeria,
3119,Throne of Elves,"Several years after the events of the previous film, Liya's older brother, Alyan is set to marry Liya's friend and queen of the Elves, Mayre. With Mayre's reluctant permission, Liya also invites her human boyfriend, Little Fish, who has been apprenticing under Berlin the blacksmith, to the wedding. However, Mayre's sister Meyla who was long lost to evil, plots to gain power over all Elves by seizing her dark gem's counterpart and power source for the Elves, the Gem of Life, and summons the Elven ghosts from the ancient battleground to act as her army. Sensing the surge of darkness released by Meyla, Mayre entrusts the Gem of Life to Liya, but warns her not to show it to Fish because it must remain uncorrupted by desire and greed, which humans are particularly prone to.",Song Yuefeng,,,,,,"August 19, 2016",China,"Mandarin, English, [, 2, ], German"
3120,Through the Dark,"Through the Dark is experienced within a web browser and uses standard web technologies such as WebGL and Web Audio API.[1] When viewed on a mobile device, the film's virtual camera is mapped to the device's accelerometer.[9] The camera angle within the film is changed when the device is rotated or tilted, allowing the viewer to move between two worlds of light and dark. When viewed on a computer, the movement of the camera is controlled by scrolling.[4]","Mike Daly, [, 2, ]","Mike Daly, Michael Armstrong, [, 1, ], [, 3, ]","Kim Wildenburg, Garett Mayow, [, 4, ]",,,,11 November 20161,Australia,
3121,Thunder Road,"Police officer Arnaud eulogizes his mother at her funeral by singing and dancing to the Bruce Springsteen song ""Thunder Road"".",Jim Cummings,Jim Cummings,Mark Vashro,"Jim Cummings, Kitty Barshay, William Daubert",Drew Daniels,"Sound:, ornana","January 21, 2016(Sundance Film Festival)",United States,English
3122,The Ticket,"The Ticket is a 2016 American drama film directed by Ido Fluk and written by Ido Fluk and Sharon Mashihi. The film stars Malin Åkerman, Dan Stevens, Kerry Bishé, Oliver Platt, Liza J. Bennett, and Skylar Gaertner.",Ido Fluk,,"Claude Dal Farra, Lawrence Inglee, Matthew J. Malek, Oren Moverman, William L. Walton","Malin Åkerman, Dan Stevens, Kerry Bishé, Oliver Platt, Liza J. Bennett, Skylar Gaertner",Zack Galler,Phillip Kimsey,"April 16, 2016(Tribeca Film Festival)",United States,English
3123,Tickled,"Tickled is a 2016 New Zealand documentary about ""competitive endurance tickling"" and videos featuring it, and the practices of those producing the videos. It is directed by David Farrier and Dylan Reeve.","David Farrier, Dylan Reeve",,Carthew Neal,,Dominic Fryer,Simon Coldrick,27 May 2016,New Zealand,English
3124,The Tiger Hunter,"The Tiger Hunter is a 2016 American comedy film directed by Lena Khan, written by Khan and Sameer Gardezi, and starring Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Iqbal Theba, Samuel Page, Parvesh Cheena, Michael McMillian, and Kevin Pollak. The film had its world premiere at the Los Angeles Asian Pacific Film Festival on April 21, 2016 and opened in fall of 2018 in theaters across the United States.[1]",Lena Khan,"Lena Khan, Sameer Gardezi","Nazia Khan, Lena Khan, Megha Kadakia","Danny Pudi, Jon Heder, Rizwan Manji, Karen David, Iqbal Theba, Sam Page, Parvesh Cheena, Michael McMillian, Kevin Pollak",Patrice Cochet,"Dan Bush, Jon Berry","April 21, 2016(LAAPFF)",United States,English
3125,Tiger Raid,"Two Irish soldiers of fortune, Joe and Paddy, are working for a private security crew in the Middle East, whose boss is a man called Dave. Their next mission is to kidnap Shadha, the daughter of a powerful man. During this mission more and more about Joe's and Paddy's past is revealed. The men trust each other less and less. The situation becomes even more complicated when Paddy realizes that Shadha is his former big love. Now he not only needs to finish his mission, but has to protect Shadha from his partner, who tries to rape and kill the girl.",Simon Dixon,"Simon Dixon,, Mick Donnellan, ,, Gareth Coulam Evans",Gareth Coulam Evans,"Brian Gleeson, Damien Molony, Sofia Boutella",Si Bell,"Nick Esdaile,, Dan Roberts",17 April 2016(Tribeca Film Festival),"Ireland, United Kingdom",English
3126,Tiger Theory,"The life of veterinarian Jan Berger is usurped by his wife Olga. Olga doesn't give him any free time and he is tired of it. The last drop comes when Olga's father voluntarily ends his life. Jan realizes that the life of his father in law was controlled the same way as Jan's is. Jan knows that he will end up the same way. Jan pretends that he has Alzheimer's disease and is put in a Psychiatric hospital which is headed by his friend who gives him freedom. Only Jan's son Jakub and son in law Erik know the truth. Erik is married to Jan's daughter Olinka who is pushed by her mother and grandmother to control Erik's life the same way as Olga controls Jan's life. Pepík on the other hand is happily married to Alena, who is quite opposite to the other women in the family and gives Pepík his free space. Their only problem is that Pepík can't have children. Erik and Jakub are secretly meeting Jan at weekends to enjoy some time together. This makes the women suspicious and Olinka enables an app in Erik's mobile phone which sends coordinates to her. This leads to the revelation of the truth and Jan returns home. Erik is angry at Olinka and leaves home. Olinka then realizes the wrongs of her mother and grandmother when she hears Jan telling that his wife ruined 40 years of his life and when she sees Pepík and Alena happy. Jan decides to divorce Olga and leaves home. Olinka decides to help him and provides him with a houseboat that belonged to Olga's father so that Jan has a roof over his head. This helps her to repair the relationship with Erik. Olga is then seen bitterly giving a lecture about divorced men being unable to be happy while divorced women are able to enjoy life. The closure shows the contrast of her lecture with reality as Jan is shown at last being happy and enjoying his time with Erik and Olinka as they toast in honor of Jan's father in law.",Radek Bajgar,"Radek Bajgar, Mirka Zlatníková",Petr Erben,Jiří Bartoška,Vladimír Holomek,Jan Mattlach,"March 31, 2016",Czech Republic,Czech
3127,"Tiger, Blood in the Mouth","Ramón Alvia is a professional boxer who, although he has won several international championships, is old and is at the end of his career. He resists. In the gym, Ramon discovers among the young boxers Deborah, a beautiful girl.",Hernán Belón,"Hernán Belón, Marcelo Pitrola",,"Leonardo Sbaraglia, Eva De Dominici, Érica Bianchi",,,25 August 2016,"Argentina, Italy",Spanish
3128,Tik Tok,Guo Zhida plans a bomb explosion near a soccer stadium to take away money from a gambling group. Police officer Jiang and psychologist Yang cooperate to stop him and investigate his plan.,Li Jun,Ding Xiaoyang,,"Wallace Chung, Lee Jung-jae, Lang Yueting",,,"July 15, 2016(China)","China, South Korea","Mandarin, Korean"
3129,Till We Meet Again,"Till We Meet Again is a romantic adventure drama film directed by Thai filmmaker Bank Tangjaitrong and starring Johan Matton, Linnea Larsdotter, Emrhys Cooper, and Vithaya Pansringarm. Tangjaitrong's feature film debut, it was written and produced by Johan Matton, who also has a lead role. It won awards at several film festivals, including the Audience and Jury prizes at the Long Beach International Film Festival.[1][2][3]",Bank Tangjaitrong,Johan Matton,Johan Matton,"Johan Matton, Linnea Larsdotter, Emrhys Cooper, Vithaya Pansringarm",Lance Kuhns & Travis Bleen,Max Tersch,"November 25, 2016","United States, Thailand","English, Thai"
3130,Timber the Treasure Dog,"Timber the Treasure Dog is a 2016 American family film directed by Ari Novak and starring Wilford Brimley and featuring the voice of Kix Brooks as the titular character.[1]  The film was released to DVD and streaming platforms on January 5, 2016.[2][3]",Ari Novak,"Nick Campagna, Rolfe Kanefsky, Ari Novak",Mike Gut,"Kix Brooks, Wilford Brimley",Noel Maitland,Joseph Sandoval,"January 5, 2016",United States,English
3131,Time Raiders,"In the Himalayas, European antiquities hunter Hendrix and his soldiers terrorize the local people in search of a clue to the Chinese secret of immortality. Zhang Qiling intervenes, defeating Hendrix, and is tasked by the local elder with averting a catastrophe for humanity.",Daniel Lee,,,"Jing Boran, Luhan, Ma Sichun, Mallika Sherawat",,,"August 5, 2016",China,Mandarin
3132,Time Renegades,"On January 1, 1983, New Year's Eve celebration, high school teacher Ji-hwan (Jo Jeong-seok) proposes to his colleague and girlfriend, Yoon-Jung (Im Soo-Jung). Shortly after his proposal, Yoon-Jung notices her purse has been slashed and emptied which prompts Ji-hwan to run after the robber. They fight and end with Ji-hwan being fatally stabbed. On New Year's Eve celebration in 2015, rookie Detective Gun-woo (Lee Jin-wook) and his colleagues try to find a suspect in the crowd. Finding him, the detectives run after the suspect, and one of them fights him. Detective Gun-woo, confused about whether he can shoot the suspect in that situation, ends up getting fatally shot himself. 32 years apart, Ji-hwan and Gun-woo were taken to the same hospital on the same day and time. Both survived from life-and-death situations and began to see through each other's eyes when they dream. The two men didn't believe it was real at first but eventually found clues connecting.",Kwak Jae-yong,Go Jung-woon,Lee Jin-eun,"Im Soo-jung, Jo Jung-suk, Lee Jin-wook",Lee Sung-je,,"April 13, 2016(South Korea)",South Korea,Korean
3133,Time Was Endless,Time Was Endless (Portuguese: Antes o tempo não acabava) is a 2016 Brazilian drama film directed by Sérgio Andrade and Fábio Baldo.[1] It was shown in the Panorama section at the 66th Berlin International Film Festival.[2],"Sérgio Andrade, Fábio Baldo",Sérgio Andrade,,Anderson Tikuna,,,13 February 2016(Berlin),Brazil,Portuguese
3134,Timecode,"Luna and Diego are car park security guards. Diego does the night shift, and Luna works by day. One day, Luna's boss asks her to investigate a broken tail light.",Juanjo Giménez,"Pere Altimira, Juanjo Giménez Peña","Juanjo Giménez, Daniel Villanueva, Arturo Méndiz",,Pere Pueyo,Silvia Cervantes,21 May 2016(France),Spain,Spanish
3135,Tini: The Movie,"Tini: The Movie[3] (also known as Tini: The Movie – The New Life of Violetta[4] and Tini: The New Life of Violetta;[5][6] Spanish: Tini: El gran cambio de Violetta, ""Tini: The great change of Violetta"") is an Argentine-Spanish–Italian[1] film created by Ramón Salazar, is a film set in an alternative universe from that of the television series Violetta.[7][8] Martina Stoessel, Jorge Blanco, Mercedes Lambre, Clara Alonso and Diego Ramos reprise their roles from the series. The film also stars Adrián Salzedo, Sofia Carson and Ángela Molina.[9] It premiered on 6 May 2016 in Spain and 12 May 2016 in Italy. In Argentina, it premiered on 2 June 2016.[10] In the United States, it was released digitally on 6 December 2016.[5][6]",Juan Pablo Buscarini,Ramón Salazar,Pablo Bossi,"Martina Stoessel, Jorge Blanco, Mercedes Lambre, Clara Alonso, Adrián Salzedo, Diego Ramos, Sofia Carson, Ángela Molina",Josu Inchaustegui,Pablo Mari,23 April 2016(Amsterdam),"Argentina, Spain, Italy",Spanish
3136,The Tip of the Iceberg,"The Tip of the Iceberg (Spanish: La punta del iceberg) is a 2016 Spanish thriller film directed by David Cánovas which stars Maribel Verdú, Carmelo Gómez, Bárbara Goenaga, Fernando Cayo, Álex García and Ginés García Millán. It is an adaptation of the stage play of the same name by Antonio Tabares.",David Cánovas,"David Cánovas, José Amaro Carrillo, Alberto García Martín",Gerardo Herrero,"Maribel Verdú, Carmelo Gómez, Bárbara Goenaga, Fernando Cayo, Álex García, Ginés García Millán",Juan Carlos Gómez,,23 April 2016(FMCE),Spain,Spanish
3137,To Build a Fire,"The film was partially funded through Indiegogo, an  American crowdfunding platform.[5]",Fx Goby,Jack London,"Samuel François-Steininger, Chris O'reilly, Charlotte Bavasso, Christel Delahaye",Tony Fish,,,25 May 2016(Forum des images),"France, United Kingdom",English
3138,To Stay Alive: A Method,"The director Erik Lieshout had first met Houellebecq when he interviewed him for Dutch television during the promotion of the novel The Possibility of an Island, and ended up directing Last Words, a behind-the-scenes documentary for Houellebecq's own film adaptation of the novel.[1] Lieshout then asked Iggy Pop if he could possibly provide a track for the film, with little hope; but to his surprise, the singer replied very enthusiastically: in the meantime he had actually read the book (as well as a selection of Houellebecq's poetry), and loved it, finding many parallels with his own life and state of mind, to the point that it inspired him a whole album, named Préliminaires, quieter than his usual output, partly sung in French, with several tracks directly related to the novel. The two artists first met in 2009, during the promotion for the album, and shared their admiration for each other's works. Indeed, Houellebecq has been a devoted fan of The Stooges since he was a teenager, contrasting with his reputation for apathy and languid intellectualism.","Erik Lieshout, Arno Hagers, Reinier van Brummelen",,Marc Thelosen,"Michel Houellebecq, Iggy Pop",Reinier van Brummelen,Reinier van Brummelen,19 November 2016(IDFA),Netherlands,"French, English"
3139,To Steal from a Thief,"A group of thieves led by El Uruguayo is set to rob a bank in Valencia. Their purpose is to steal as many safety boxes as possible and then flee through a dug tunnel that connects with an abandoned subway terminal. However, the press officer of the Prime Minister discovers the thieves are actually after politically compromising information deposited by Gonzalo Soriano, a former member of the government who is in a coma after a severe accident.",Daniel Calparsoro,Jorge Guerricaechevarría,"Juan Gordon, Emma Lustres, Borja Pena, Ghislain Barrois, Álvaro Augustin, [, 1, ]","Luis Tosar, Rodrigo de la Serna, Raúl Arévalo, José Coronado, Patricia Vico, Marian Álvarez, Joaquín Furriel, Luciano Cáceres",Josu Incháustegui,Antonio Frutos,3 March 2016(Argentina),"Spain, Argentina, France",Spanish
3140,To Walk Invisible,"To Walk Invisible is a British television film about the Brontë family that aired on BBC One on 29 December 2016.[1] The drama was written and directed by Sally Wainwright and focused on the relationship of the three Brontë sisters; Charlotte, Emily and Anne, and their brother, Branwell.[2]",,,,,,,,,
3141,Tomcat,"Tomcat (German: Kater) is a 2016 Austrian drama film directed by Klaus Händl.[1] It was shown in the Panorama section at the 66th Berlin International Film Festival,[2] where it won the Teddy Award as the best LGBT-related feature film of the festival.[3]",Händl Klaus,Händl Klaus,Antonin Svoboda,"Philipp Hochmair, Lukas Turtur",Gerald Kerkletz,Joana Scrinzi,13 February 2016(Berlin),Austria,German
3142,Tommaso,"After a lengthy relationship, Tommaso manages to get away from Chiara, his companion. Now waiting for him - he thinks - is endless freedom and countless adventures. He is a young, handsome, kind and romantic actor, but he perpetually swings between elan and resistance and soon realizes he is only free to repeat the same script: in short, he is a ""ticking bomb"" on the road of the women he meets. His relationships always end in the same painful way, between unspeakable thoughts and paralyzing fears. This repetition compulsion is one day finally interrupted and within him it generates an absolute void. Tommaso is now alone and has no more escape: he has to confront that moment of his past when everything stopped.",Kim Rossi Stuart,"Kim Rossi Stuart, Federico Starnone",Carlo Degli Esposti,"Cristiana Capotondi, Camilla Diana, Jasmine Trinca, Kim Rossi Stuart",Gian Filippo Corticelli,Marco Spoletini,"September 6, 2016(Venice Film Festival)",,Italian
3143,Tommy's Honour,"Tommy's Honour is a 2016 historical drama film depicting the lives and careers of, and the complex relationship between, the pioneering Scottish golfing champions Old Tom Morris and his son Young Tom Morris. The film is directed by Jason Connery, and the father and son are portrayed by Peter Mullan and Jack Lowden. The film won Best Feature Film at the 2016 British Academy Scotland Awards.",Jason Connery,,"Keith Bank, Bob Last, Jim Kreutzer, Tim Moore","Peter Mullan, Jack Lowden, Ophelia Lovibond, Sam Neill",,,"June 15, 2016(Edinburgh International Film Festival)","United States, United Kingdom, [, 1, ]",English
3144,Toni Braxton: Unbreak My Heart,"Toni Braxton: Unbreak My Heart (also known as Unbreak My Heart) is a 2016 American television biographical film about R&B singer Toni Braxton. It premiered at Lifetime on January 23, 2016.",,,,,,,,,
3145,Toni Erdmann,"Toni Erdmann premiered on 14 May 2016 at the Cannes Film Festival, where it competed in the main competition. It was released in Germany and Austria on 14 and 15 July, and grossed $11.7 million on a $3.2 million budget. The film received wide acclaim from critics for Ade's direction and writing, as well as Simonischek's and Hüller's performances. Sight & Sound named Toni Erdmann the best film of 2016. At the 29th European Film Awards, it won five awards, including Best Film (a first for a film directed by a woman). It was nominated for the Best Foreign Language Film at the 89th Academy Awards.",Maren Ade,Maren Ade,"Maren Ade, Jonas Dornbach, Janine Jackowski, Michel Merkt","Peter Simonischek, Sandra Hüller, Ingrid Bisu, Michael Wittenborn, Thomas Loibl, Trystan Pütter, Hadewych Minis, Lucy Russell, Vlad Ivanov, Victoria Cocias","Patrick Orth, [, de, ]","Heike Parplies, [, de, ]",14 May 2016(Cannes),"Germany, [, 1, ], [, 3, ], Austria","German, English, Romanian"
3146,Tonio,"Tonio is a 2016 Dutch drama film directed by Paula van der Oest.[3][4] It was based on the memoir of the same name by A.F. Th. van der Heijden. It was selected as the Dutch entry for the Best Foreign Language Film at the 89th Academy Awards, but it was not nominated.[5] The film won the Pearl Award at the Film by the Sea festival in the Netherlands in 2017.[6]",Paula van der Oest,"A.F. Th. van der Heijden, Hugo Heinen",,Chris Peters,Gudio van Gennep,Sander Vos,22 September 2016,Netherlands,Dutch
3147,Tony Robbins: I Am Not Your Guru,"Tony Robbins: I Am Not Your Guru is a 2016 documentary film directed by Joe Berlinger. It goes behind the scenes of Tony Robbins’ annual seminar ""Date With Destiny"" in Boca Raton, Florida. The film captures the efforts of producing the seminar as well as the effects on the participants.[1][2][3]",Joe Berlinger,,"Joe Berlinger, Lisa Gray, Kevin Huffman","Anthony Robbins, Julianne Hough, Maria Menounos, Milana Vayntrub",,,"March 14, 2016(South by Southwest)",United States,English
3148,Too Hard to Handle,,Laura Lackmann,"Sarah Kuttner, (novel)",,"Claudia Eisinger, Katja Riemann",,,12 May 2016,Germany,German
3149,Too Many Coincidences,Too Many Coincidences (Azerbaijani: Həddən artıq uyğunluq) is a 2016 Azerbaijani drama film directed by Ulviyya Konul.[3][4][5],Ulviyya Konul,"Ramiz Fataliyev, Aleksandr Mardan",Mushfug Hatamov,"Tural Asadov, Aydan Akhunzadeh, Kamran Aghabalayev, Evgeniya Orudzheva, Afag Bashirgyzy",Nadir Mehdiyev,,15 December 2016(Nizami Cinema Center),"Azerbaijan, USA, [, 2, ]",Azerbaijani
3150,Too Young to Die!,,Kankurō Kudō,,"Mitsuru Uda, Makiko Nagasaka, Hisashi Usui","Tomoya Nagase, Ryunosuke Kamiki, Machiko Ono, Aoi Morikawa, Kenta Kiritani",,,"June 25, 2016",Japan,Japanese
3151,Tope,Tope (lit. 'The Bait') is a 2016 Indian Bengali-language psychological drama film directed by Buddhadeb Dasgupta and produced by Pawan Kanodia.[1] The film is based on a same name short story of Narayan Gangopadhyay. The film premiered at the 2016 Toronto International Film Festival[2] and was released on 5 May 2017[3] under the banner of Ava Film Productions Pvt. Ltd.[4],Buddhadeb Dasgupta,Buddhadeb Dasgupta,Pawan Kanodia,,Asim Bose,Amitava Dasgupta,September 2016(TIFF),India,Bengali
3152,Tora Dine Ku Mora Dine,"Tora Dine Ku Mora Dine is a 2016 Indian Odia action comedy-drama film directed by Sudhanshu Mohan Sahu. Arindam Roy, Amlan, Riya Dey and Sheetal Patra are in lead roles. The film is a remake of the Tamil film Drohi. It released to negative reviews and was declared as a flop.[1]",Sudhanshu Mohan sahu,,Sitaram Agrawal,"Arindam Roy, Amlan Das, Riya Dey, Sheetal Patra",S.Ramesh,Rajesh Dash,7 October 2016,India,Odia
3153,Toro,"Toro is a 2016 action thriller film directed by Kike Maíllo starring Mario Casas, Luis Tosar and José Sacristán.",Kike Maíllo,"Fernando Navarro, Rafael Cobos","Enrique López Lavigne, Belén Atienza, Mercedes Gamero, Mikel Lejarza, Farruco Castromán, Sergi Casamitjana, Antonio Pérez, Axel Kuschevatzky, Eric Tavitian","Mario Casas, Luis Tosar, José Sacristán","Arnau Valls Colomer, Marino Scandurra, Julio Vergne",Elena Ruiz,22 April 2016(Spain),"Spain, France",Spanish
3154,Total Frat Movie,"Total Frat Movie is a 2016 comedy film directed by Warren P. Sonoda and starring Justin Deeley, Alex House, Steven Yaffee, Rebecca Dalton and Tom Green.[1][2][3][4]",Warren P. Sonoda,"Stephen Fromkin, Sacha Pavlovic",Robert Wertheimer,"Justin Deeley, Alex House, Steven Yaffee, Rebecca Dalton, Tom Green",Samy Inayeh,Aden Bahadori,"September 23, 2016","United States, Canada",English
3155,La Tour 2 contrôle infernale,"It is a prequel of the film La Tour Montparnasse Infernale, directed by Charles Nemes and released in 2001.",Éric Judor,"Ramzy Bedia, Éric Judor, Nicolas Orzeckowski","Alain Goldman, Ramzy Bedia, Éric Judor, Luc Bourdarias, David Claikens, Serge de Poucques, Julien Deris, Marc Dujardin, David Gauquié, Sylvain Goldberg, Etienne Mallet, Alex Verbaere","Ramzy Bedia, Éric Judor",Vincent Muller,Jean-Denis Buré,10 February 2016,France,French
3156,Tour de France,Tour de France (in some markets titled French Tour[3]) is a 2016 French drama film directed by Rachid Djaïdani. It was screened in the Directors' Fortnight section at the 2016 Cannes Film Festival.[4][5],Rachid Djaïdani,Rachid Djaïdani,"Anne-Dominique Toussaint, [, fr, ]","Gérard Depardieu, Sadek","Luc Pagès, [, fr, ]","Nelly Quettier, [, fr, ]",15 May 2016(Cannes),France,French
3157,Tout de suite maintenant,"A young woman who has just joined a finance company learns that her boss and his wife were once acquainted with her father in their youth, and that animosity exists between them, for unknown reasons. A go-getter, she eventually rises through the corporate ranks, but develops a complicated relationship with a colleague who happens to be dating her sister.",Pascal Bonitzer,"Pascal Bonitzer, Agnès de Sacy","Saïd Ben Saïd, Michel Merkt","Agathe Bonitzer, Vincent Lacoste, Lambert Wilson, Isabelle Huppert, Jean-Pierre Bacri, Pascal Greggory",Julien Hirsch,Élise Fiévet,22 June 2016(France),"France, Luxembourg",French
3158,Tout Schuss,"Max Salinger, a self-centered divorced writer, refuses to accept his 15-year-old daughter under his roof. In revenge, she steals his last manuscript and got to the snow-class queue. To recover his property, Max then has no choice but to land in the ski resort improvising ""accompanying parent."" Only problem: the famous writer, which is already not an exemplary parent, is not really a skilled attendant either.","Stéphan Archinard, François Prévôt-Leygonie","Serge Lamadie, Stéphan Archinard, François Prévôt-Leygonie","Jean-Yves Robin, Marc-Etienne Schwartz, Marc Stanimirovic",José Garcia,Stephan Massis,Reynald Bertrand,13 January 2016,France,French
3159,"Tout, tout de suite",,Richard Berry,,"Thomas Langmann, Alain Goldman","Marc Ruchmann, Steve Achiepo, Romane Rauss, Richard Berry",Jean-Paul Agostini,Mickael Dumontier,11 May 2016(France),"France, Luxembourg, Belgium",French
3160,Tower,Tower is a 2016 American mostly-animated documentary film about the 1966 shootings at the University of Texas at Austin directed and produced by Keith Maitland.[2],Keith Maitland,,"Keith Maitland, Susan Thomson, Megan Gilbride",,"Keith Maitland, Sarah Wilson",Austin Reedy,"March 13, 2016(SXSW)",United States,English
3161,Tracer,"A woman named Ngoc An An arrives at a place where criminals are. She defeats the criminals, but her superior arrives, and berates her on being too impulsive and facing problems without the team. Later, she is seen training other recruits to be in the special force when her superior gives her another task, which is to sneak into an auction. There, two members of Wolf Gang name Tai Parker and Phuong are there. The auction is held to see who would buy a 200 year old Buddha statue. Phoung sneaks out and defeats the people who are monitoring the auction, and calls Tai Parker that the coasts is clear. Tai Parker defeats the bodyguards who are in guard of another treasure, and takes the treasure. Ngoc An An notices this, and fights Tai Parker. Tai Parker gains the upper hand, but Ngoc An An uses a vase to smash against Tai Parker, winding him, and kicks him out of the window to his death. Phuong sees this happening, and she cries, when the leader of Wolf Gang name Loc arrives and takes her to safety.",Cuong Ngo,Nguyen Thi Nhu Khanh,Truong Ngoc Anh,"Truong Ngoc Anh, Thien Nguyen, Lamou Vissay, Cuong Seven, Maria Tran, Marcus Guilhem, Hieu Nguyen, Thinh Vinh, Hong Que, Quang Huan",Ross Clarkson,,"April 22, 2016",Vietnam,Vietnamese
3162,Traceroute,"Traceroute is a 2016 Austrian-American documentary film directed by Johannes Grenzfurthner. The autobiographical documentary and road movie deals with the history, politics and impact of nerd culture. Grenzfurthner calls his film a ""personal journey into the uncharted depths of nerd culture, a realm full of dangers, creatures and more or less precarious working conditions"",[1] an attempt to ""chase the ghosts of nerddom's past, present and future.""[2] The film was co-produced by art group monochrom and Reisenbauer Film. It features music by Kasson Crooker, Hans Nieswandt, and many others.",Johannes Grenzfurthner,Johannes Grenzfurthner,"Johannes Grenzfurthner, Andreas Reisenbauer,, Heather Kelley, , Guenther Friesinger",,Eddie Codel,,"April 28, 2016(NYC Independent Film Festival)","Austria, United States","English, German"
3163,Tracktown,"Tracktown is a 2016 American drama and coming of age sports film directed and written by Alexi Pappas and Jeremy Teicher and starring Pappas, Chase Offerle, Rachel Dratch and Andy Buckley.[1] Filming took place in Eugene, Oregon. Tracktown premiered at the Los Angeles Film Festival in June 2016 and its worldwide release was on the 12 May 2017.","Alexi Pappas, Jeremy Teicher","Alexi Pappas, Jeremy Teicher","Alexi Pappas, Jeremy Teicher, Laura Wagner, Jay Smith","Alexi Pappas, Chase Offerle, Rachel Dratch, Andy Buckley",Chris Collins,Sofi Marshall,"June 4, 2016(Los Angeles Film Festival)",United States,English
3164,Traded,"Traded is a 2016 American Western film directed by Timothy Woodward Jr. and starring Kris Kristofferson, Trace Adkins and Michael Paré.[1][2]",Timothy Woodward Jr.,Mark Esslinger,"Jose Alvarado, Lauren De Normandie, Craigar Grosvenor, Michael J. Long, Timothy Woodward Jr.","Kris Kristofferson, Trace Adkins, Michael Paré",Pablo Diez,Ned Thorne,"June 10, 2016",United States,English
3165,Tradition,An old woman decorates a bride with traditional Sri Lankan jewellery. She describes the symbolic meaning of each jewellery piece. Those meanings carry the girl to her past relationships and their deep scars. The bride's destiny seems illusive.,Lanka Bandaranayake,Lanka Bandaranayake,Lanka Bandaranayake,"Kalum Gamlath, Irangani Serasinhga",Vishwajith Karunarathna,Sankha Malwaththa,2016,Sri Lanka,Sinhala
3166,Traffic,"Traffic is a 2016 Indian Hindi-language road thriller film directed by Rajesh Pillai. It is a remake of the 2011 Malayalam film of same name directed by Pillai. Originally written by brothers Bobby and Sanjay, the film's screenplay was adapted by Suresh Nair, with the dialogues written by Piyush Mishra.[3]",Rajesh Pillai,,"Deepak Dhar, Sameer Gogate, Sameer Rajendran","Manoj Bajpayee, Jimmy Shergill, Prosenjit Chatterjee, Parambrata Chatterjee, Divya Dutta",Santhosh Thundiyil,"Nishant Radhakrishnan, Mahesh Narayanan",6 May 2016,India,Hindi
3167,Train Driver's Diary,"Train Driver's Diary  (Serbian: Дневник машиновође / Dnevnik mašinovođe) is a 2016 Serbian drama film directed by Miloš Radović.[1][2] It was selected as the Serbian entry for the Best Foreign Language Film at the 89th Academy Awards, but it was not nominated.[3][4][5]",Miloš Radović,Miloš Radović,,Lazar Ristovski,,,23 June 2016(Moscow),Serbia,Serbian
3168,The Train of Salt and Sugar,"The Train of Salt and Sugar (Portuguese: Comboio de Sal e Açúcar) is a 2016 internationally co-produced adventure film written and directed by Licínio Azevedo.[10] It was selected as the Mozambican entry for the Best Foreign Language Film at the 90th Academy Awards, but it was not nominated.[11]",Licínio Azevedo,Licínio Azevedo,,"Thiago Justino, [, pt, ], Melanie de Vales Rafael, [, pt, ], Matamba Joaquim, [, pt, ], Absalão Narduela, António Nipita",,,10 August 2016(Locarno),"Portugal, Mozambique, France, South Africa, Brazil, [, 8, ]",Portuguese
3169,Train to Busan,"Train to Busan (Korean: 부산행; RR: Busanhaeng; MR: Pusanhaeng; lit. 'To Busan') is a 2016 South Korean action horror film directed by Yeon Sang-ho and written by Park Joo-suk. It stars Gong Yoo, Jung Yu-mi, Ma Dong-seok, Kim Su-an, Choi Woo-shik, Ahn So-hee, and Kim Eui-sung. The film takes place primarily on a KTX from Seoul to Busan as a zombie apocalypse suddenly breaks out and threatens the safety of the passengers.",Yeon Sang-ho,Park Joo-suk,Lee Dong-ha,"Gong Yoo, Jung Yu-mi, Ma Dong-seok, Kim Su-an, Choi Woo-shik, Ahn So-hee, Kim Eui-sung",Lee Hyung-deok,Yang Jin-mo,"May 13, 2016(Cannes)",South Korea,Korean
3170,Trainee Day,A 14-year-old discovers a different side of her mother and the workings of the corporate world when she interns at her mother's insurance workplace.,Marc Fitoussi,Marc Fitoussi,"Caroline Bonmarchand, Jacques-Henri Bronckart, Olivier Bronckart","Émilie Dequenne, Jeanne Jestin",Laurent Brunet,Damien Keyeux,24 August 2016(Angoulême),"France, Belgium",French
