,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
2968,Svaha: The Sixth Finger,"Lee Geum-hwa and her twin sister are born in 1999. Geum-hwa's sister fed on her leg in utero and Geum-hwa is born with a deformed leg. The sister, who is severely deformed and referred to as ""the thing"", was not expected to survive, and her birth is not registered. Their mother dies shortly after and their father commits suicide soon after that. In the present day, Geum-hwa now lives in a remote village with her grandparents, who had recently moved there and raise dogs for a living. The sister, who has survived, is kept hidden from the public eye, locked up in a shed in the backyard. Some of the locals with the help of a mudang investigate the farm because the local livestock had been acting up. When they investigate the shed at night, snakes crawl out of it and bite them.",Jang Jae-hyun,Jang Jae-hyun,"Kang Hye-jung, Ryoo Seung-wan","Lee Jung-jae, Park Jeong-min, Lee Jae-in, Jung Jin-young, Jin Seon-kyu, Lee David",Kim Tae-soo,Jeong Byeong-jin,"February 20, 2019",South Korea,Korean
2969,Swallow,"Swallow is a 2019 psychological thriller film written and directed by Carlo Mirabella-Davis and starring Haley Bennett, Austin Stowell, Elizabeth Marvel, David Rasche, and Denis O'Hare. Its plot follows a young woman who, emotionally stifled in her marriage and domestic life, develops an impulse to consume inedible objects.",Carlo Mirabella-Davis,Carlo Mirabella-Davis,"Carole Baraton, Frédéric Fiore, Mollye Asher, Mynette Louie","Haley Bennett, Austin Stowell, Elizabeth Marvel, David Rasche, Denis O'Hare",Katelin Arizmendi,Joe Murphy,"April 28, 2019(Tribeca)","United States, France",English
2970,The Swallows of Kabul,The Swallows of Kabul (French: Les hirondelles de Kaboul) is a 2019 internationally co-produced adult animated psychological drama film[2] directed by Zabou Breitman and Eléa Gobé Mévellec.[3] It was screened in the Un Certain Regard section at the 2019 Cannes Film Festival.[4] The film is an adaption of the novel of the same name by Yasmina Khadra.,"Zabou Breitman, Éléa Gobbé-Mévellec",,"Michel Merkt, Reginald de Guillebon","Zita Hanrot, Swann Arlaud, Simon Abkarian, Hiam Abbass, Jean-Claude Deret, Michel Jonasz, Sébastien Pouderoux, Serge Bagdassarian",,Françoise Bernard,16 May 2019(Cannes),"France, Switzerland, Luxembourg, Monaco",French
2971,The Swan Princess,"The Swan Princess is a 1994 American animated musical fantasy film based on the ballet Swan Lake. Starring the voices of Jack Palance, John Cleese, Steven Wright, and Sandy Duncan, the film was directed by a former Disney animation director Richard Rich, and produced by Nest Entertainment / Rich Animation Studios and with a music score by Lex de Azevedo.[1] The story follows the relationship between Princess Odette and Prince Derek, who, pushed together by their respective parents, dislike each other as children and teenagers, but develop romantic feelings for each other as adults, get married, and are established as the future rulers of the kingdom. It was released theatrically on November 18, 1994, where it received mixed reviews from critics.",,,,,,,,,
2972,Sweater,"Sweater is a 2019 Bengali family drama film directed by Shieladitya Moulik[2] and produced by PSS Entertainments, P&P Entertainment and Pramod Films.[3] This film was released on 29 March 2019.[4] Anindya Chattopadhyay and Ranajoy Bhattacharjee are the music directors of the movie.[5]",Shieladitya Moulik,"Joeeta Sengupta, [, 1, ]","Soumya Sarkar, Prateek Chakravorty","Ishaa Saha, June Maliah, Sreelekha Mitra, Kharaj Mukherjee",Udaysingh Mohite,,29 March 2019(India),India,Bengali
2973,Sweetheart,"Sweetheart is a 2019 American survival horror film directed by J. D. Dillard, written by Dillard, Alex Theurer and Alex Hyner, and starring Kiersey Clemons, Emory Cohen, Hanna Mangan-Lawrence and Andrew Crawford. It was produced by Jason Blum, Dillard, Theurer, Hyner and Bill Karesh.[1][2] The movie tells the story of a castaway who washes up on an island and must survive there while being stalked by a humanoid sea monster.",J. D. Dillard,"J. D. Dillard, Alex Hyner, Alex Theurer","Jason Blum, J. D. Dillard, Bill Karesh, Alex Hyner, Alex Theurer","Kiersey Clemons, Emory Cohen, Hanna Mangan-Lawrence, Andrew Crawford",Stefan Duscio,Gina Hirsch,"January 28, 2019(Sundance)",United States,English
2974,Sweetheart,This article related to a French film of the 2010s is a stub. You can help Wikipedia by adding missing information.,Lisa Azuelos,,,"Sandrine Kiberlain, Thaïs Alessandrin",,,16 January 2019,France,French
2975,Sweethearts,"Franziska ""Franny"" Kinnert (Karoline Herfurth) is taken hostage by diamond thief Melanie Rossbach (Hannah Herzsprung). As time goes by a friendship develops between the women and they become sweethearts.",Karoline Herfurth,Monika Fäßler,"Christopher Doll, Lothar Hellinger","Karoline Herfurth, Hannah Herzsprung",Daniel Gottschalk,Simon Gstöttmayr,14 February 2019,Germany,German
2976,Sweetness in the Belly,It had its world premiere at the 2019 Toronto International Film Festival.[2],Zeresenay Berhane Mehari,Laura Phillips,"Jennifer Kawaja, Alan Moloney, Susan Mullen, Julia Sereny","Dakota Fanning, Wunmi Mosaku, Kunal Nayyar, Yahya Abdul-Mateen II",Tim Fleming,Susan Maggi,"September 7, 2019(TIFF)","Ireland, Canada, United Kingdom",English
2977,Sword of Trust,"Sword of Trust is a 2019 American comedy film directed by Lynn Shelton from a screenplay by Shelton and Mike O'Brien. The cast features Marc Maron, Jon Bass, Michaela Watkins, Tim Paul, Whitmer Thomas, Toby Huss, Dan Bakkedahl and Jillian Bell. It is the final film directed by Shelton, who also portrays Deidre in the film, before she died in May 2020.",Lynn Shelton,"Lynn Shelton, Mike O'Brien","Lynn Shelton, Ted Speaker","Marc Maron, Jon Bass, Michaela Watkins, Tim Paul, Whitmer Thomas, Toby Huss, Dan Bakkedahl, Jillian Bell",Jason Oldak,Tyler L. Cook,"March 8, 2019(SXSW)",United States,English
2978,Sye Raa Narasimha Reddy,"Sye Raa Narasimha Reddy is a 2019 Indian Telugu-language epic historical action drama film directed by Surender Reddy and produced by Ram Charan under the Konidela Production Company banner. Reddy scripted the film based on an original story given by Paruchuri brothers. A work of fiction, the film is inspired by the life of Indian independence activist Uyyalawada Narasimha Reddy from the Rayalaseema region of Andhra Pradesh.[3] The film stars Chiranjeevi in the title character, with an ensemble cast including Sudeep, Vijay Sethupathi, Ravi Kishan, Jagapathi Babu, Nayanthara and Tamannaah Bhatia.[4][5] Amitabh Bachchan (in his Telugu film debut) and Anushka Shetty make guest appearances. Pawan Kalyan, Kamal Haasan, and Mohanlal gave narration in the film to their respective languages.[6] The film tells the story of Narasimha Reddy in his fight against the rule of the British East India Company.",Surender Reddy,"Sai Madhav Burra, (dialogues)",Ram Charan,"Chiranjeevi, Sudeep, Vijay Sethupathi, Ravi Kishan, Jagapathi Babu, Nayanthara, Tamannaah Bhatia",R. Rathnavelu,A. Sreekar Prasad,2 October 2019,India,Telugu
2979,Sympathy for the Devil,The cast also includes Vincent Rottiers and Ella Rumpf.[4],Guillaume de Fontenay,"Guillaume de Fontenay, Guillaume Vigneault, Jean Barbe","Pascal Bascaron, Nicole Robert, Jean-Yves Robin, Marc Stanimirovic","Niels Schneider, Vincent Rottiers, Ella Rumpf",Pierre Aim,Mathilde Van de Moortel,"November 11, 2019(Cinemania)","Canada, France, Belgium",French
2980,Symphony No. 9,This article related to an Iranian film is a stub. You can help Wikipedia by adding missing information.,Mohammad-Reza Honarmand,"Mohammad-Reza Honarmand, Hamed Afzali",Zeinab Taghvaei,"Hamid Farrokhnezhad, Sareh Bayat, Mohammad-Reza Foroutan, Alireza Kamali, Pejman Bazeghi",Houman Behmanesh,Mohammad-Reza Moueini,3 February 2019(Fajr Film Festival),Iran,Persian
2981,Synapses,"Many problems in the Zhang family, but one eventful summer changes many things. Zhang Junxiong is diagnosed with Alzheimer's, and his condition weighs heavily on his wife Wang Feng (Lü Hsueh-feng) and the rest of the family. His daughter-Xiao Meng is released on parole from a long prison term and struggles to reconnect with her illegitimate son Ah Chuan and her loose-cannon ex-boyfriend Ah Wen.",Chang Tso-chi,Chang Tso-chi,,"Lü Hsueh-feng, [, 1, ], Oscar Chiu, Li Meng",,,7 November 2019(56th Golden Horse Awards),Taiwan,Mandarin
2982,Synchronic,"Synchronic is a 2019 American science fiction horror film directed and produced by Justin Benson and Aaron Moorhead. Written by Benson, the film shares continuity with other films by Benson and Moorhead, following Resolution and The Endless. Synchronic stars Anthony Mackie and Jamie Dornan as paramedics who investigate a series of inexplicable deaths and their connection to a new designer drug.","Justin Benson, Aaron Moorhead",Justin Benson,"Justin Benson, Aaron Moorhead, David Lawson Jr., Michael Mendelsohn","Anthony Mackie, Jamie Dornan",Aaron Moorhead,"Aaron Moorhead, Justin Benson","September 7, 2019(TIFF)",United States,English
2983,Synonyms,"Synonyms (French: Synonymes) is a 2019 international co-produced satirical[2] drama film directed by Nadav Lapid, from a screenplay by Lapid and Haim Lapid. It stars Tom Mercier, Quentin Dolmaire and Louise Chevillotte.",Nadav Lapid,"Nadav Lapid, Haim Lapid","Saïd Ben Saïd, Michel Merkt","Tom Mercier, Quentin Dolmaire, Louise Chevillotte",Shai Goldman,"Neta Braun, Era Lapid, François Gédigier",13 February 2019(Berlin),"France, Israel, Germany","French, Hebrew"
2984,System Crasher,System Crasher (German: Systemsprenger) is a 2019 German drama film directed by Nora Fingscheidt.,Nora Fingscheidt,Nora Fingscheidt,"Peter Hartwig, Jonas Weydemann, Jakob D. Weydemann","Helena Zengel, Albrecht Schuch, Gabriela Maria Schmeide, Lisa Hagmeister",Yunus Roy Imer,"Stephan Bechinger, Julia Kovalenko",8 February 2019(Berlin),Germany,German
2985,T-34,"T-34 was released in Russia by Central Partnership on January 1, 2019. The film was released to generally positive reviews,[8] with critics praising the production quality and visual effects.[9][10] It was successful commercially, grossing 2.2 billion rubles (about $32 million) against a production budget of 600 million rubles, after a week in cinemas. It is in second place on Russia's biggest blockbusters list with over 8.5 million viewers and 2 billion rubles, and is currently the tenth-highest grossing Russian film of all time.",Aleksey Sidorov,Aleksey Sidorov,"Ruben Dishdishyan (, ru, ), Anton Zlatopolskiy (, ru, ), Len Blavatnik, Nelly Yaralova, Nikita Mikhalkov, Leonid Vereshchagin (, ru, ), Yuliya Ivanova, Nikolay Larionov","Alexander Petrov, Vinzenz Kiefer, Viktor Dobronravov, Irina Starshenbaum, Anton Bogdanov, Yuri Borisov, Semyon Treskunov, Artyom Bystrov",Mikhail Milashin,Dmitry Korabelnikov,"January 1, 2019(Russia)",Russia,Russian
2986,Takatak,"Takatak is a 2019 Indian Marathi-language adult comedy film directed by Milind Kavde and produced by Purple Bull Entertainment. The film starring Prathamesh Parab, Ritika Shrotri, Abhijeet Amkar and Pranali Bhalerao in the leading roles. The film was a commercial success grossed over ₹14.27 crore (US$1.7 million) in three weeks.[1]",Milind Kavde,"Story and screenplay, :, Ajay Thakur, Milind Kavde, Dialogues, :, Sanjay Navgire","Om Prakash Bhatt, Sujay Shankarwar, Ravi Bahri, Inderjeet Singh, Ajay Thakur, Dhananjay Singh Masoom, Rabindra Choubey","Prathamesh Parab, Ritika Shrotri, Abhijeet Amkar, Pranali Bhalerao",Hazarath Shaikh (Vali),Pranav Patel,28 June 2019,India,Marathi
2987,Takaya: Lone Wolf,"After the film's release in Canada, it was subsequently broadcast on BBC in the United Kingdom[1] and on ARTE in France and Germany.",,,,,,,,,
2988,Take Me Somewhere Nice,"Take Me Somewhere Nice is a 2019 Dutch-Bosnian drama film written and directed by Ena Sendijarević.[3][4] In July 2019, it was shortlisted as one of the nine films in contention to be the Dutch entry for the Academy Award for Best International Feature Film at the 92nd Academy Awards, but it was not selected.[5]",Ena Sendijarević,Ena Sendijarević,,Lazar Dragojević,,,23 May 2019,Netherlands,"Bosnian, Dutch, English"
2989,Take Me to Prom,"Storytellers in the film include Marc Hall, whose 2002 court case Hall v Durham Catholic School Board became a landmark LGBT rights case in Canada.[1]",Andrew Moir,,Andrew Moir,,Andrew Jeffrey,Graeme Ring,April 2019(Hot Docs),Canada,English
2990,A Tale of Three Sisters,"A Tale of Three Sisters (Turkish: Kız Kardeşler, lit. 'Sisters') is a 2019 Turkish drama film directed by Emin Alper. It was selected to compete for the Golden Bear at the 69th Berlin International Film Festival.[1]",Emin Alper,Emin Alper,,Cemre Ebuzziya,,,11 February 2019(Berlin),Turkey,Turkish
2991,A Tale of Two Kitchens,"The documentary was released on Netflix on May 22, 2019.",Trisha Ziff,,,,,,"May 22, 2019",,
2992,Tales from the Lodge,Tales From the Lodge is a 2019 British horror-comedy anthology film written and directed by Abigail Blackmore.[1],Abigail Blackmore,Abigail Blackmore,,"Mackenzie Crook, Dustin Demri-Burns, Laura Fraser, Sophie Thompson, Johnny Vegas, Kelly Wenham",David Mackie,,2019,United Kingdom,English
2993,Talking About Trees,"Talking About Trees (Arabic: الحديث عن الأشجار) is a 2019 documentary film directed by Sudanese film director Suhaib Gasmelbari. It follows the efforts of the Sudanese Film Group, represented by retired filmmakers Ibrahim Shadad, Manar Al Hilo, Suleiman Mohamed Ibrahim and Altayeb Mahdi, to reopen an outdoor movie theater in the city of Omdurman in the face of decades of Islamist censorship and inefficient bureaucracy.[1][2]  According to film critic Jay Weissberg, the title of the film ""comes from Bertolt Brecht’s 1940 poem To Those Born Later, in which he laments the suppression of discussion under dictatorship, and how shifting the discourse to mundane topics painfully draws attention to what can’t be spoken aloud.""[3]",Suhaib Gasmelbari,,,,,,2019,Sudan,"Sudanese Arabic, English"
2994,Tall Girl,"Tall Girl is a 2019 American teen romantic comedy film directed by Nzingha Stewart, from a screenplay by Sam Wolfson. The film stars Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, and Steve Zahn.",Nzingha Stewart,Sam Wolfson,"McG, Mary Viola, Corey Marsh","Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, Steve Zahn",Eric Edwards,Priscilla Nedd Friendly,"September 13, 2019(United States)",United States,English
2995,Tamarind Juice,"Tamarind Juice (Spanish: Jugo de tamarindo) is a 2019 Peruvian sexploitation comedy film written, directed, produced and co-starred by Julio Andrade in his directorial debut.[1] Starring Karen Dejo, Leslie Stewart and Gerardo Zamora,[2] it is based on the homonymous video clip by Julio Andrade.[3]",Julio Andrade,Julio Andrade,Julio Andrade,"Karen Dejo, Leslie Stewart, Gerardo Zamora",,,24 January 2019,Peru,Spanish
2996,Tammy's Always Dying,"It had its world premiere at the 2019 Toronto International Film Festival on September 5, 2019. It received generally positive reviews from critics, particularly for Huffman's and Phillips' performances.[2][3] It was released through video on demand on May 1, 2020, by Quiver Distribution.",Amy Jo Johnson,Joanne Sarazen,"Jessica Adams, Harry Cherniak","Felicity Huffman, Anastasia Phillips",Daniel Grant,Bryan Atkinson,"September 5, 2019(TIFF)1",Canada,English
2997,Tapeworm,"Described as an ""anti-comedy"",[3] Tapeworm explores the loosely interconnected, mundane and miserable lives of a hypochondriac, a failed stand up comedian, two stoners and a loner living in Winnipeg, Manitoba.[4] Each of the characters are notable mostly for how bleak and joyless their existence has become.[5] The film went on to have its European premiere at the Tallinn Black Nights Film Festival[6][7][8] and its US premiere at Slamdance Film Festival.[9][10][11][12]","Fabian Velasco, Milos Mitrovic",,"Milos Mitrovic, Adam Brooks, Stephanie Berrington, Fabian Velasco, Kevin Tabachnick, Ian Bawa",,Markus Henkle,"Markus Henkle, Fabian Velasco, Milos Mitrovic",September 2019(VIFF),Canada,English
2998,Tara Mira,"Tara Mira is a 2019 Indian Punjabi-language romantic drama film written and directed by Rajiev Dhingra and produced by Guru Randhawa, Ashok Yadav, Rajiev Dhingra, Jyoti Sekhon and Shilpa Sharma, under banners 751 Films, Rapa Nui's Films, Yadu Production and Red Eyes Productions. It stars Ranjit Bawa and Nazia Hussain in lead roles.[1] It was released on 11 October 2019.[2][3][4]",Rajiev Dhingra,,"Guru Randhawa, Ashok Yadav, Rajiev Dhingra, Jyoti Sekhon, Shilpa Sharma","Ranjit Bawa, Nazia Hussain",Shani Bhushan Roy,Rohit Dhiman,11 October 2019,India,Punjabi
2999,Tarikh,"Tarikh or Tarikh: A Timeline (2019) is an Indian Bengali film directed by Churni Ganguly and bankrolled by Suparnokanti Karati. This was the second film directed by Ganguly after Nirbashito. The film starring Saswata Chatterjee, Ritwick Chakraborty and Raima Sen, portrays dichotomies of human existence.[2] The film was awarded the best Screenplay for dialogues in the 66th National Film Awards.The film was released on 12 April 2019.[1][3]",Churni Ganguly,Churni Ganguly,,See below,Gopi Bhagat,Subhajit Singha,12 April 20191,India,Bengali
3000,The Tashkent Files,"The Tashkent Files is a 2019 Indian Hindi-language political thriller film written and directed by Vivek Agnihotri.[4] It focuses on the mysterious death of former prime minister Lal Bahadur Shastri. It is the first installment in Agnihotri's The Files Trilogy, followed by The Kashmir Files (2022) and The Bengal Files (2025).[5]",Vivek Agnihotri,Vivek Agnihotri,"Haresh Patel, Pranay Chokshi, Anuya Chauhan Kudecha, Vivek Agnihotri, Ritesh Kudecha, Sharad Patel","Mithun Chakraborty, Naseeruddin Shah, Shweta Basu Prasad, Pankaj Tripathi, Mandira Bedi, Pallavi Joshi, Rajesh Sharma",Udaysingh Mohite,Sattyajit Gazmer,12 April 20191,India,Hindi
3001,The Taverna,"Kostas owns a Greek restaurant, the White Village Greek Taverna, in the suburbs of Melbourne, Australia. On a packed night, belly dancer Jamila performs for the crowd, but refuses to go out again after spotting her ex-husband Arman dining with his new partner Rebecca. Sally, one of the waitstaff at the restaurant and a prospective actress, offers to belly dance in place of Jamila, setting off a chaotic chain of events.",Alkinos Tsilimidos,,"Alkinos Tsilimidos, Jayden James","Vangelis Mourikis, Rachel Kamath, Senol Mat, Tottie Goldsmith",,,20 October 2019(Greek Film Festival),Australia,English
3002,Taxi to Gibraltar,"Taxi to Gibraltar (Spanish: Taxi a Gibraltar) is a 2019 Spanish-Argentine buddy road movie and madcap comedy with adventure elements directed by Alejo Flah, starring Joaquín Furriel, Dani Rovira and Ingrid García-Jonsson.",Alejo Flah,"Alejo Flah, Fernando Navarro",,"Dani Rovira, Ingrid García-Jonsson, Joaquín Furriel",Gris Jordana,"Antonio Frutos, Javi Frutos",15 March 2019(Spain),"Spain, Argentina","Spanish, English, Spanglish"
3003,Tazza: One Eyed Jack,"Do Il-chul, a civil service exam student, is more interested in gambling than studying. At a poker hall, he meets a mysterious woman named Madonna, who dismisses his dreams of becoming a professional gambler. Il-chul insists he is a rising tazza (master gambler), but she abruptly leaves. Later, he spots her in a car that damages his bicycle. Il-chul challenges the car owner to a high-stakes poker match for compensation but loses badly and falls deep into debt.",Kwon Oh-kwang,,"Kim Young-min, Kim Yoo-kyung","Park Jeong-min, Ryoo Seung-bum, Choi Yu-hwa, Woo Hyun, Lee Kwang-soo, Yoon Je-moon, Lim Ji-yeon, Kwon Hae-hyo",Byun Bong-sun,Kim Woo-il,"September 11, 2019",South Korea,Korean
3004,Teacher of the Year,"Teacher of the Year (Gujarati: ટીચર ઓફ ઘી યર) is a 2019 Gujarati drama film directed by Dr. Vikram Panchal, Shounak Vyas and produced by Jayantibhai R Tank and Parth Tank under the banner of
Parth Tank Production.[1] It is a reboot of the 2014 film of the same name. The film starring Shounak Vyas, Alisha Prajapati, Mehul Buch, Ragi Jani, Nisarg Trivedi and Archan Trivedi, has music by Prathmesh Bhatt.[2] The story of the film revolves around the relationship between a teacher and his students and the struggles faced by them.[3] It was released on 13 September 2019 by Rupam Entertainment.","Dr. Vikram Panchal, Shounak Vyas","Dr. Vikram Panchal, Shounak Vyas","Jayantibhai R Tank, Parth Tank","Shounak Vyas, Alisha Prajapati, Mehul Buch, Ragi Jani, Nisarg Trivedi, Archan Trivedi",Tapan Vyas,Nirav Panchal,13 September 2019,India,Gujarati
3005,Teen Titans Go! vs. Teen Titans,"Teen Titans Go! vs. Teen Titans is a 2019 American animated direct-to-video superhero comedy film that serves as a crossover between the television series Teen Titans Go! and the original Teen Titans, both of which are adapted from the DC Comics superhero team of the same name. It is also the second film of both the Teen Titans Go! series and the regular Teen Titans series, after both Teen Titans Go! To the Movies (2018) and Teen Titans: Trouble in Tokyo (2006). The film premiered at Comic-Con on July 21, 2019, followed by a digital release on September 24, then followed by a DVD and Blu-ray release on October 15.[2] The events of the film take place during the fifth season of Teen Titans Go! and after the finale of the fifth season of Teen Titans. The film premiered on television on Cartoon Network on February 17, 2020. The film received generally positive reviews from critics.[3][4] This was the final film appearance of Robert Morse before his death in 2022.",Jeff Mednikow,"Marly Halpern-Graser, Jeremy Adams",Jeff Mednikow,"Greg Cipes, Scott Menville, Khary Payton, Tara Strong, Hynden Walch, Kevin Michael Richardson",,"Cris Mertens, Nick Simotas","July 21, 2019(San Diego Comic-Con)1",United States,English
3006,Teko,,Abhimanyu Mukherjee,,,"Ritwick Chakraborty, Srabanti Chatterjee",,Rabiranjan Maitra,22 November 2019,India,Bengali
3007,Tell Me Who I Am,"The film was commissioned by and aired on Netflix. It received acclaim from critics after its release and was described as ""harrowing""[2] and ""involving but upsetting"".[3]",Ed Perkins,,Simon Chinn,"Alex Lewis, Marcus Lewis",Erik Alexander Wilson,David Charap,18 October 2019,United Kingdom,English
3008,Tell No One,"The 121 minute long film is an independent production of Tomasz and Marek Sekielski and was fully financed by Internet fundraising on a Polish ""Patronite"" service. The first of the brothers is the author of the script and the director while the second is the producer. Adam Galica, Wojciech Jakubczak and Piotr Susin were responsible for videography, and Dariusz Mandes was the editor.[1]",Tomasz Sekielski,Tomasz Sekielski,Marek Sekielski,,"Adam Galica, Wojciech Jakubczak, Piotr Suzin",Dariusz Mandes,11 May 2019,Poland,Polish
3009,Tempting Fate,"Tempting Fate is a 2019 American made-for-television drama film directed by Kim Raver in her directorial debut and Manu Boyer, starring Alyssa Milano as a married housewife who becomes pregnant with another man's baby. The movie is based on author Jane Green's 2014 New York Times best-selling novel of the same name.",,,,,,,,,
3010,Tenali Ramakrishna BA. BL,"Tenali Ramakrishna BA. BL is a 2019 Telugu-language courtroom action comedy film directed by G. Nageswara Reddy. The film stars Sundeep Kishan, Hansika Motwani, and Varalaxmi Sarathkumar.[1] This film marks the Telugu debut of Varalaxmi Sarathkumar.[2][3]",G. Nageswara Reddy,,"Agraharam Nagi Reddy Sanjeev Reddy, Roopa Jagadeesh","Sundeep Kishan, Hansika Motwani, Varalaxmi Sarathkumar",Sai Sriram,Chota K. Prasad,15 November 2019,India,Telugu
3011,Tenants of the House,"Tenants of the House is a 2019 Nigerian film written by Tunde Babalola, produced by Wale Okediran and directed by Kunle Afolayan. It was sponsored by the Ford Foundation, Premero Consulting Ltd, the Bank of Industry, and the National Livestock Transformation Plan.[1][2] The film is based on Wale Okediran's fictional novel written in 2009 and mainly focuses on political conspiracies, girl-child education and betrayal.[3][1][4][5] The cast includes Yakubu Mohammed, Joselyn Dumas, Dele Odule, Saeed Funkymallam, Chris Iheuwa and Umar Gombe.[2]",Kunle Afolayan,,Wale Okediran,,,,2019,Nigeria,English
3012,Terminator: Dark Fate,"Terminator: Dark Fate is a 2019 American science fiction action film directed by Tim Miller. It is the sixth installment in the Terminator franchise and a direct sequel to Terminator 2: Judgment Day (1991), ignoring the events of the intervening sequels. The film was written by David S. Goyer, Justin Rhodes, and Billy Ray. The film stars Linda Hamilton and Arnold Schwarzenegger reprising their roles as Sarah Connor and the Terminator respectively and also features Mackenzie Davis, Natalia Reyes and Gabriel Luna.",Tim Miller,,"James Cameron, David Ellison","Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis, Natalia Reyes, Gabriel Luna",Ken Seng,Julian Clarke,"October 23, 2019(Europe)",United States,English
3013,Test Pattern,"Test Pattern is a 2019 American drama film written, directed, and produced by Shatara Michelle Ford (in her feature directorial debut). The film stars Brittany S. Hall, Will Brill, Gail Bean, and Drew Fuller. It follows an interracial couple whose relationship is put to the test after a black woman is sexually assaulted and her white boyfriend drives her from hospital to hospital in search of a rape kit.",Shatara Michelle Ford,Shatara Michelle Ford,"Pin-Chun Liu, Shatara Michelle Ford, Yu-Hao Su","Brittany S. Hall, Will Brill, Gail Bean, Drew Fuller",Ludovica Isidori,"Matt Tassone, Katy Miller","August 4, 2019(BlackStar)",United States,English
3014,Tevar,"Tevar is a 2019 Pakistani action, revenge-thriller film.[3] It is written and directed by Abu Aleeha and produced by Ali Sajjad Shah.[4] The film features Sukaina Khan, Taqi Ahmed, Mathira, Shariq Mehmood and Akbar Subhani in pivotal roles.[5]",Abu Aleeha,Abu Aleeha,Ali Sajjad Shah,"Sukaina Khan, Taqi Ahmed, Mathira, Shariq Mehmood, Akbar Subhani",,,26 July 20191,Pakistan,Urdu
3015,Text,"Text was released in wide distribution in Russia on October 24, 2019. Having recouped its budget,[4] the film achieved box office success[5] and received generally positive reviews from Russian film critics. The film won four Golden Eagle Awards (2020) for Best Motion Picture, Best Leading Actor (Alexander Petrov), Best Supporting Actor (Ivan Yankovsky), and Best Film Editing. The film won the Nika Award for Best Screenplay (Dmitry Glukhovsky).[6]",Klim Shipenko,Dmitry Glukhovsky,"Vadim Vereshchagin, Eduard Iloyan, Denis Zhalinskiy, Aleksey Trotsyuk, Vitaliy Shlyappo, Rafael Minasbekyan","Alexander Petrov, Ivan Yankovsky, Kristina Asmus",Andrey Ivanov,Tim Pavelko,"October 24, 2019(Russia and Other countries)",Russia,Russian
3016,Thaala,"Asela, a young teacher comes to the Hatagala Elementary School situated in a remote rural village. In a short period of time, he is able to create a new educational awakening in the school with attractive, teaching methods.",Paalitha Perera,"Paalitha Perera, Nadee Kammalweera",Nilan Weerasinghe,"Hemal Ranasinghe, Kalani Dodantenna, Jayalath Manoratne",Chinthaka Somakeerthi,Tissa Surendra,31 January 20191,Sri Lanka,Sinhala
3017,Thackeray,"Thackeray is a 2019 Indian biographical film written and directed by Abhijit Panse and made simultaneously in Marathi and Hindi. The film follows the life of Balasaheb Thackeray, the founder of the Indian political party Shiv Sena. The film stars Nawazuddin Siddiqui as Thackeray and Amrita Rao as his wife.[4][5][6] The film released on 25 January 2019, right after the 93rd birthday of Bal Thackeray.[7][8][9][10]",Abhijit Panse,Arvind Jagtap,"Viacom18 Motion Pictures, Shrikant Bhasi, Varsha Sanjay Raut, Purvashi Sanjay  Raut, Vidhita Sanjay Raut","Nawazuddin Siddiqui, Amrita Rao",Sudeep Chatterjee,"Ashish Mahatrae, Apurva Motivale",25 January 2019,India,"Marathi, Hindi"
3018,Thadam,"Thadam (transl. Trail) is a 2019 Indian Tamil-language crime thriller film[2] written and directed by Magizh Thirumeni. Produced by Inder Kumar, the film stars Arun Vijay in a dual role along with Vidya Pradeep, Tanya Hope and Smruthi Venkat. The music was composed by Arun Raj, with cinematography by Gopinath and editing by N. B. Srikanth. In the film, police officers try to solve a murder case involving lookalike suspects arrested on the basis of a pictorial evidence.",Magizh Thirumeni,Magizh Thirumeni,Inder Kumar,"Arun Vijay, Tanya Hope, Smruthi Venkat, Vidya Pradeep",S. Gopinath,N. B. Srikanth,1 March 2019,India,Tamil
3019,Thakkol,"Thakkol (transl. Key) is a 2019 Indian Malayalam-language thriller film directed by Kiron Prabhakaran and starring Indrajith Sukumaran and Murali Gopy.[1] The film was in production for over a year.[2] The lead cast had previously starred together in  Ee Adutha Kaalathu (2012), Left Right Left (2013) and Tiyaan (2017).[3] The film is produced by director Shaji Kailas.[4] Sukumaran and Gopy play priests in the film.[5] The film was predominantly shot in Goa.[6]",Kiron Prabhakaran,Kiron Prabhakaran,"Shaji Kailas, Mathew Joseph Thekkel","Indrajith Sukumaran, Murali Gopy",Alby Antony,Siyan Sreekanth,6 December 2019,India,Malayalam
3020,Thalasso,The film is set at a centre for seawater therapy in Cabourg. The writer Michel Houellebecq goes through a series of treatments offered at the health spa. He is accompanied by the actor Gérard Depardieu.[1],Guillaume Nicloux,,"Sylvie Pialat, Benoît Quainon","Michel Houellebecq, Gérard Depardieu",Christophe Offenstein,Guy Lecorne,21 August 2019,France,French
