,title,description,directed_by,written_by,produced_by,starring,cinematography,edited_by,release_date,country,language
676,Saccharine,"Saccharine is a 2026 Australian supernatural horror film written and directed by Natalie Erika James. It stars Midori Francis, Danielle Macdonald, Madeleine Madden and Robert Taylor.",Natalie Erika James,Natalie Erika James,"Anna McLeish, Sarah Shaw, Natalie Erika James","Midori Francis, Madeleine Madden, Danielle Macdonald",Charlie Sarroff,Sean Lahiff,22 January 2026(Sundance),Australia,English
677,Sad Girlz,Sad Girlz (Spanish: Chicas tristes) is a 2026 drama film written and directed by Fernanda Tovar [de] in her debut feature. It is a Mexican-Spanish-French co-production.,Fernanda Tovar,,"Daniel Loustaunau, Araceli Velázquez","Rocio Guzmán, Darana Álvarez",Rosa Hadit Hernández,José Pablo Escamilla,14 February 2026(Berlinale),"Mexico, Spain, France",Spanish
678,Background shading indicates that a film is currently showing in theatres worldwide.,This is a list of Hindi language films produced in Bollywood in India that are scheduled to be released in the year 2026.,,,,,,,,,
679,Sahakutumbaanaam,Sahakutumbaanaam is a 2026 Indian Telugu-language action drama film written and directed by Uday Sharma.[1] It stars Raam Kiran and Megha Akash.[2],Uday Sharma,Uday Sharma,"H Mahadev Goud, H Nagarathna","Raam Kiran, Megha Akash",Madhu Dasari,Sashank Mali,1 January 2026,India,Telugu
680,Salliyargal,"Salliyargal is a 2026 Indian Tamil-language war film directed by T. Kittu of Methagu (2021) fame and starring Sathyadevi, Karunas, and Thirumurugan. The film was released on 1 January 2026, after three year of struggle in securing screens in theaters.[1] The story is based on the battle field doctors of Tamil.",T. Kittu,T. Kittu,"S. Karunaas, P. Karikalan","Karunas, Sathya Devi, Thirumurgan",,,1 January 2026,India,Tamil
681,Salmokji: Whispering Water,"Salmokji: Whispering Water (Korean: 살목지) is a 2026 South Korean folk horror film directed by Lee Sang-min.[3] Based on the Salmokji Reservoir in Yesan County, the film stars Kim Hye-yoon,  Lee Jong-won, Kim Jun-han, Kim Young-sung, Oh Dong-min, Yoon Jae-chan, and Jang Da-ah. It centers the filming crew, who head to a reservoir to reshoot the scene, encounter something lurking within the dark and deep waters.",Lee Sang-min,Lee Sang-min,Park Eun-kyung,"Kim Hye-yoon, Lee Jong-won, Kim Jun-han, Kim Young-sung, Oh Dong-min, Yoon Jae-chan, Jang Da-ah",Kim Sung-an,Lee Kang-hee,"April 8, 2026",South Korea,Korean
682,Salvation,"Salvation (Turkish: Kurtuluş) is a 2026 drama film written and directed by Emin Alper. Starring Caner Cindoruk, Berkay Ateş, Feyyaz Duman and Naz Göktan. Eren Demir",Emin Alper,,Nadir Öperli,"Caner Cindoruk, Berkay Ateş, Feyyaz Duman, Naz Göktan, Özlem Taş, Eren Demir","Ahmet Sesigürgil, Barış Aygen",Özcan Vardar,15 February 2026(Berlinale),"Turkey, France, Netherlands, Greece, Sweden, Saudi Arabia","Turkish, Kurdish"
683,Sambhavam Adhyayam Onnu,The film released theatrically on 6 March 2026.[5],Jithu Satheesan Mangalathu,Jithu Satheesan Mangalathu,"Faras Mattappally, Fahad Sidheekh, Fayez Mohammed","Askar Ali, Vineeth Kumar, Assim Jamal",Naveen Najose,Arjun Prakash,6 March 2026,India,Malayalam
684,Same Same but Different,"Same Same But Different is a 2026 American romantic comedy drama film directed and produced by Lauren Noll, and written by Dalia Rooni.",Lauren Noll,Dalia Rooni,"Dalia Rooni, Lauren Noll, Zein Khleif, Medalion Rahimi, Emily Reach White","Medalion Rahimi, Logan Miller, Layla Mohammadi, Dalia Rooni, Richie Moriarty, Michael Baszler, Danielle Pinnock, Lauren Noll, Nicholas Coombe",Nathaniel Krause,Stephanie Williams,"March 12, 2026(SXSW)",United States,English
685,Sanding Dreams,"The film tells the story of a talented student at a prestigious university who dreams of going into space. Suddenly, he receives sad news from home and decides to go to help his mother and brother in a settlement where houses are literally drowning in the sand...[5]",Anton Mamykin,Anton Mamykin,"Tatyana Sharkova, Andrey Shipigin, Ivan Yakovenko","Mark Eydelshteyn, Darya Ekamasova, Nikita Konkin, Sofya Vorontsova, Sergey Zanin, Tikhon Kotrelyov, Artur Kaspranov",Vladimir Borisov,,"April 2, 2026(Russia)",Russia,Russian
686,Sandiwara,Sandiwara is a 2026 short drama film written and directed by Sean Baker and starring Michelle Yeoh.,Sean Baker,Sean Baker,"Alex Coco, Samantha Quan, Areta Mak","Michelle Yeoh, Reuben Kang, Sunny Lau",Christopher Ripley,Sean Baker,"February 13, 2026(Berlinale)","United States, Malaysia","Mandarin, English, Malay"
687,The Saviors,"The Saviors is a 2026 American dark comedy thriller film directed by Kevin Hamedani. It is starring Adam Scott, Danielle Deadwyler, Ron Perlman, Colleen Camp and Greg Kinnear.",Kevin Hamedani,,"Adam Scott, Naomi Scott, Nicky Weinstock, Dan Gedman, Matt Smith, Divya D’Souza, Bradley Gallo, Michael Helfant","Adam Scott, Danielle Deadwyler, Ron Perlman, Colleen Camp, Greg Kinnear",Jon Keng,"Ben Baudhin, Tom McArdle","March 13, 2026(SXSW)",United States,English
688,Scare Out,"The film was created under the guidance of the Ministry of State Security (MSS), making it the first Chinese film to receive public backing from the MSS.[6] It was released on February 17, 2026 in China.",Zhang Yimou,Liang Chen,"Pang Liwei, Li Jie","Jackson Yee, Zhu Yilong, Song Jia, Lei Jiayin, Yang Mi, Zhang Yi, Liu Shishi, Liu Yaowen",Zhao Xiaoding,Li Yongyi,17 February 2026,China,Mandarin
689,Scary Movie,"Scary Movie (colloquially known as Scary Movie 6) is an upcoming American parody film directed by Michael Tiddes and written by Marlon Wayans, Shawn Wayans, Keenen Ivory Wayans, Craig Wayans, and Rick Alvarez. It is the sixth installment in the Scary Movie film series, following Scary Movie 5 (2013).  It stars Marlon, Shawn, and other returning actors including Anna Faris, Regina Hall, Cheri Oteri, Chris Elliott, Dave Sheridan, Lochlyn Munro, Jon Abrahams, and Anthony Anderson. The plot follows Cindy Campbell and her friends Ray Wilkins and siblings Shorty and Brenda Meeks reunited when the same masked killer from the first film resurfaces.",Michael Tiddes,"Marlon Wayans, Shawn Wayans, Keenen Ivory Wayans, Craig Wayans, Rick Alvarez","Marlon Wayans, Shawn Wayans, Keenen Ivory Wayans, Craig Wayans, Rick Alvarez","Marlon Wayans, Shawn Wayans, Anna Faris, Regina Hall, Damon Wayans Jr., Gregg Wayans, Kim Wayans, Benny Zielke, Cameron Scott Roberts, Cheri Oteri, Chris Elliott, Dave Sheridan, Heidi Gardner, Lochlyn Munro, Olivia Rose Keegan, Ruby Snowber, Savannah Lee Nassif, Sydney Park",,Jonathan Schwartz,"June 5, 2026",United States,English
690,Scenes of Friendly Ties,"The film premiered on October 6, 2025, at the Mayak 2025 Film Festival. This film was theatrically released on March 19, 2026.[3]",Sofya Rayzman,Sofya Rayzman,"Pavel Karykhalin, Sergey Yahontov, Alexander Medvedko, Gosha Tokaev, Andrei Manik, Vladimir Komarov","Aleksandr Pal, Maria Karpova, Sofya Rayzman, Ruslan Bratov, Gosha Tokaev, Igor Tsaregorodtsev, Iskander Shaykhutdinov, Yevgeny Tsyganov",Aleksandr Ponomaryov,Roman Geigert,"March 19, 2026(Russia)",Russia,Russian
691,Scream 7,,Kevin Williamson,,"William Sherak, James Vanderbilt, Paul Neinstein","Neve Campbell, Isabel May, Jasmin Savoy Brown, Mason Gooding, Anna Camp, David Arquette, Michelle Randolph, Jimmy Tatro, Mckenna Grace, Asa Germann, Celeste O'Connor, Sam Rechner, Mark Consuelos, Tim Simons, Matthew Lillard, Joel McHale, Courteney Cox",Ramsey Nickell,Jim Page,"February 25, 2026(Paramount Pictures lot)",United States,English
692,The Sea Speaks His Name,The film is scheduled for release in 2026.,Yosep Anggi Noen,"Yosep Anggi Noen, Leila S. Chudori","Gita Fara, Budi Setyarso, Leila S. Chudori",Reza Rahadian,Batara Goempar,Dinda Amanda,,Indonesia,Indonesian
693,Seahorse,"The cast also includes Ruth Goodwin, Brett Donahue and Alden Adair in supporting roles.[3]",Aisha Evelyna,Aisha Evelyna,Natalie Remplakowski,"Aisha Evelyna, Joseph Marcell",Ian Carleton,Craig Scorgie,"March 13, 2026(SXSW)",Canada,English
694,See You When I See You,"See You When I See You is a 2026 American biographical comedy-drama film directed by Jay Duplass. It is based on the memoir Tragedy Plus Time by Adam Cayton-Holland. The film stars Cooper Raiff, David Duchovny, Hope Davis, Kaitlyn Dever, Lucy Boynton, and Ariela Barer.",Jay Duplass,Adam Cayton-Holland,"Fred Bernstein, Jay Duplass, Adam Cayton-Holland, Kumail Nanjiani, Emily V. Gordon","Cooper Raiff, David Duchovny, Hope Davis, Kaitlyn Dever, Lucy Boynton, Ariela Barer",Jim Frohna,Jay Deuby,"January 27, 2026(Sundance Film Festival)",United States,English
695,Seekers of Infinite Love,Seekers of Infinite Love is a 2026 American comedy film written and directed by Victoria Strouse.,Victoria Strouse,Victoria Strouse,"Dylan Sellers, Chris Parker, Marty Bowen, Wyck Godfrey","Hannah Einbinder, Justin Theroux, John Reynolds, Griffin Gluck, Justine Lupe, Greg Kinnear",Tim Suhrstedt,Kheireddine El-Helou,"March 12, 2026(SXSW)",United States,English
696,Seetha Payanam,"Seetha Payanam (transl. Seetha's Journey) is a 2026 Indian Telugu-language road romantic drama film written, directed and produced by Arjun under the banner of Sree Raam Films International. The films stars Niranjan Sudhindra and Aishwarya Arjun (in their Telugu debut), with Arjun and Dhruva Sarja making special appearances in the film. The film was also dubbed in Kannada, Tamil, and Malayalam with the former being titled Seetha Payana and the latter two having the same title, respectively.",Arjun,,Arjun,"Niranjan Sudhindra, Aishwarya Arjun",G. Balamurugan,Ayoob Khan,14 February 2026,India,Telugu
697,Seized,"Seized is an upcoming American documentary film directed by Sharon Liese. It investigates the 2023 police raid on the Marion County Record in Marion, Kansas, and the subsequent death of its 98-year-old co-owner, Joan Meyer.",Sharon Liese,,"Sharon Liese, Sasha Alpert, Paul Matyasovsky",,Jackson Montemayor,Derek Boonstra,"January 25, 2026(Sundance Film Festival)1",United States,English
698,Send Help,"Send Help is a 2026 American survival horror thriller film[5] directed and co-produced by Sam Raimi and written by Damian Shannon and Mark Swift. The film stars Rachel McAdams and Dylan O'Brien as an employee and her boss, respectively, who become stranded on a deserted island after a plane crash and attempt to survive while tension rises between them.",Sam Raimi,"Damian Shannon, Mark Swift","Sam Raimi, Zainab Azizi","Rachel McAdams, Dylan O'Brien",Bill Pope,Bob Murawski,"January 21, 2026(TCL Chinese Theatre)",United States,English
699,Sender,"Sender is a 2026 American psychological thriller film written and directed by Russell Goldman. It stars Britt Lower, Rhea Seehorn, Jamie Lee Curtis, Anna Baryshnikov, David Dastmalchian, Utkarsh Ambudkar, and Mike Mitchell. It is loosely based on the 2022 short film Return to Sender by Goldman.",Russell Goldman,,"Jamie Lee Curtis, Molly Hallam, Jake Katofsky","Britt Lower, Rhea Seehorn, Jamie Lee Curtis, Anna Baryshnikov, David Dastmalchian, Utkarsh Ambudkar, Mike Mitchell",Gemma Doll-Grossman,Marco Rosas,"March 14, 2026(SXSW)",United States,English
700,Sense and Sensibility,"Sense and Sensibility is an upcoming period romantic drama film directed by Georgia Oakley and adapted by Diana Reid from Jane Austen's novel. It stars Daisy Edgar-Jones, Esmé Creed-Miles, Caitríona Balfe, Frank Dillane, Herbert Nordrum, Bodhi Rae Breathnach, George MacKay, and Fiona Shaw.",Georgia Oakley,,"Tim Bevan, Eric Fellner, India Flint, Jo Wallett","Daisy Edgar-Jones, Esmé Creed-Miles, Caitríona Balfe, Frank Dillane, Herbert Nordrum, Bodhi Rae Breathnach, George MacKay, Fiona Shaw",,,"September 25, 2026(United Kingdom)","United Kingdom, United States",English
701,Sentient,"Sentient is a 2026 Australian documentary film directed by Tony Jones and written by Jones and Rachel Grierson-Johns, and produced by Ivan O'Mahoney.[1][2] The film premiered in the World Cinema Documentary Competition at the 2026 Sundance Film Festival.[2][3]",Tony Jones,"Tony Jones, Rachel Grierson-Johns",Ivan O'Mahoney,,,,"January 26, 2026(Sundance)",Australia,English
702,Shame and Money,"Shame and Money is a 2026 drama film directed by Visar Morina and co-written by Doruntina Basha. It stars Astrit Kabashi, Flonja Kodheli, Kumrije Hoxha, Fiona Gllavica, and Alban Ukaj.",Visar Morina,"Visar Morina, Doruntina Basha","Fabian Altenried, Sophie Ahrens, Kristof Gerega, Pia Hellenthal, Visar Morina","Astrit Kabashi, Flonja Kodheli, Kumrije Hoxha, Fiona Gllavica, Alban Ukaj",Janis Mazuch,Joëlle Alexis,"January 25, 2026(Sundance Film Festival)","Germany, Kosovo, Slovenia, Albania, North Macedonia, Belgium",Albanian
703,Shatak: Sangh Ke 100 Varsh,"Shatak: Sangh Ke 100 Varsh [1] is an Indian film directed by Aashish Mall, produced by Vir Kapur and co-produced by Aashish Tiwari under the banner of Ada 360 Degree.[2] The film revisits the 100-years history of the Rashtriya Swayamsevak Sangh (RSS)[3][4], a Hindu nationalist organisation that has played a significant role in India’s cultural, social, and political spheres and has been the subject of varying interpretations and debate.[5]",Aashish Mall,"Anil Agarwal, Utsav Dan, Rohit Gehlot, Nitin Sawant","Vir Kapur, Co-Producer:, Aashish Tiwari",,Mb Vijay Kumar,Chin2 Singh,20 February 2026,India,Hindi
704,A Shaun the Sheep Movie: Farmageddon,"A Shaun the Sheep Movie: Farmageddon is a 2019 stop motion animated science fiction comedy film produced by Aardman Animations. The film was directed by Richard Phelan and Will Becher and written by Mark Burton and Jon Brown. It is a sequel to Shaun the Sheep Movie (2015) and is based on the British claymation television series Shaun the Sheep by Nick Park and Bob Baker, in turn a spin-off from the short film A Close Shave (1995). The film features the voices of Justin Fletcher, John Sparkes, Kate Harbour, and Rich Webber. In the film, Shaun and the flock encounter an alien with extraordinary powers who crash-lands near Mossy Bottom Farm. They have to find a way to return her home in order to prevent her falling into the hands of the Ministry for Alien Detection.","Richard Phelan, Will Becher",,Paul Kewley,"Justin Fletcher, John Sparkes, Amalia Vitale",Charles Copping,Sim Evan-Jones,22 September 2019(Odeon Leicester Square),"United Kingdom, France",
705,She Keeps Me Young,"She Keeps Me Young is an upcoming 2026 American comedy film directed by Doron Max Hagay in his directorial debut from a screenplay by Hagay, Blair Beekin and Katy Fullan. It stars Patti Harrison, Kate Berlant, John Early, Blair Beekin, Katy Fullan and Shay Rudolph.",Doron Max Hagay,"Doron Max Hagay, Blair Beekin, Katy Fullan","Neil Champagne, Nicole Crespo, Graham Mason","Patti Harrison, Kate Berlant, John Early, Blair Beekin, Katy Fullan, Shay Rudolph",Joshua Hill,Maya Tippett,"June 4, 2026(Tribeca)",United States,English
706,The Sheep Detectives,"The Sheep Detectives is an upcoming mystery comedy film directed by Kyle Balda and written by Craig Mazin, based on the 2005 novel Three Bags Full by Leonie Swann. The film features an ensemble cast including  Hugh Jackman, Nicholas Braun, Nicholas Galitzine, Molly Gordon, Hong Chau, and Emma Thompson with the voices of Julia Louis-Dreyfus, Bryan Cranston, Chris O'Dowd, Regina Hall, Patrick Stewart, Bella Ramsey, Brett Goldstein, and Rhys Darby.  The film is scheduled to be released in the United States by Amazon MGM Studios and internationally by Sony Pictures Releasing International on 8 May 2026.",Kyle Balda,Craig Mazin,"Lindsay Doran, Tim Bevan, Eric Fellner","Hugh Jackman, Nicholas Braun, Nicholas Galitzine, Molly Gordon, Hong Chau, Emma Thompson, Julia Louis-Dreyfus, Bryan Cranston, Chris O'Dowd, Regina Hall, Patrick Stewart, Bella Ramsey, Brett Goldstein",George Steel,"Martin Walsh, Paul Machliss, Al LeVine",8 May 2026,"United Kingdom, United States",English
707,Sheep in the Box,"The film will have its world premiere at the main competition of the 2026 Cannes Film Festival in May 2026, where it was nominated for the Palme d'Or. It will be theatrically released in Japan by Toho on 29 May.[3]",Hirokazu Kore-eda,Hirokazu Kore-eda,,"Haruka Ayase, Daigo Yamamoto, Rimu Kuwaki",,Hirokazu Kore-eda,May 2026(Cannes),Japan,Japanese
708,Shelter,"Shelter is a 2026 action thriller film starring Jason Statham as a former British government assassin living in isolation off the coast of Scotland who is forced back into violent confrontation with his past while protecting a young girl from the agency determined to eliminate him. It is directed by Ric Roman Waugh and written by Ward Parry. The film also stars Bodhi Rae Breathnach, Bill Nighy, Naomi Ackie, and Daniel Mays.",Ric Roman Waugh,Ward Parry,"Jason Statham, John Friedberg, Brendon Boyea, Jon Berg, Greg Silverman","Jason Statham, Bodhi Rae Breathnach, Naomi Ackie, Daniel Mays, Harriet Walter, Bill Nighy",Martin Ahlgren,Matthew Newman,"January 20, 2026(Cineworld Leicester Square)","United Kingdom, United States",English
709,The Shepherd,"The Shepherd is an upcoming American horror thriller film directed by John Hyams from a screenplay written by Alexander Gustaveson, starring David Dastmalchian and Georgina Campbell. The film will be released in the United States in 2026 by Magnolia Pictures.",John Hyams,,"Steven Schneider, Roy Lee, Ben Cornwell, Jordan Foley, Nick Smith, Jonathan Rosenthal, Sébastien Raybaud","David Dastmalchian, Georgina Campbell",,,2026,United States,English
710,Shesha 2016,"Shesha 2016 is a 2026 Kannada language film, directed by Pradeep Arsikere, starring John Kaippallil, Pramod Shetty, Archana Kottige and veteran actor Devaraj in lead roles.[1][2] The film, a bi-lingual was simultaneously shot in Malayalam language as well, has cast from both the film industry and was released on 6 March 2026.[3][4]",Pradeep Arsikere,"Pradeep Arasikere, Lithin Lohithakshan, Raghavendra Maiya",Umesh Thimmegowda,"John Kaippallil, Pramod Shetty, Archana Kottige, Devaraj",R. S. Anandakumar,Ayoob Khan,6 March 2026,India,Malayalam
711,Sheshippu,"Sheshippu (transl. The Remnant) is a 2026 Indian Malayalam-language psychological drama film written and directed by debutants Sreejith S. Kumar and Gritto Vincent.[1] The film is produced by Sajid Yahiya and Nithin Radhakrishnan under the banner of Cinema Pranthan Film Productions, the makers of Pallotty 90's Kids.[2] It stars Meenakshi Jayan and Rashid Rahman in the lead roles.[3][4]","Sreejith S. Kumar, Gritto Vincent","Sreejith S. Kumar, Gritto Vincent","Sajid Yahiya, Nithin Radhakrishnan","Meenakshi Jayan, Rashid Rahman, Rajan Pootharakkal",Denil Seby,Dani Davis,23 January 2026,India,Malayalam
712,A Short Documentary About a Giant Pencil,"A Short Documentary About A Giant Pencil is a 2026 American short documentary film directed by Daniel Straub. The documentary tells the story of the Loti Pencil sculpture in Minneapolis, Minnesota. It had its world premiere on February 10, 2026, at the Santa Barbara International Film Festival.[1]",Daniel Straub,,"Austin Straub, Daniel Straub, Bryce Cyrier",,Austin Straub,Austin Straub,"February 10, 2026(SBIFF)",United States,English
713,A Singapore Dementia Story,"A Singapore Dementia Story is a 2026 Singaporean anthology film, consisting of five short film segments directed by Gavin Lim, Jenny Ng, Raymus Chang, Vikneshwaran Silva and Andie Chen. The film is curated and produced by Daniel Yun, the cast included Tan Kheng Hua, Lim Shi-An, A. Panneeirchelvam, Alaric Tay, Oon Shu An and the voices of Bernard Lim and Suhaimi Yusof.","Gavin Lim (, Another Go, ), Jenny Ng (, Really?, ), Raymus Chang (, Two Ways to Forget, ), Vikneshwaran Silva (, The Last Thread, ), Andie Chen, (, What Day Is It?, )","Kate Pang, (, What Day Is It?, )",Daniel Yun,"Tan Kheng Hua, Peter Yu, Lim Shi-An, Bernard Lim, Suhaimi Yusof, A. Panneeirchelvam, Alaric Tay, Oon Shu An",,,31 January 2026,Singapore,
714,Siva Sambo,"The film is written and directed by S. P. Bagavathy Bala. It is produced by Arumandhai Dr. Radhidevi, Kanji Arima Selva Kumar, and S. P. Bagavathy Bala under S Films. Cinematography is handled by Magi Bala, while editing is done by Lakhsman. The music for the film is composed by Deva.[1]",S. P. Bagavathy Bala,S. P. Bagavathy Bala,"Arumandhai Dr. Radhidevi, Kanji Arima Selva Kumar, S. P. Bagavathy Bala","C. B. Thil Natraj, Shivani",Magi Bala,Lakhsman,20 February 2026,India,Tamil
715,Sky,Sky is a 2026 Indian Telugu-language drama film written and directed by Pridhvi Pericharla. The film stars Murali Krishnam Raju and Shruti Shetty in the lead roles.,Pridhvi Pericharla,"Pridhvi Pericharla (story & dialogues), Murali Krishnam Raju","Nagi Reddy Guntaka, Sree Lakshmi Guntaka, Murali Krishnam Raju, Pridhvi Pericharla","Murali Krishnam Raju, Shruti Shetty, Anand Bharath, Rakesh Master",Rasool Ellore,Suresh Urs,13 February 2026,India,Telugu
716,Sleep No More,The film had its world premiere at the Berlinale Special Midnight section of the 76th Berlin International Film Festival on 14 February 2026.,Edwin,,"Meiske Taurisia, Muhammad Zaidy","Rachel Amanda, Lutesha, Iqbaal Ramadhan",Akiko Ashizawa,Daniel Hui,14 February 2026(Berlinale),"Indonesia, Singapore, Japan, Germany, France",Indonesian
717,Sleepwalker,"Sleepwalker is a 2026 American psychological thriller film written and directed by Brandon Auman. It stars Hayden Panettiere, Beverly D'Angelo, Justin Chatwin, Mischa Barton, Lori Tan Chinn, and Kea Ho.",Brandon Auman,Brandon Auman,"Chad A. Verdi, Jennifer Davisson, Phillip Watson, Michelle Verdi, Chad Verdi Jr., Paul Luba","Hayden Panettiere, Beverly D'Angelo, Justin Chatwin, Mischa Barton, Lori Tan Chinn, Kea Ho",Marcus Friedlander,,"January 9, 2026",United States,English
718,The Snake,"The cast also includes Jonathan Torrens, Dan Petronijevic, Emma Hunter, Kim Roberts, Kenny Robinson, Jacqueline Robbins, Joyce Robbins and Jimbo in supporting roles.[2]",Jenna MacMillan,Susan Kent,"Sharlene Kelly, Melani Wood","Susan Kent, Robin Duke, Jonathan Torrens",Kevin A. Fraser,Sam Thomson,"March 13, 2026(SXSW)",Canada,English
719,The Social Reckoning,"The Social Reckoning is an upcoming American biographical drama film written and directed by Aaron Sorkin. It is a companion piece to The Social Network (2010) and is based on the events surrounding the 2021 Facebook leak by whistleblower Frances Haugen, which was covered in The Wall Street Journal's article series and eight-part podcast The Facebook Files (2021). The film will star Mikey Madison, Jeremy Strong, Jeremy Allen White, Bill Burr, Wunmi Mosaku, Billy Magnussen, and Betty Gilpin.",Aaron Sorkin,Aaron Sorkin,"Aaron Sorkin, Todd Black, Peter Rice, Stuart M. Besser","Mikey Madison, Jeremy Strong, Jeremy Allen White, Bill Burr, Wunmi Mosaku, Billy Magnussen, Betty Gilpin",Jeff Cronenweth,,"October 9, 2026",United States,English
720,Solo Mio,"Solo Mio is a 2026 American romantic comedy drama film directed by Chuck Kinnane and Dan Kinnane, written by Patrick Kinnane, John Kinnane and Kevin James. The film stars James alongside Alyson Hannigan, Kim Coates, Nicole Grimaudo, and Jonathan Roumie.","Chuck Kinnane, Dan Kinnane","John Kinnane, Patrick Kinnane, Kevin James","Mark Fasano, Jeffrey Greenstein","Kevin James, Nicole Grimaudo, Alyson Hannigan, Jonathan Roumie, Julee Cerda, Julie Ann Emery, Andrea Bocelli, Kim Coates",Jared Fadel,Pete Kinnane,"January 20, 2026(Coconut Grove Cinépolis1)",United States,English
721,Son Of,Son Of is a 2026 Indian Telugu-language family drama film directed by Bathula Satish and produced by Sai Simhadri under the Sai Simhadri Sainma banner.[1][2][3][4] The film features veteran actor Vinod Kumar alongside debutants Sai Simhadri and Meera Raj in the lead roles.[5] The story primarily focuses on the emotional relationship and ideological conflicts between a father and his son.[2] The film was released theatrically on 27 February 2026.[6],Bathula Satish,,Sai Simhadri,"Sai Simhadri, Vinod Kumar, Meera Raj",VRK Naidu,Amar Nath,27 February 2026,India,Telugu
722,"Soumsoum, the Night of the Stars","The film had its world premiere at the main competition of the 76th Berlin International Film Festival on 19 February 2026,[2] where it won the FIPRESCI Prize for Best Film. It was theatrically released in France by KMBO on 22 April.",Mahamat-Saleh Haroun,"Mahamat-Saleh Haroun, Laurent Gaudé",Florence Stern,"Maïmouna Miawama, Ériq Ebouaney, Achouackh Abakar Souleymane",Mathieu Giombini,Svetlana Vaynblat,19 February 2026(Berlinale),"France, Chad","French, Chadian Arabic"
723,Spa Weekend,"Spa Weekend is an upcoming American comedy film written and directed by Jon Lucas and Scott Moore. It stars Isla Fisher, Leslie Mann, Anna Faris, and Michelle Buteau.","Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Suzanne Todd, John Friedberg","Isla Fisher, Leslie Mann, Anna Faris, Michelle Buteau",,,"August 21, 2026",United States,English
724,Sparks,"Sparks is a 2026 American drama film written and directed by Fergus Campbell, starring Elsie Fisher and Charlie B. Foster in his feature film debut.[1] The film follows a group of teenagers in Sparks, Nevada, who attempt time travel to escape the mundanity of their small town.[2]",Fergus Campbell,Fergus Campbell,Lola Lafia,"Elsie Fisher, Charlie B. Foster",Keldon Duane-McGlashan,Lygia Brubeck,"March 12, 2026(SXSW)",United States,English
725,A Special Memory,"A Special Memory is a 2026 Philippine romantic drama film directed by Jerry Lopez Sineneng from a screenplay written by Ricky Lee. A Philippine film adaptation of the 2001 Japanese romantic drama series Pure Soul, the film tells the story of a couple, Dindo (Carlo Aquino) and Sandra (Bela Padilla), who face challenges when the latter is diagnosed with Alzheimer's. Lotlot de Leon, Joel Torre, Jaime Fabregas, Yayo Aguila, Phoebe Walker, and Paolo Gumabao appear in supporting roles.",Jerry Lopez Sineneng,,"Vincent G. Del Rosario III, Valerie S. Del Rosario, Veronique D. Corpus","Carlo Aquino, Bela Padilla",Eduardo Jacinto,Roy Francia,11 March 2026,Philippines,Filipino
726,Spider-Man: Brand New Day,"Spider-Man: Brand New Day is an upcoming American superhero film based on the Marvel Comics character Spider-Man. Produced by Columbia Pictures, Marvel Studios, and Pascal Pictures, and distributed by Sony Pictures Releasing, it is intended to be the 38th film in the Marvel Cinematic Universe (MCU) and the fourth film in the MCU Spider-Man film series following Spider-Man: No Way Home (2021). The film is being directed by Destin Daniel Cretton, written by Chris McKenna and Erik Sommers, and stars Tom Holland as Peter Parker / Spider-Man alongside Zendaya, Sadie Sink, Jacob Batalon, Jon Bernthal, Tramell Tillman, Michael Mando, and Mark Ruffalo. In the film, Parker anonymously protects New York City as the hero Spider-Man and investigates a powerful new threat while his superpowers undergo a surprising and potentially dangerous evolution.",Destin Daniel Cretton,"Chris McKenna, Erik Sommers","Kevin Feige, Amy Pascal, Avi Arad, Rachel O'Connor","Tom Holland, Zendaya, Sadie Sink, Jacob Batalon, Jon Bernthal, Tramell Tillman, Michael Mando, Mark Ruffalo",Brett Pawlak,"Nat Sanders, Gina Sansom","July 31, 2026",United States,English
727,Spring in Prague,Spring in Prague (Czech: Jaro v Praze) is a 2026 Philippine romantic comedy film directed by Lester Dimaranan and co-directed by Paolo Emmanuel Magsino. The film stars Paolo Gumabao and Czech actress Sara Sandeva in the lead roles. It is produced by Ferdinand Topacio under Borracho Film Production in collaboration with Czech partners.,Lester Dimaranan,Eric Ramos,Ferdinand Topacio,"Paolo Gumabao, Sara Sandeva",,,"February 4, 2026",Philippines,"English, Czech, Filipino"
728,Sri Chidambaram Garu,Sri Chidambaram Garu (transl. Mr. Chidambaram) is a 2026 Indian Telugu-language comedy drama film written and directed by Vinay Ratnam (in his feature film directorial debut).[2] The film stars Vamsi Tummala and Sandhya Vasishta.[3],Vinay Ratnam,Vinay Ratnam,"Chinta Vineesha Reddy, Chinta Gopala Krishna Reddy","Vamsi Tummala, Sandhya Vasishta",Akshay Ram Podishetti,Anwar Ali,6 February 2026,India,Telugu
729,Starbright,"Starbright is a 2026 American fantasy film directed by Francesco Lucente and written by Joseph Bitonti and Olimpia Lucente. The film stars John Rhys-Davies, Diego Boneta, Alexandra Dowling, Ted Levine, Becky Ann Baker, Gbenga Akinnagbe, Tom Carey and, John Westley.  The plot follows a young woman who discovers a fallen star and must protect it from dark forces that wish to exploit its power.",Francesco Lucente,"Joseph Bitonti, Olimpia Lucente",Francesco Lucente,"John Rhys-Davies, Diego Boneta, Alexandra Dowling, Ted Levine, Becky Ann Baker, Gbenga Akinnagbe, Tom Carey, John Westley, Christine Ebersole",Francesco Di Giacomo,Julia Furch,"February 27, 2026(United States)",United States,English
