question,answer_llm,answer_orig,document
Can I still get the ingestion pipeline criterion without setting up a workflow tool at all?,"Yes. For the capstone, you can get full points on the ingestion pipeline criterion without any workflow/orchestration tool at all. A plain Python script that ingests and indexes your data is enough.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
"Should I avoid adding an orchestration tool just for grading, and only use one if my data gets updated regularly?","No — you don’t need an orchestration tool just for grading.

A plain Python script that ingests and indexes your data is enough for full points on the capstone “ingestion pipeline” criterion. Use an orchestrator only if it actually makes sense for your project, for example if the data is updated regularly and you need recurring ingestion.","No. A plain Python script that ingests and indexes your data is enough for full points on the ""ingestion pipeline"" criterion. A Jupyter notebook with the same steps is worth 1 point instead of 2.

Use an orchestrator only if it actually fits your project — for example, recurring ingestion of a feed that updates daily. Don't add one just to score the criterion.",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don't have clear ground-truth answers?,"You can evaluate it with two complementary methods:

1. Synthetic ground truth: For each item, use an LLM to generate about 5 user queries that should retrieve that item as the top result. Then run those queries through your retriever and measure hit rate, MRR, or NDCG.

2. LLM-as-a-judge: Sample queries, run the full RAG pipeline, and have an LLM score the result for relevance/usefulness on a fixed rubric, like a 1–5 scale.

For recommender-style ranking problems, NDCG is often a better fit than hit rate because it rewards relevant items appearing higher in the list, not just at rank 1.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
Is there a good way to create test queries for items in my dataset so I can measure retrieval quality?,"Yes — a good approach is to create **synthetic ground-truth queries**.

For each item in your dataset, prompt an LLM with the item’s description and ask it to generate about **5 user queries** that should retrieve that item as the **top result**. Then run those queries through your retriever and measure **hit rate**, **MRR**, or **NDCG**.

If your problem is ranking-style and multiple items could be acceptable, **NDCG** is often a better fit than hit rate because it rewards placing good results near the top, not just the first one.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"What metrics should I use for a ranking-style RAG system: hit rate, MRR, or NDCG?","For a ranking-style RAG system, **NDCG is often the best choice**, especially if **multiple items can be acceptable** and you care about their **order** in the results.

A good rule of thumb:

- **Hit rate**: use if you mainly care whether the right item appears anywhere in the top-k.
- **MRR**: use if there is usually **one best answer** and the position of the first relevant result matters.
- **NDCG**: use if you have **ranked relevance** or **multiple acceptable results**, since it rewards putting better items higher in the list.

So for a ranking-style RAG system, **start with NDCG**, and you can also report **hit rate** or **MRR** alongside it depending on your exact setup.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How do I use an LLM as a judge to score the output of my RAG pipeline end to end?,"Use an **LLM-as-a-judge** by:

1. **Sampling queries** from your real use cases.
2. **Running the full RAG pipeline end to end** for each query.
3. **Asking another LLM to rate the final answer** against a fixed rubric you define in the prompt, such as:
   - relevance
   - usefulness
   - correctness
   - completeness

A common setup is a **1–5 score** with an explanation from the judge model. You can then average the scores or track them over time to evaluate your RAG system.

If you want to inspect the judge’s written explanations in Pandas, use:

```python
pd.set_option('display.max_colwidth', None)
```

This prevents the explanation text from being truncated.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For recommenders where several items could be acceptable, why would NDCG be better than just checking whether the top result is correct?","Because with recommender-style ranking tasks, more than one item can be a good answer.

If you only check whether the top result is exactly the single “correct” item, you miss cases where:

- the top few results are all relevant,
- the best item is second or third,
- or several items are acceptable, but some are better than others.

NDCG is better because it rewards relevant items higher in the ranking and gives partial credit when good items appear near the top, instead of treating everything except rank 1 as a failure.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I chunk a big PDF corpus without overthinking it at first?,"Start simple: split the PDFs into chunks that keep related context together, and don’t over-optimize upfront.

A good first pass is:

- remove obvious noise like headers, footers, broken OCR, and duplicate boilerplate
- keep useful structure like titles, section names, page numbers, and Q&A blocks
- chunk the text so each chunk is coherent and can be retrieved on its own
- store metadata if it helps later

The main idea is not just to make the text shorter, but to make retrieval more accurate. If you want, I can also suggest a very simple first chunking strategy for large PDFs.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Is it better to use fixed-size chunks or ask an LLM to split docs into sections?,"Start simple with **fixed-size chunks** first — around **1000 tokens with some overlap** — and run an eval on your ground-truth set.

If that works well enough, keep it. If not, then try **LLM-based section splitting** for documents with clear structure.

So the recommended approach is: **iterate, don’t try to find the perfect chunker upfront**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I add summaries to each chunk before indexing, and does that actually help retrieval?",I don't know.,"Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For long legal or financial docs, is BM25 plus dense search better than only embeddings?","Yes — for long, structured legal or financial documents, **hybrid search (BM25 + dense embeddings)** is generally preferred over embeddings-only.

Why:
- **BM25** helps with **exact wording**, which matters a lot in legal/financial text.
- **Dense search** helps with **semantic similarity**.
- Together they reduce the chance of missing relevant passages when the query depends on precise terms.

So for that kind of corpus, the course recommends **hybrid search** rather than only embeddings.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What are good tools to turn PDFs into cleaner markdown before I chunk them?,"Good options to turn PDFs into cleaner markdown before chunking are:

- **`pymupdf4llm`** — fast and decent quality
- **Docling** — slower, but higher quality, especially for tables and figures
- **GROBID** — best suited for academic papers; extracts structure like sections and references

If you need OCR for scanned PDFs, the context also mentions:

- **`pytesseract`** / Tesseract OCR
- **Hosted OCR** like **Mistral OCR**

A good practical approach is to try a couple on a sample of your PDFs and compare which produces the cleanest markdown.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
What does reproducibility mean for the project review?,"Reproducibility means a peer reviewer should be able to clone your repo and follow your README to rebuild and run the project from scratch using their own credentials.

So, no, reviewers do **not** need your API keys. Instead, you should:

- keep API keys and hosted-service credentials out of the repo
- provide a script or notebook to ingest the data and rebuild the search index locally
- include a `.env.example` with variable names only, and have reviewers create their own `.env`
- pin dependency versions and document the Python version

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to put my API keys or service credentials in the repo so the reviewer can run it?,"No. Never share API keys or hosted-service credentials in your repo. Reviewers should use their own credentials.

Reproducibility means they can clone your repo, follow the README, and rebuild the system from scratch. Include a `.env.example` with variable names only, and keep your real `.env` out of git.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
How should I let someone rebuild the search index from the dataset on their own machine?,"Provide a script or notebook that ingests the dataset and rebuilds the search index locally, and tell them to run it on their own machine using their own credentials if any are needed.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"What should go into a .env.example file, and should .env be committed?","A `.env.example` file should contain the **variable names only**, with **no secret values**. For example:

```bash
OPENAI_API_KEY=
GROQ_API_KEY=
GEMINI_API_KEY=
```

The reviewer should copy it to `.env` and fill in their own keys.

No, `.env` should **not** be committed. It should go in `.gitignore`:

```gitignore
.env
```

The course also says to keep `.env` and `.envrc` out of GitHub so credentials never land in the repo.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"How do I make the project easier and cheaper for reviewers to run, like with model choice and pinned versions?","To make the project easier and cheaper for reviewers to run:

- Use a **cheap model** like `gpt-4o-mini` or **Groq**, so they don’t spend much on credits.
- **Pin dependency versions** with `requirements.txt` or a `pyproject.toml` lock file.
- **Document the Python version** you used, and Docker version too if you use Docker.
- Provide a script or notebook that can **rebuild the search index locally** from the dataset.
- Include a `.env.example` with only variable names, and have reviewers create their own `.env` with their own keys.

Also, never put API keys or hosted-service credentials in the repo.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I reuse the workshop content in my own capstone project, or is it only for the class?","Yes — you can reuse the workshop content in your own capstone project. Since dlt is open-source, the workshop materials can be used directly in your projects, not just for the class.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Since dlt is open-source, am I allowed to use these materials in another project outside the workshop?","Yes. Since dlt is open-source, you can use the workshop content in your own projects, even outside the workshop.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Could I apply what we learned here to a different Zoomcamp project, like the MLOps one?","Yes. The workshop materials can be applied to other Zoomcamp projects, including the MLOps Zoomcamp project, since dlt is open-source and is meant to load and store data easily.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"Is it okay if I share the workshop resources with other people, or are they meant just for students?","Yes — the workshop materials are meant to be usable beyond just the students. Since dlt is open-source, you can use the workshop content in your own projects and even share it with others.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
"If I want to use dlt directly in my own project, do I need any special permission, or can I just go ahead and do it?","Yes — you can just go ahead and use dlt directly in your own project. Since dlt is open-source, the context says you’re free to use it in your projects. No special permission is needed.","Since dlt is open-source, you can use the content of this workshop for a capstone project. As the main goal of dlt is to load and store data easily, you can even use it for other Zoomcamps (like the MLOps Zoomcamp project). Feel free to ask questions or use it directly in your projects.",d850a0e7ea
How do I start a new dlt project for loading data from cloud storage?,"Start a new dlt project with:

```bash
dlt init filesystem duckdb
```

You can find more directions here: https://dlthub.com/docs/tutorial/filesystem","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
What's the command to initialize a dlt pipeline with filesystem and DuckDB?,`dlt init filesystem duckdb`,"Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"If I want to ingest cloud files into DuckDB with dlt, what should I run first?","Run:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
How can I create a fresh dlt setup for a filesystem source?,"Start with:

```bash
dlt init filesystem duckdb
```

This creates a fresh dlt setup for a filesystem source.","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
Is there a quick init command for a dlt project using filesystem plus DuckDB?,"Yes — the quick init command is:

```bash
dlt init filesystem duckdb
```","Start with the following command on the command line:

```bash
 dlt init filesystem duckdb
```

More directions can be found at [dlthub.com](https://dlthub.com/docs/tutorial/filesystem)",6bceeebf04
"Why do I get `Table notion_pages___homework does not exist` when I call `db.open_table(""notion_pages___homework"")`?","You probably haven’t changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings.

That error usually means the table name is referenced correctly in `open_table`, but the pipeline/database was created with a different table name, so `notion_pages___homework` was never actually created.

You can also check what tables exist with:

```python
db.table_names()
```

If you want, I can help you figure out where the old table name is still used.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"I changed the table name in one place, but now opening `notion_pages___homework` still fails. What am I missing?","You likely changed only one occurrence. The table name is still referenced as `employee_handbook` somewhere else in your pipeline settings.

Make sure you changed all instances of `""employee_handbook""` to `""homework""`.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
"What could cause `db.open_table(""notion_pages___homework"")` to say the table doesn't exist even though my pipeline ran?","A likely cause is that not all instances of `""employee_handbook""` were changed to `""homework""` in your pipeline settings. This can make the pipeline create a different table than `notion_pages___homework`, so `db.open_table(""notion_pages___homework"")` won’t find it.

You can check the actual table names with:

```python
db.table_names()
```

If you want, I can help you figure out which name your pipeline likely created.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Is there another setting besides the table name I need to update when switching from `employee_handbook` to `homework`?,"Yes — the context says the error usually means you have not changed **all instances of `""employee_handbook""` to `""homework""`** in your pipeline settings, not just the table name.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
How do I fix the `FileNotFoundError` for `notion_pages___homework` in the dlt workshop?,"The fix is to make sure you changed **all** instances of `""employee_handbook""` to `""homework""` in your pipeline settings.

If you're seeing:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

but still getting the error, it means some part of the setup is still using the old table name.","The error indicates that you have not changed all instances of ""employee_handbook"" to ""homework"" in your pipeline settings.",0407213397
Why am I getting FileNotFoundError: Table notion_pages___homework does not exist when I run main() in the dlt workshop?,"The error usually means you didn’t rename all occurrences of `employee_handbook` to `homework` in your pipeline settings.

Make sure your table name is opened correctly, for example:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you already did that and still see the error, check that every reference in the project was updated from `employee_handbook` to `homework`.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"How do I fix the error saying I should first call db.create_table(notion_pages___homework, data) in the Notion pages homework code?","The error usually means your pipeline settings still contain **`employee_handbook`** in one or more places.

Make sure you changed **all** instances of `employee_handbook` to `homework`, including the table name you open. The correct line is:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If it still fails, also check the available tables with:

```python
db.table_names()
```

Then open the table name that actually exists.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
What table name should I open in line 3 if my script says notion_pages___homework doesn't exist?,"Open this table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
"Is db.open_table supposed to use notion_pages___homework in this exercise, and where exactly should I change it?","Yes — in this exercise `db.open_table` should use `""notion_pages___homework""`.

Change it in the line where you open the table, for example:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you still get the error, the context says you likely need to change all instances of `""employee_handbook""` to `""homework""` in your pipeline settings, not just the `open_table` line.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
I keep seeing Table notion_pages___homework does not exist — what’s the correct table to open in main()?,"The correct table to open in `main()` is:

```python
dbtable = db.open_table(""notion_pages___homework"")
```

If you still get `Table notion_pages___homework does not exist`, then you likely haven’t changed all instances of `""employee_handbook""` to `""homework""` in your pipeline settings.","Make sure you open the correct table in line 3:

```python
dbtable = db.open_table(""notion_pages___homework"")
```",e95bfafc0e
How can I list all tables that are currently in the database?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Is there a way to see the table names from the db object?,Yes — you can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
What method should I use to check which tables exist in my database?,Use the `db.table_names()` method to list all the tables in your database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
How do I find out what tables were created in the db?,You can use the `db.table_names()` method to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
Can I get a list of all tables with db.table_names()?,Yes. You can use `db.table_names()` to list all the tables in the database.,You can use the `db.table_names()` method to list all the tables in the database.,e394e6f738
"Does dlt currently support connectors for ClickHouse or StarRocks, or is that still missing?","Currently, dlt does **not** have connectors for **ClickHouse** or **StarRocks**. It’s still missing, though the project is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Can I use dlt to load data into ClickHouse or StarRocks right now?,I don't know.,"Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
Are there official dlt connectors available for ClickHouse and StarRocks?,"No. Currently, dlt does not have official connectors for ClickHouse or StarRocks, but the project is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"If dlt doesn't support ClickHouse or StarRocks yet, is the project open to community-built connectors?","Yes. The project is open to community contributions, so if dlt doesn’t support ClickHouse or StarRocks yet, community-built connectors are welcome.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"Has anyone added ClickHouse or StarRocks connectors to dlt, or are those still not included?","Currently, dlt does **not** have connectors for **ClickHouse** or **StarRocks**. It’s still not included, though dlt is open to community contributions to add them.","Currently, DLT does not have connectors for ClickHouse or StarRocks but is open to contributions from the community to add these connectors.",cd19f122f3
"Why am I getting a 401 Unauthorized from the Notion API in the notebook, and what should I check first?","A 401 Unauthorized from the Notion API usually means there’s an authorization problem.

What to check first:
1. Your Notion API key / token is correct
2. The token has the right permissions
3. You’re calling the correct Notion API endpoint
4. The token hasn’t expired

If it still fails, re-check all authentication settings in your notebook and app.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
My notebook says it has no secret access to api.notion.com/v1/search — is this an API key problem?,"Yes — that usually points to an authorization/API key issue with Notion.

From the context, you should check:
- that you’re using the correct Notion API key/token,
- that it has the right permissions,
- that the endpoint is correct,
- whether the token expired and needs regeneration,
- and any access/configuration settings in your app.

If it still fails after that, review the Notion API docs and your auth setup.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
How do I fix a Notion API authorization error in the dlt workshop notebook?,"If you see a Notion API authorization error like a 401 Unauthorized or “Notebook does not have secret access,” it usually means there’s an authentication issue.

Try these fixes:

1. Check that you’re using the correct Notion API key with the right permissions.
2. Make sure the notebook has secret access enabled.
3. Verify you’re calling the correct Notion API endpoint.
4. If the token may have expired, regenerate it and update it.
5. Double-check all access/configuration settings in your app.

If it still fails, review the Notion API docs and make sure authentication is set up correctly.","If you encounter this error, it typically indicates an authorization issue with the Notion API. Here’s how you can resolve it:

1. **Check API Key**: Ensure that you are using the correct API key with appropriate permissions.
2. **Verify API Endpoint**: Confirm that you are hitting the correct Notion API endpoint.
3. **Token Expiry**: Check if your token has expired and regenerate it if necessary.
4. **Configurations**: Double-check all access configurations in your application.

If the error persists, review the API documentation and make sure all necessary authentication steps are correctly implemented.",0dfba07ace
